id,name,status,sub_cate_id
5987,Aashirvaad With Multigrains,1,24
5988,Aashirvaad Sugar Release Control Atta,1,24
5989,Aashirvaad Select Sharbati Atta,1,24
5990,Aashirvaad Whole Wheat Atta,1,24
5991,Aashirvaad Masalas,1,27
5992,Aashirvaad Ghee,1,140
5993,Aashirvaad Vermicelli,1,41
5994,Aashirvaad Salt,1,28
5995,24 Mantra In Masala Spices,1,27
5996,24 Mantra in Dals Pulses,1,25
5997,24 Mantra in Atta Flours,1,24
5998,24 Mantra In Dry Fruits,1,26
5999,24 Mantra In Rice,1,75
6000,24 Mantra in Cooking Oil,1,140
6001,Parrys Sugar,1,28
6050,Sugar in Brown Sugar,1,28
6054,Low Gi Sugar,1,28
6101,Organic Tattwa in Sugar,1,28
6103,Salt in Crystals,1,28
6131,Tata Salt,1,28
6140,Himalayan Pink Salt,1,28
6157,Sona Masoori,1,75
6163,Rice in 25KG,1,75
6189,Rice in 10KG,1,75
6209,Rice in 5KG,1,75
6261,Rice in Puffed Rice,1,75
6263,Rice in Loose,1,75
6301,Oil in Safola,1,140
6302,Oil in Sunpure,1,140
6303,Oil in Gold Winner,1,140
6335,Mustard Oil,1,140
6355,Sunflower Oil,1,140
6360,Deepam Oil,1,140
6399,Coconut Oil,1,140
6400,Rice Bran Oil,1,140
6442,Ground Nut Oil,1,140
6443,Cooking Oil,1,140
6444,Oil in Hair Care,1,48
6445,Onion Oil,1,48
6446,Mustard Oil in Fortune,1,140
6447,Mustard Oil in 24 Mantra,1,140
6450,Mustard Oil in Fine Life,1,140
6451,Mustard Oil in 1ltr,1,140
6452,Mustard Oil in 500ML,1,140
6453,Sunflower Oil in Sunpure,1,140
6454,Sunflower Oil in Sunpure 5L,1,140
6469,Sunflower Oil in Sunpure 500ml,1,140
6519,Sunflower Oil in Fortune,1,140
6640,Sunflower Oil in Gold Winner,1,140
6649,Sunflower Oil in Sundrop,1,140
6693,Sunflower Oil in Dhara ,1,140
6810,Sunflower Oil in Sunrich,1,140
6817,Olive Oil in Borges,1,140
6818,Olive Oil in Jivo,1,140
6819,Olive Oil in Oleev,1,140
7024,Olive Oil in Cesar,1,140
7026,Olive Oil in 100ml,1,140
7027,Olive Oil in 200ML,1,140
7031,Olive Oil in 1L,1,140
7037,Potato Chips in Snacks & Namkeen,1,43
7038,Potato Chips in Lays,1,43
7039,Potato Chips in Bingo,1,43
7040,Chips in Snacks & Namkeen,1,43
7041,Chips in potato,1,43
7042,Tapioca Chips,1,43
7043,Bitter Gourd Chips,1,43
7034,Lays Chips,1,43
7045,Salted Chips,1,43
7050,Snacks in Haldirams,1,43
7076,Snacks in Parle,1,43
7183,Snacks In Bikaji,1,43
7197,Snacks in Popcorn,1,43
7265,Snacks in Aloo Bhujia,1,43
7266,Haldirams in Salted Peanuts,1,43
7297,Haldirams in Sweets,1,43
7296,Haldirams in Mixture,1,43
7319,Popcorn In Dals & Pulses,1,43
7320,ACT II in Popcorn,1,43
7321,4700 BC in Popcorn,1,43
7663,Pipo in Popcorn,1,43
7668,Popcorn In Butter Flavour,1,43
