id,store_id,cover,name,images,original_price,sell_price,discount,kind,cate_id,sub_cate_id,in_home,is_single,have_gram,gram,have_kg,kg,have_pcs,pcs,have_liter,liter,have_ml,ml,descriptions,key_features,disclaimer,exp_date,type_of,in_stoke,rating,total_rating,status,in_offer,variations_types,size,tax_class,tags,hsn_code,brand_id
100968,49,100968.jpg,Mysore Sandal Soap  450 g,"[""100968.jpg"",""100968-1.jpg"",""100968-2.jpg"",""100968-3.jpg"","" "",]",232,228,2,1,6,45,0,0,1,450,0,0,0,0,0,0,0,0,,,,20/12/2050,0,0,5,4,1,0,[],0,18,6004|786|630,0,513
101360,49,101360.jpg,Vicks Vaporub Ointment 10 g (Pack Of 12),"[""101360.jpg"",""101360-1.jpg"",""101360-2.jpg"",""101360-3.jpg"","" "",]",480,442,8,1,6,105,0,0,1,10,0,0,0,0,0,0,0,0,,,,20/12/2050,0,1,5,4,1,0,[],0,18,6010|845|847,0,794
101823,49,101823.jpg,Wilkinson Ss Blades 20 Pc (Pack Of 20),"[""101823.jpg"",""101823-1.jpg"",""101823-2.jpg"",""101823-3.jpg"","" "",]",280,222,21,1,6,108,0,0,0,0,0,0,1,20,0,0,0,0,,,,20/12/2050,0,1,5,4,1,0,[],0,18,6015|851|704,0,812
102932,49,102932.jpg,"Biotique Bio Morning Nectar Lotion for All Skin Types, 120 ml","[""102932.jpg"",""102932-1.jpg"",""102932-2.jpg"",""102932-3.jpg"","" "",]",199,195,3,1,6,49,0,0,0,0,0,0,0,0,0,0,1,120,,,,20/12/2050,0,0,5,4,1,0,[],0,18,6044|628|631,3304,89
102997,49,102997.jpg,Parachute 100 Percent Pure Coconut Oil Plastic Bottle 40 ml (Pack of 6),"[""102997.jpg"",""102997-1.jpg"",""102997-2.jpg"",""102997-3.jpg"","" "",]",120,115,5,1,6,48,0,0,0,0,0,0,0,0,0,0,1,40,,,,20/12/2050,0,1,5,4,1,0,[],0,18,745|12654|6045|415|414,3301,572
106103,49,106103.jpg,Lifebuoy Total 10 Bathing Soap (28g Pack Of 24),"[""106103.jpg"",""106103-1.jpg"",""106103-2.jpg"",""106103-3.jpg"","" "",]",120,115,5,1,6,45,0,0,1,28,0,0,0,0,0,0,0,0,,,,20/12/2050,0,1,5,4,1,0,[],0,18,6075|769|630,0,429
113710,49,113710.jpg,Dettol Original Liquid Hand Wash Plastic Bottle (900ml),"[""113710.jpg"",""113710-1.jpg"",""113710-2.jpg"",""113710-3.jpg"","" "",]",149,144,4,1,6,45,0,0,0,0,0,0,0,0,0,0,1,900,,,,20/12/2050,0,1,5,4,1,0,[],0,18,6092|674|676|12449,3401,187
113712,49,113712.jpg,Dettol Skincare Liquid Handwash Bottle 900 ml,"[""113712.jpg"",""113712-1.jpg"",""113712-2.jpg"",""113712-3.jpg"","" "",]",149,145,3,1,6,45,0,0,0,0,0,0,0,0,0,0,1,900,,,,20/12/2050,0,0,5,4,1,0,[],0,18,6093|674|676|12449,3401,187
118412,49,118412.jpg,Dabur Chyawanprash1 kg,"[""118412.jpg"",""118412-1.jpg"",""118412-2.jpg"",""118412-3.jpg"","" "",]",349,332,5,1,6,107,0,0,0,0,1,1,0,0,0,0,0,0,,,,20/12/2050,0,1,5,4,1,0,[],0,18,6096|661|608|1211,3004,175
118417,49,118417.jpg,Hajmola Reg 160 Sachets Jar,"[""118417.jpg"",""118417-1.jpg"",""118417-2.jpg"",""118417-3.jpg"","" "",]",160,154,4,1,6,105,0,0,0,0,0,0,1,160,0,0,0,0,,,,20/12/2050,0,0,5,4,1,0,[],0,18,6097|1418,0,303
