id,original_price,sell_price,discount
266639,85,83,3
266642,210,198,6
266644,90,88,3
266651,65,64,2
266655,160,152,5
266657,200,188,7
266658,65,64,2
266659,56,55,2
266663,106,103,3
266664,90,88,3
266667,68,66,3
266672,150,145,4
266673,97,94,4
266687,102,99,3
266690,90,88,3
266692,150,145,4
266693,68,66,3
266694,57,56,2
266695,84,84,0
266698,160,155,4
266700,140,136,3
266706,222,215,4
266796,95,92,4
266800,150,145,4
266817,35,35,0
266820,72,71,2
266829,58,57,2
266830,98,95,4
266836,99,96,4
266840,69,69,0
266841,99,96,4
266854,99,96,4
266857,80,78,3
266859,270,270,0
266879,125,121,4
266886,140,136,3
266893,110,105,5
266917,98,95,4
266942,80,78,3
266945,184,178,4
266951,95,94,2
266952,56,56,0
266953,190,184,4
266954,56,56,0
266962,109,108,1
266967,49,48,3
266969,47,46,3
266981,64,63,2
266984,161,145,10
266988,120,117,3
267006,90,86,5
267011,98,95,4
267012,80,78,3
267016,30,30,0
267018,1330,1311,2
267037,20,20,0
267084,79,75,6
267156,40,39,3
267157,40,39,3
267222,285,275,4
267224,255,249,3
267227,270,266,2
267231,299,289,4
267232,285,285,0
267234,299,289,4
267237,295,285,4
267248,285,283,1
267256,75,73,3
267263,299,289,4
267266,285,275,4
267276,1350,945,30
267277,1350,979,28
267279,700,478,32
267281,3400,2679,22
267345,40,39,3
267346,40,39,3
267347,40,39,3
267349,30,30,0
267366,80,76,5
267376,78,77,2
267381,155,153,2
267384,110,109,1
267392,24,24,0
267400,140,138,2
267426,80,79,2
267525,165,160,4
267533,45,44,3
267540,124,122,2
267629,140,125,11
267639,140,125,11
267642,49,48,3
267698,135,134,1
267737,55,53,4
267748,55,54,2
267755,90,90,0
267757,105,102,3
267760,75,73,3
267845,150,145,4
267846,150,145,4
267847,120,117,3
267856,180,168,7
267873,68,66,3
267876,150,145,4
267924,165,163,2
267938,199,193,4
267944,190,175,8
267963,68,66,3
267964,68,66,3
267978,120,117,3
267979,61,60,2
267995,74,71,5
268002,35,34,3
268005,60,59,2
268007,90,89,2
268008,195,184,6
268009,90,87,4
268010,65,64,2
268011,90,88,3
268012,42,41,3
268013,28,28,0
268023,52,51,2
268024,55,54,2
268025,80,74,8
268026,115,113,2
268033,140,134,5
268035,90,85,6
268039,75,72,4
268041,540,517,5
268042,55,54,2
268046,115,114,1
268048,75,74,2
268055,25,24,4
268059,85,83,3
268060,25,24,4
268064,25,24,4
268068,70,67,5
268071,35,34,3
268073,70,68,3
268074,39,38,3
268076,39,38,3
268077,72,69,5
268078,67,64,5
268194,250,243,3
268315,85,85,0
268464,178,168,6
268653,45,43,5
268654,19,19,0
268686,49,48,3
268688,35,35,0
268690,89,86,4
268691,207,195,6
268700,320,312,3
268713,610,576,6
268759,216,205,6
268761,147,143,3
268762,189,182,4
268931,65,63,4
268932,73,71,3
268937,65,63,4
268939,72,69,5
268941,66,64,4
268942,65,63,4
268943,80,76,5
268944,180,171,5
268978,60,59,2
269133,76,75,2
269234,85,83,3
269256,98,97,2
269268,78,75,4
269286,34,33,3
269370,250,243,3
269380,480,456,5
269603,530,507,5
269606,30,30,0
269608,22,22,0
269750,230,224,3
269759,230,224,3
269798,65,61,7
269800,74,71,5
269801,75,72,4
269803,53,53,0
269806,55,55,0
270026,100,98,2
270030,50,49,2
270068,80,76,5
270080,60,60,0
270201,462,318,32
270222,78,76,3
270223,78,76,3
270242,62,60,4
270378,30,30,0
270484,35,34,3
270486,70,67,5
270508,60,59,2
270509,55,55,0
270510,60,59,2
270512,60,59,2
270514,32,32,0
270516,55,55,0
270518,170,164,4
270522,55,55,0
270545,15,15,0
270546,15,15,0
270616,70,67,5
270620,80,78,3
270621,320,311,3
270623,105,105,0
270633,115,113,2
270634,220,214,3
270726,60,58,4
270727,120,115,5
270729,120,115,5
270743,60,60,0
270891,60,58,4
270896,150,145,4
271,1230,1230,0
271073,1097,942,15
271089,520,511,2
271119,15,15,0
271130,55,54,2
271156,400,311,23
271205,75,74,2
271209,340,323,5
271240,125,125,0
271326,168,156,8
271327,144,134,7
271341,120,118,2
271379,198,188,6
271440,500,403,20
271582,199,196,2
271649,155,153,2
271675,60,60,0
271680,70,69,2
271819,2100,1645,22
271820,210,172,19
271980,415,406,3
272096,899,845,7
272097,299,281,7
272106,899,845,7
272107,899,845,7
272262,199,195,3
272263,199,195,3
272265,199,195,3
272267,199,195,3
272271,205,200,3
272606,240,228,5
272702,46,45,3
272753,720,717,1
2728640417,6020,3813,37
272869,99,99,0
272880,275,268,3
272883,399,394,2
272989,190,180,6
273005,25,25,0
273071,105,100,5
273072,94,94,0
273217,499,469,7
273223,195,187,5
273395,77,70,10
273489,350,350,0
273491,165,162,2
273493,165,162,2
273494,550,532,4
273496,550,532,4
273497,550,532,4
273561,62,61,2
273562,108,103,5
273590,1175,1155,2
273619,252,233,8
273620,252,233,8
273623,160,147,9
273808,99,97,3
273809,195,190,3
273811,172,172,0
273864,40,39,3
274035,10,10,0
274037,10,10,0
274068,350,338,4
274118,1650,1566,6
274120,165,163,2
274122,1700,1647,4
274123,2625,2571,3
274124,85,84,2
274125,820,808,2
274128,1900,1689,12
274129,95,88,8
274138,1800,1667,8
274139,900,846,7
274148,1005,903,11
274151,156,145,8
274153,960,942,2
274160,980,960,3
274166,185,182,2
274169,200,196,2
274171,300,272,10
274172,199,179,11
274173,165,145,13
274183,160,152,5
274184,1325,1014,24
274189,1850,1683,10
274190,185,172,8
274196,190,178,7
274344,235,227,4
274346,99,96,4
274350,282,268,5
274353,265,261,2
274408,270,266,2
274423,945,916,4
274437,140,138,2
274500,35,35,0
274521,37,36,3
274523,65,63,4
274580,150,144,4
274586,265,265,0
274604,150,144,4
274613,1800,1587,12
274769,161,145,10
274775,188,182,4
274791,325,317,3
274864,315,299,6
274867,315,299,6
274920,145,141,3
274921,100,94,7
274927,100,94,7
274928,320,320,0
274929,100,94,7
274930,100,94,7
274933,100,94,7
274934,80,76,5
274936,80,76,5
274965,910,910,0
274985,149,142,5
274988,149,142,5
275077,35,35,0
275128,1800,1746,3
275198,190,184,4
275201,250,242,4
275236,299,233,23
275242,36,30,17
275243,499,419,17
275244,247,210,15
275246,199,144,28
275247,299,217,28
275253,175,149,15
275254,580,555,5
275258,580,555,5
275260,1290,1248,4
275261,1240,1201,4
275290,210,204,3
275438,280,253,10
275439,120,111,8
275460,46,43,7
275491,80,74,8
275574,5,5,0
275627,1000,806,20
275767,167,148,12
275788,192,190,2
275790,59,59,0
275802,90,89,2
275814,155,143,8
275815,390,358,9
275816,255,235,8
275817,435,380,13
275825,380,351,8
275922,210,198,6
275927,210,198,6
275929,210,198,6
275987,221,218,2
275988,253,201,21
276122,192,182,6
276123,124,120,4
276384,45,33,27
276385,45,38,16
276388,45,33,27
276394,30,27,10
276402,195,187,5
276413,58,58,0
276626,85,83,3
276653,258,181,30
276661,755,735,3
276725,130,125,4
276727,210,201,5
276728,110,102,8
276729,210,201,5
276730,130,125,4
276755,2833,2536,11
276756,224,200,11
276757,260,199,24
276758,3120,2619,17
276759,1600,1600,0
276934,170,155,9
276958,74,73,2
276959,74,73,2
277012,79,71,11
277019,640,629,2
277072,265,250,6
277073,150,144,4
277088,2880,2548,12
277094,2880,2829,2
277101,89,87,3
277102,175,167,5
277117,110,107,3
277119,550,532,4
277136,86,81,6
277138,428,384,11
277139,120,109,10
277140,375,265,30
277141,649,510,22
277142,93,87,7
277143,295,211,29
277144,745,375,50
277148,732,478,35
277149,732,478,35
277151,732,478,35
277152,170,161,6
277153,170,161,6
277154,170,153,10
277157,220,211,5
277159,220,211,5
277180,200,194,3
277181,230,222,4
277463,438,423,4
277853,136,132,3
277860,75,50,34
277862,55,44,20
277865,44,40,10
277866,175,170,3
277876,50,49,2
277877,497,483,3
277878,60,59,2
278172,800,765,5
278285,34,34,0
278328,80,76,5
278332,80,76,5
278340,96,87,10
278857,300,292,3
278990,240,228,5
279022,79,77,3
279023,79,77,3
279024,89,87,3
279025,89,87,3
279026,79,79,0
279027,79,79,0
279031,169,168,1
279033,169,168,1
279035,69,67,3
279037,49,49,0
279038,150,141,7
279207,75,75,0
279324,130,120,8
279327,175,168,4
279349,340,320,6
279351,285,285,0
279354,120,120,0
279356,25,24,4
279367,25,24,4
279403,107,105,2
279407,15,15,0
279427,193,175,10
279433,286,260,10
279522,31,28,10
279581,8400,8316,1
279587,350,340,3
279588,78,77,2
279596,98,95,4
279783,50,49,2
279800,145,142,3
279801,35,34,3
279803,80,78,3
279804,95,93,3
279806,60,60,0
279807,60,59,2
279808,65,64,2
279809,105,103,2
279812,135,132,3
279813,70,69,2
279814,135,132,3
279815,240,234,3
279817,30,30,0
279818,110,107,3
279819,25,24,4
279820,145,142,3
279822,28,28,0
279823,125,123,2
279824,135,132,3
279827,70,69,2
279828,95,93,3
279830,80,78,3
279831,68,65,5
279833,475,463,3
279835,475,463,3
279836,95,93,3
279837,95,93,3
279838,95,93,3
279839,475,463,3
279849,50,49,2
279852,48,46,5
279853,64,63,2
279856,170,166,3
279857,50,49,2
279859,220,214,3
279860,48,46,5
279863,45,43,5
279864,70,69,2
279866,96,94,3
279867,80,78,3
27O (0) 08 001,7500,4076,46
280085,55,54,2
280154,118,110,7
280173,78,76,3
280474,100,95,5
280665,745,708,5
280677,115,111,4
280839,340,329,4
280840,209,209,0
280915,220,213,4
280949,190,183,4
280953,99,96,4
280965,370,345,7
280967,220,213,4
280970,220,215,3
280980,1320,1306,2
281026,20,20,0
281038,104,101,3
281039,134,130,3
281175,265,250,6
281176,179,168,7
281185,95,88,8
281186,299,299,0
281366,30,30,0
281373,315,306,3
281394,188,182,4
281395,98,95,4
281397,189,183,4
281435,130,126,4
281465,249,249,0
281485,89,87,3
281494,49,49,0
281497,64,63,2
281536,61,60,2
281594,210,205,3
281674,149,144,4
281757,185,164,12
281872,30,30,0
282197,37,36,3
282210,80,77,4
282212,75,72,4
282222,365,347,5
282565,49,47,5
282598,49,47,5
282600,50,49,2
282605,300,294,2
282729,385,370,4
282869,106,94,12
282871,122,108,12
282872,202,179,12
282875,128,114,11
282876,106,94,12
283101,1500,1467,3
283160,99,91,9
283165,99,91,9
283307,125,121,4
283310,118,115,3
283426,450,386,15
283470,75,72,4
283518,75,73,3
283535,130,130,0
283544,75,72,4
283554,75,72,4
283555,155,147,6
283567,120,111,8
283706,199,192,4
283708,88,86,3
283851,55,55,0
283890,50,48,4
283896,50,48,4
283905,50,49,2
283907,50,48,4
283914,50,48,4
284013,80,77,4
284028,96,95,2
284033,55,54,2
284035,165,153,8
284038,82,80,3
284056,60,59,2
284078,30,30,0
284087,29,27,7
284102,190,180,6
284104,225,214,5
284137,99,97,3
284142,99,98,2
284148,247,239,4
284193,145,132,9
284196,120,105,13
284243,320,306,5
284247,130,105,20
284405,267,258,4
284406,75,73,3
284408,70,68,3
284409,70,68,3
284411,100,95,5
284413,129,124,4
284420,310,297,5
284422,64,62,4
284429,110,107,3
284553,100,88,12
284567,160,138,14
284699,299,233,23
284782,115,112,3
284783,299,294,2
285138,400,329,18
285181,140,140,0
285243,200,188,7
285250,225,218,4
285258,75,72,4
285264,120,117,3
285409,235,234,1
285410,188,187,1
285412,52,51,2
285420,161,153,5
285422,195,189,4
285609,120,116,4
285613,120,116,4
285617,145,141,3
285621,125,121,4
285680,165,163,2
285681,120,115,5
285704,56,56,0
285818,286,260,10
286070,2100,1988,6
286082,35,34,3
286135,120,117,3
286269,550,532,4
286270,225,218,4
286271,120,117,3
286393,65,64,2
286499,180,160,12
286536,140,134,5
286560,70,68,3
286573,1025,906,12
286584,250,216,14
286586,250,216,14
286591,28,28,0
286592,30,27,10
286595,30,27,10
286596,150,122,19
286601,150,122,19
286624,245,232,6
286701,219,216,2
286710,199,199,0
286711,49,49,0
286713,67,66,2
286715,120,120,0
286730,99,99,0
286731,195,189,4
286734,99,97,3
286739,99,96,4
286741,375,369,2
286775,455,418,9
287005,12,12,0
287006,46,45,3
287166,1730,1729,1
287197,220,205,7
287198,370,360,3
287553,50,49,2
287579,70,68,3
287646,135,130,4
287732,55,55,0
287989,295,285,4
288068,30,30,0
288139,144,135,7
288506,150,146,3
288785,205,197,4
288789,95,92,4
288833,110,107,3
288838,115,110,5
288840,110,107,3
288848,85,83,3
288854,55,54,2
288861,60,59,2
288863,99,96,4
288922,40,38,5
288925,40,38,5
288926,40,38,5
288927,40,38,5
288928,40,38,5
288957,960,856,11
289080,110,108,2
289082,199,192,4
289210,65,64,2
289213,33,33,0
289237,300,300,0
289520,96,85,12
289526,96,85,12
289528,96,85,12
289639,500,475,5
289656,500,433,14
289714,78,78,0
289992,50,49,2
290004,100,97,3
290131,275,273,1
290185,290,276,5
290188,150,146,3
290190,75,73,3
290381,112,111,1
290383,125,123,2
290384,63,62,2
290394,180,174,4
290485,69,67,3
290495,199,188,6
290497,240,226,6
290501,199,188,6
290503,199,188,6
290507,69,69,0
290593,89,86,4
290707,40,39,3
290719,40,39,3
290727,40,39,3
290729,200,188,7
290730,200,188,7
290750,47,45,5
290829,97,95,3
291038,60,59,2
291044,45,44,3
291046,65,62,5
291238,65,65,0
29124,995,932,7
291244,55,54,2
291247,55,54,2
291946,85,83,3
292061,170,157,8
292062,35,35,0
292064,65,64,2
292093,170,157,8
292129,100,92,8
292168,480,440,9
292223,160,152,5
292361,175,167,5
292388,720,697,4
292390,720,697,4
292392,720,697,4
292394,30,30,0
292395,30,30,0
292396,30,30,0
292398,30,30,0
292401,106,104,2
292597,699,657,7
292607,699,657,7
292610,699,657,7
292619,700,679,3
292620,70,69,2
292626,44,43,3
292645,85,76,11
292659,100,97,3
293034,325,299,8
293035,665,611,9
293260,168,150,11
293304,80,63,22
293388,10,10,0
293396,110,107,3
293399,50,48,4
293401,450,427,6
293402,170,170,0
293407,120,111,8
293423,500,475,5
293630,30,30,0
293693,77,75,3
293694,230,219,5
293695,110,107,3
293700,58,56,4
293717,15,15,0
293718,15,15,0
293755,60,59,2
294222,390,344,12
294223,190,168,12
294238,260,253,3
294445,140,116,18
294446,120,109,10
294642,60,58,4
294729,65,64,2
294746,125,121,4
294759,75,73,3
294895,275,268,3
294896,425,408,4
294897,99,98,2
294904,140,136,3
294955,1270,1235,3
294981,225,214,5
294992,225,218,4
295224,110,108,2
295227,91,89,3
295228,105,103,2
295229,55,54,2
295230,91,89,3
295232,69,66,5
295233,69,66,5
295235,93,91,3
295236,55,54,2
295237,69,66,5
295238,55,54,2
295239,91,89,3
295240,95,93,3
295241,55,54,2
295242,115,113,2
295244,105,103,2
295245,55,54,2
295246,55,54,2
295248,55,54,2
295501,235,229,3
295516,165,162,2
295518,168,160,5
295630,130,120,8
295652,215,207,4
295659,215,207,4
295669,199,192,4
295679,210,201,5
295687,210,201,5
295743,37,37,0
295802,176,170,4
295812,83,81,3
295813,42,41,3
295873,199,196,2
295874,265,261,2
295875,135,128,6
295879,375,338,10
295926,50,49,2
296072,190,184,4
296298,35,34,3
296336,52,51,2
296341,29,29,0
296361,485,476,2
297063,249,237,5
297071,99,96,4
297077,170,164,4
297155,180,170,6
297423,70,70,0
297424,35,35,0
297431,30,30,0
297432,60,52,14
297433,30,27,10
297434,60,60,0
297435,60,47,22
297436,30,30,0
297461,145,141,3
297465,330,319,4
297467,260,252,4
297481,260,254,3
297498,260,254,3
297511,260,252,4
297579,175,175,0
297699,30,30,0
297720,150,83,45
297948,199,196,2
297997,199,193,4
298058,16,16,0
298071,65,64,2
298198,230,189,18
298200,770,770,0
298221,180,180,0
298245,125,110,12
298247,112,99,12
298248,115,102,12
298249,102,91,11
298258,399,385,4
298290,187,184,2
298311,120,116,4
298436,50,44,12
298438,35,31,12
298489,340,310,9
298685,55,54,2
298778,270,259,5
298938,28,25,11
298943,145,140,4
298951,240,230,5
298976,245,236,4
299009,450,403,11
299025,160,156,3
299031,650,632,3
299035,80,80,0
299129,5,5,0
299167,99,88,12
299290,25,25,0
299410,295,285,4
299449,105,103,2
299451,65,64,2
299464,66,65,2
299468,40,39,3
299469,40,39,3
299669,98,95,4
299670,95,92,4
299671,82,78,5
299714,199,195,3
299715,140,134,5
299719,215,205,5
299904,80,76,5
300010,645,592,9
300031,120,110,9
300219,175,168,4
300223,624,587,6
300230,435,410,6
300279,50,49,2
300288,495,466,6
300345,50,48,4
300440,79,76,4
300441,390,344,12
301147,1550,1514,3
301278,125,110,12
301306,80,56,30
301309,60,32,47
301312,38,38,0
301320,240,205,15
301324,45,44,3
301325,45,45,0
301326,60,32,47
301331,75,75,0
301534,1600,1572,2
301536,1690,1686,1
301673,120,116,4
301678,65,63,4
301968,135,132,3
301970,75,74,2
301974,260,253,3
301976,55,54,2
301982,120,117,3
301983,60,59,2
301985,60,59,2
301987,310,302,3
301988,75,74,2
301990,75,74,2
302075,200,194,3
302077,230,224,3
302078,260,250,4
302080,200,195,3
302099,60,59,2
302121,30,30,0
302124,109,107,2
302127,109,107,2
302129,109,106,3
302131,109,107,2
302138,109,107,2
302140,225,220,3
302147,109,107,2
302150,109,107,2
302151,89,85,5
302563,58,53,9
302571,1000,828,18
302572,1150,966,16
302574,4000,3848,4
302581,225,218,4
302588,99,99,0
302590,49,47,5
302601,64,63,2
302774,5500,3842,31
303122,180,171,5
303124,250,238,5
303127,180,171,5
303129,250,238,5
303137,250,238,5
303219,250,238,5
303409,90,86,5
303412,36,35,3
303531,220,208,6
303767,45,44,3
303974,200,194,3
304212,440,425,4
304377,135,130,4
304493,114,113,1
304510,35,35,0
304511,35,35,0
304557,1400,1367,3
304822,450,427,6
304853,825,782,6
304902,10,10,0
304919,775,735,6
30495,1610,1341,17
30496,2030,1739,15
305018,399,399,0
305027,249,243,3
305030,299,299,0
305200,57,55,4
305213,70,69,2
305222,36,35,3
305224,57,55,4
305227,49,42,15
305325,450,424,6
305370,110,107,3
3054,2499,1961,22
305401,89,84,6
305404,60,58,4
305538,152,148,3
305539,120,117,3
305560,250,238,5
305562,120,117,3
305595,240,232,4
305596,240,232,4
305787,595,555,7
305790,350,327,7
305792,560,522,7
305831,35,33,6
305893,190,180,6
305895,175,167,5
305897,75,72,4
305908,49,48,3
305909,85,83,3
305910,72,70,3
305913,49,49,0
305920,150,145,4
305921,150,145,4
305922,33,33,0
305924,85,83,3
305925,85,83,3
305926,160,155,4
305927,120,117,3
305928,59,58,2
305931,85,83,3
305933,80,78,3
305938,65,64,2
305940,72,72,0
306001,99,98,2
30601,930,824,12
30602,1170,1131,4
30603,1420,1276,11
306039,279,257,8
30604,1640,1640,0
306042,279,257,8
30609,2960,2800,6
306096,10,10,0
30610,2290,2060,11
306111,288,288,0
306125,65,64,2
306126,49,48,3
306128,52,51,2
306135,50,49,2
306136,46,45,3
306142,52,51,2
306148,34,34,0
306151,30,30,0
306161,53,52,2
306164,47,46,3
306166,20,20,0
306171,28,28,0
306172,30,30,0
306173,27,27,0
306175,46,45,3
306184,60,59,2
306185,70,68,3
306189,72,71,2
306191,65,64,2
306210,43,42,3
306231,60,58,4
306234,150,144,4
306236,250,239,5
306237,50,49,2
306240,50,49,2
306242,50,49,2
306260,15,15,0
306316,130,126,4
306437,39,38,3
306533,95,93,3
306540,250,243,3
306542,270,263,3
306548,210,205,3
306703,108,105,3
306926,64,63,2
307009,40,33,18
307010,40,30,25
307011,40,33,18
307012,40,40,0
307018,630,600,5
307077,25,24,4
30709,910,774,15
307094,135,130,4
30710,1090,925,16
307102,75,75,0
30711,1150,1066,8
307118,29,29,0
30712,910,774,15
307121,199,199,0
307127,149,144,4
30713,1120,1010,10
307130,49,49,0
30714,670,627,7
30715,980,887,10
307150,82,80,3
307158,90,88,3
30716,1200,1090,10
307170,72,70,3
307195,170,165,3
30720,1490,1490,0
30725,1140,1135,1
30726,970,880,10
307268,300,287,5
30727,1070,1014,6
30728,1890,1550,18
307281,260,236,10
30729,1490,1402,6
307292,149,145,3
307293,65,64,2
307296,320,315,2
30730,1140,1117,3
30731,970,875,10
307317,17,15,12
30732,1710,1613,6
30733,1300,1193,9
30734,2170,2050,6
30735,3100,2552,18
307359,210,203,4
307365,500,474,6
307366,65,64,2
307367,135,130,4
307369,130,126,4
307371,90,88,3
307372,90,88,3
30739,1020,976,5
307395,235,222,6
307397,320,302,6
307407,104,101,3
307413,65,63,4
307414,257,247,4
307460,80,77,4
307463,155,150,4
307468,80,77,4
307469,155,150,4
30747,3200,2628,18
307560,285,275,4
307561,285,275,4
307573,125,119,5
307606,256,228,11
307724,359,350,3
307727,599,516,14
307902,329,318,4
307905,550,532,4
307906,1000,965,4
307907,1599,1543,4
307908,24,22,9
307912,329,318,4
307939,280,278,1
307943,299,289,4
307945,220,220,0
307949,200,194,3
307950,199,193,4
307953,199,195,3
307957,199,192,4
307960,199,195,3
307984,400,381,5
307985,140,136,3
308010,70,67,5
308026,257,242,6
308029,350,330,6
308049,15,15,0
308106,99,94,6
308108,49,47,5
308122,205,200,3
308131,70,68,3
308159,65,64,2
308161,65,64,2
308163,120,117,3
308164,190,180,6
308165,170,162,5
308166,75,75,0
308167,75,73,3
308169,75,73,3
308178,75,75,0
308179,245,232,6
308181,230,219,5
308183,230,219,5
308184,48,48,0
308190,30,30,0
308191,30,30,0
308291,45,33,27
308368,30,27,10
30837,2070,1858,11
308370,30,27,10
30843,4395,3665,17
30844,6995,5682,19
30845,4795,3672,24
308467,15,15,0
308568,25,25,0
308575,25,25,0
308585,25,25,0
308590,30,30,0
308595,25,25,0
308597,40,39,3
308599,25,25,0
308609,170,157,8
308709,210,205,3
308710,190,188,2
308715,210,205,3
308720,160,156,3
30880,1300,1168,11
308847,250,242,4
30894,795,722,10
309153,100,96,4
30956,1270,1083,15
30967,1270,1083,15
30968,1570,1311,17
309773,390,364,7
309822,180,171,5
309927,185,177,5
310182,11,11,0
310185,290,279,4
310356,49,48,3
310362,47,47,0
310363,70,70,0
310365,72,70,3
310366,64,63,2
310367,49,48,3
310368,47,46,3
310683,151,147,3
310720,99,98,2
310721,110,109,1
310859,70,49,30
310897,186,186,0
310941,186,186,0
311012,45,45,0
311080,33,33,0
311102,58,57,2
311103,55,54,2
311105,50,50,0
311119,35,35,0
311607,65,64,2
311608,120,117,3
311659,768,751,3
311698,450,437,3
311700,450,437,3
311703,450,437,3
311704,450,438,3
311705,450,437,3
311710,450,438,3
311713,355,320,10
311717,385,347,10
311782,195,189,4
312159,165,159,4
312169,30,30,0
312184,90,88,3
312468,10,10,0
312568,40,39,3
312650,185,180,3
312679,55,54,2
312687,137,133,3
312747,39,39,0
313466,475,448,6
313577,80,74,8
313578,960,817,15
313621,55,54,2
313624,55,54,2
313782,30,30,0
313792,54,52,4
313793,57,56,2
313795,120,116,4
313967,30,30,0
314001,94,92,3
314025,30,30,0
314027,30,30,0
314030,35,35,0
314040,30,30,0
314045,21,21,0
314134,99,96,4
314285,155,143,8
314324,699,642,9
314352,10,10,0
314355,199,193,4
314517,15,15,0
314538,304,269,12
314904,120,117,3
314914,165,160,4
314915,160,155,4
314930,125,121,4
314931,399,383,5
315088,78,76,3
315089,85,83,3
315091,65,64,2
315203,118,114,4
315208,118,114,4
315209,62,61,2
315211,62,60,4
315216,240,226,6
315217,268,258,4
315247,365,344,6
315249,99,96,4
315250,169,162,5
315299,360,340,6
315398,410,386,6
315431,70,68,3
315438,38,38,0
315451,180,174,4
315452,150,143,5
315756,58,53,9
316089,149,142,5
316249,160,156,3
316255,50,48,4
316284,160,141,12
316323,450,437,3
316326,75,73,3
316329,135,132,3
316331,7,7,0
316401,172,167,3
316403,172,167,3
316422,560,531,6
316944,380,374,2
317131,70,65,8
317201,400,378,6
317804,240,234,3
317850,99,90,10
317851,100,94,7
317932,38,37,3
317934,190,187,2
317941,425,408,4
318025,80,65,19
318027,5300,5182,3
318028,510,495,3
318036,155,153,2
318057,70,69,2
318062,190,188,2
318699,60,60,0
318701,30,30,0
318822,50,43,14
318987,699,687,2
318989,1950,1915,2
318994,675,664,2
318998,699,687,2
318999,1960,1925,2
319054,100,95,5
319067,100,95,5
319182,185,182,2
319184,950,933,2
319237,95,78,18
319262,140,132,6
319263,140,132,6
319335,90,84,7
319336,90,84,7
319340,90,84,7
319362,540,522,4
319441,250,243,3
319492,100,98,2
319569,398,274,32
319604,87,87,0
319608,1650,1523,8
319637,4340,3531,19
319692,399,393,2
319695,290,280,4
319697,360,342,5
319721,85,83,3
319722,85,83,3
319729,25,24,4
319731,25,24,4
319884,150,145,4
319957,492,339,32
319969,380,328,14
319985,199,189,6
31R (0) 09 003,5300,4548,15
320254,149,138,8
320255,320,309,4
320256,149,138,8
320261,85,83,3
320262,270,256,6
320263,134,127,6
320287,85,83,3
320288,85,83,3
320293,85,83,3
320294,145,141,3
320295,370,360,3
320296,40,39,3
320297,15,15,0
320300,58,56,4
320311,79,67,16
320312,79,67,16
320313,20,18,10
320314,93,91,3
320315,93,91,3
320350,199,193,4
320353,199,193,4
320389,150,144,4
320395,60,59,2
320424,99,98,2
320433,88,87,2
320440,124,121,3
320442,122,119,3
320444,126,124,2
320446,156,153,2
320448,96,94,3
320449,112,110,2
320450,146,143,3
320451,148,145,3
320452,96,94,3
320453,64,63,2
320456,210,205,3
320458,220,214,3
320459,56,54,4
320461,60,59,2
320462,215,210,3
320463,205,200,3
320464,48,46,5
320465,76,75,2
320467,66,65,2
320468,62,61,2
320471,65,64,2
320472,120,117,3
320474,45,43,5
320559,80,80,0
320614,140,131,7
320620,75,71,6
320624,120,113,6
320628,170,159,7
320630,200,184,8
320637,90,85,6
320638,48,48,0
320643,72,69,5
320651,135,127,6
320652,50,48,4
320657,72,69,5
320669,180,169,7
320670,95,89,7
320672,165,155,7
320675,290,271,7
320870,30,30,0
320904,325,309,5
320915,150,145,4
320943,30,30,0
320987,170,159,7
321323,170,161,6
321324,172,169,2
321325,170,161,6
321357,28,28,0
321458,160,154,4
321503,257,242,6
321504,257,242,6
321594,80,65,19
321685,30,30,0
321686,62,60,4
321687,104,101,3
321735,28,28,0
321758,30,30,0
321759,30,30,0
321760,30,30,0
321761,30,30,0
321808,279,261,7
321894,30,30,0
321896,50,49,2
321897,25,25,0
321904,50,49,2
321917,50,49,2
321928,60,60,0
321929,120,118,2
321929CB,240,207,14
321951,48,46,5
321963,545,520,5
321964,545,520,5
321965,52,51,2
322016,640,607,6
322034,30,30,0
322761,35,29,18
322772,35,29,18
322773,35,29,18
322774,35,29,18
322775,55,45,19
322776,55,45,19
322777,55,45,19
322778,55,45,19
322779,140,116,18
322794,30,30,0
322795,30,30,0
322797,30,30,0
322817,945,916,4
322856,210,203,4
322858,280,280,0
322863,650,639,2
322895,35,35,0
322932,35,35,0
322933,35,35,0
323065,99,96,4
323096,250,181,28
323573,110,110,0
323628,420,407,4
323793,25,25,0
323794,134,127,6
323812,75,73,3
323957,200,197,2
324019,60,58,4
324021,60,58,4
324047,225,159,30
324099,35,33,6
324289,265,250,6
324292,240,234,3
324300,280,264,6
324302CB,199,187,7
324304,60,59,2
324304CB,60,57,5
324307,90,87,4
324373,85,80,6
324375,110,104,6
324380,200,192,4
324403,60,58,4
324612,290,282,3
324616,300,292,3
324617,335,327,3
324621,325,317,3
324623,610,561,9
324624,610,561,9
324625,580,564,3
324644,285,278,3
324645,205,200,3
324876,40,33,18
324879,80,66,18
325184,70,70,0
325185,50,49,2
325186,70,70,0
325189,70,70,0
325192,70,68,3
325207,75,72,4
325212,80,80,0
325222,296,288,3
325224,229,223,3
325225,119,117,2
325272,295,278,6
325298,329,312,6
325393,145,145,0
325394,1399,1283,9
325395,82,81,2
325396,1399,1283,9
325403,192,173,10
325406,899,845,7
325414,195,184,6
325415,195,184,6
325416,195,184,6
325417,195,184,6
325418,195,184,6
325419,195,184,6
325469,140,136,3
325471,548,532,3
325485,495,481,3
325552,225,218,4
325554,175,168,4
325558,199,186,7
