nothing,id,store_id,cover,name,images,original_price,sell_price,discount,original_price,sell_price,discount,kind,cate_id,sub_cate_id,in_home,is_single,have_gram,gram,have_kg,kg,have_pcs,pcs,have_liter,liter,have_ml,ml,descriptions,key_features,disclaimer,exp_date,type_of,in_stoke,rating,total_rating,status,in_offer,variations_types,size,tax_class,tags,hsn_code
0,SB0041,49,SB0041.jpg,Mango Alphonso,"[""SB0041.jpg"","""","""","""","""",]",176,160,10,176,160,10,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,Banaganapalli Mangoes is a mango variety produced in Banaganapalle of Kurnool district in the Indian state of Andhra Pradesh. It alone occupies 70% percent of total mango cultivable area of the state and was first introduced by the Farmers of Banaganapalli.,,,20-12-2050,0,0,5,4,1,0,1000|500,1,0,6534|111|110|109|108|107|12456|12457,0
