id,original_price,sell_price,discount,variations_types,stocks,size
SB0090,110,110,0,500|1000|2000|3000|4000,0,1
249415,110,110,0,500|1000|2000|3000|4000,0,1
249959,248,225,10,500|1000|2000|3000|4000,0,1
250196,110,110,0,500|1000|2000|3000|4000,0,1
368187,110,110,0,500|1000|2000|3000|4000,0,1
368284,110,110,0,500|1000|2000|3000|4000,0,1
368277,110,110,0,500|1000|2000|3000|4000,0,1
405152,83,83,0,1000|500|2000,0,1
405143,55,55,0,[],0,0
250667,200,200,0,1000|500|250,0,1
250658,132,120,10,1000|500|2000,0,1
405202,143,130,10,1000|500|2000,0,1
250645,138,125,10,1000|500|2000,100,1
250647,99,90,10,[],100,0
277862,55,44,20,[],0,0
357258,60,55,9,[],100,0
250662,143,130,10,1000|500|2000,0,1
250538,125,125,0,1000|500|250,0,1
307012,44,40,10,[],100,0
307011,40,33,18,[],100,0
307009,40,33,18,[],100,0
307010,40,30,25,[],100,0
277865,30,30,0,1000|500|2000,0,1
250631,193,175,10,1000|500|2000,0,1
250664,77,70,10,[],100,0
250665,77,70,10,[],100,0
368136,55,49,11,[],100,0
251150,22,20,10,[],100,0
250638,138,125,10,1000|500|2000,100,1
250656,198,198,0,[],0,0
250657,88,80,10,[],0,0
250634,303,275,10,1000|500|2000,100,1
250635,303,275,10,1000|500|2000,100,1
250660,275,250,10,1000|500|2000,100,1
277860,75,50,34,[],100,0
250659,138,138,0,1000|500|2000,0,1
342749,80,80,0,[],0,0
250625,286,260,10,1000|500|250,0,1
368181,60,50,17,[],0,0
250626,85,85,0,[],0,0
405186,25,25,0,[],0,0
405141,109,109,0,[],0,0
405155,20,20,0,[],0,0
405146,66,66,0,[],0,0
405156,21,21,0,[],0,0
405140,68,68,0,[],0,0
405149,38,38,0,[],0,0
405147,53,53,0,[],0,0
405138,46,46,0,[],0,0
405158,22,22,0,[],0,0
405194,68,68,0,[],0,0
405154,73,73,0,[],0,0
405161,29,29,0,[],0,0
405162,28,28,0,[],0,0
405193,85,85,0,[],0,0
405163,29,29,0,[],0,0
405215,21,21,0,[],0,0
405190,109,109,0,[],0,0
405216,21,21,0,[],0,0
405217,40,40,0,[],0,0
250505,93,84,10,[],100,0
250528,55,50,10,[],100,0
250591,31,27.5,12,[],100,0
250511,55,45,19,[],100,0
250679,20,18,10,[],100,0
250680,17,15,12,[],0,0
SB0070,28,25,11,[],100,0
250683,20,18,10,[],100,0
250685,18,16,12,[],100,0
250687,28,20,29,[],100,0
250689,33,25,25,[],0,0
250569,18,16,12,[],100,0
250607,39,35,11,1000|500|2000,0,1
250931,22,20,10,[],100,0
250608,33,30,10,1000|500|2000,100,1
250457,33,30,10,1000|500|250,100,1
250443,22,20,10,[],100,0
273395,50,45,10,1000|500|2000,100,1
250641,37,33,11,1000|500|250,100,1
250462,88,80,10,1000|500|2000,100,1
250561,39,35,11,1000|500,100,1
250445,44,40,10,1000|500|250,0,1
261478,66,60,10,1000|500|250,100,1
250554,39,35,11,1000|500|2000,100,1
250474,50,45,10,1000|500|250,100,1
250460,37,33,11,1000|500,0,1
250543,132,120,10,1000|500|250,100,1
250574,39,35,11,1000|500|2000,100,1
250465,88,80,10,1000|500|250,0,1
250492,39,35,11,1000|500|250,100,1
250417,20,18,10,1000|500|2000,100,1
250521,31,28,10,[],100,0
347642,165,140,16,1000|500|2000,100,1
250490,72,65,10,1000|500|250,100,1
250437,33,30,10,500|1000|2000,100,1
250440,15,13,14,1000|500|2000,100,1
250539,28,25,11,1000|500|250,100,1
250549,17,15,12,[],100,0
250545,22,20,10,[],0,0
250553,61,55,10,1000|500|2000,100,1
250600,22,20,10,[],0,0
250570,18,16,12,1000|500|2000,0,1
250930,28,25,11,1000|500|2000,100,1
250609,55,50,10,1000|500|2000,100,1
250611,61,55,10,[],100,0
250604,81,73,10,[],0,0
250544,55,50,10,[],100,0
250586,39,35,11,[],100,0
250512,60,50,17,[],100,0
250509,125,99,21,[],100,0
250615,22,20,10,[],0,0
SB0068,110,100,10,[],100,0
250531,66,60,10,1000|500|250,100,1
250547,19,19,0,[],0,0
250485,128,128,0,500|1000|2000,0,1
250536,99,99,0,1000|500|250,0,1
279522,47,47,0,1000|500|2000,0,1
250507,130,110,16,[],100,0
368197,80,80,0,[],0,0
261662,61,61,0,[],0,0
SB0077,39,35,11,500|1000|2000,0,1
106367,568,515.9,10,1000|2000|3000,100,1
106224,1391,959,32,1000|2000|3000,0,1
106227,1087,749,32,1000|2000|3000,0,1
106244,1159,799,32,1000|2000|3000,0,1
134262,1014,699,32,1000|2000|3000,0,1
277174,1377,949,32,500|1000|2000|3000|4000,0,1
SB0094,2319,1599,32,500|1000|2000|3000,0,1
106271,507,379,26,1000|2000|3000,100,1
106312,565,389,32,500|1000|2000|3000|4000,100,1
SB0078,637,439,32,500|1000|2000,0,1
106268,439,399,10,500|1000|2000|3000|4000,100,1
106220,283,195,32,1000|2000|3000,0,1
246792,254,175,32,1000|2000|3000,0,1
107449,240,165,32,1000|2000|3000,0,1
107443,282,194,32,1000|2000|3000,0,1
106254,942,649,32,500|1000|2000|3000|4000,0,1
106316,434,299,32,500|1000|2000|3000|4000,0,1
106261,579,399,32,500|1000|2000|3000|4000,0,1
106369,1884,1299,32,500|1000|2000|3000|4000,0,1
106384,507,339,34,500|1000|2000|3000|4000,0,1
106306,811,559,32,500|1000|2000|3000|4000,0,1
SB0091,1101,759,32,500|1000|2000|3000|4000,0,1
106374,269,185,32,[],0,1
107558,260,179,32,1000|2000|3000,0,1
106235,507,349,32,500|1000|2000|3000|4000,0,1
106288,869,599,32,500|1000|2000|3000|4000,0,1
107563,289,199,32,500|1000|2000|3000|4000,0,1
106216,376,259,32,500|1000|2000|3000|4000,100,1
SB0079,566,390,32,500|1000|2000|3000|4000,0,1
SB0092,376,259,32,500|1000|2000|3000,0,1
SB0095,248,248,0,[],0,0
SB0096,248,248,0,500|1000|2000|3000,0,1
146620,1014,699,32,1000|2000|3000,0,1
326807,1159,799,32,1000|2000|3000,0,1
SB0067,1052,1052,0,1000|2000|3000,0,1
SB0066,1555,1555,0,1000|2000|3000,0,1
146675,605,605,0,[],0,0
326815,1555,1555,0,1000|2000|3000,0,1
SB0064,1555,1555,0,1000|2000|3000,0,1
326812,205,205,0,[],0,0
101678,399,399,0,500|1000|2000|3000|4000,0,1
319569,351,351,0,[],0,0
334392,525,361.9,32,1000|2000|3000,100,1
102582,758,758,0,1000|2000|3000,0,1
319957,507,349,32,1000|2000|3000,0,1
102587,507,349,32,1000|2000|3000,0,1
128069,416,286.8,32,[],100,0
102590,347,239,32,1000|2000|3000,0,1
102615,304,209,32,1000|2000|3000,0,1
SB0065,567,567,0,1000|2000|3000,0,1
270201,516,516,0,1000|2000|3000,0,1
208647,173,119,32,500|1000|2000|3000,0,1
102596,138,95,32,500|1000|2000|3000,0,1
128329,304,262.8,14,[],100,0
SB0093,637,439,32,500|1000|2000|3000,0,1
342122,1116,769,32,500|1000|2000|3000,0,1
127123,696,480,32,500|1000|2000|3000,0,1
288052,550,379,32,500|1000|2000|3000,0,1
328035,248,248,0,500|1000|2000|3000,0,1
394857,666,459,32,[],0,0
SB0001,61,56,9,500|1000|2000|3000|4000|5000,0,1
SB0002,38,35,8,500|1000|2000|3000|4000|5000,100,1
SB0004,173,158,9,500|1000|2000|3000|4000|5000,100,1
SB0005,74,68,9,500|1000|2000|3000|4000|5000,100,1
SB0006,160,146,9,500|1000|2000|3000|4000|5000,0,1
SB0007,62,57,9,500|1000|2000|3000|4000|5000,100,1
SB0008,43,40,7,500|1000|2000|3000|4000|5000,0,1
SB0009,270,246,9,100|200|300|400|500|600|700|800|900|1000,100,1
SB0010,396,361,9,500|1000|2000|3000|4000|5000,0,1
SB0011,41,38,8,500|1000|2000|3000|4000|5000,100,1
SB0012,134,122,9,500|1000|2000|3000|4000|5000,100,1
SB0013,85,78,9,500|1000|2000|3000|4000|5000,100,1
SB0014,109,100,9,500|1000|2000|3000|4000|5000,0,1
SB0015,58,53,9,500|1000|2000|3000|4000|5000,100,1
SB0016,189,172,9,500|1000|2000|3000|4000|5000,0,1
SB0017,125,114,9,500|1000|2000|3000|4000|5000,100,1
SB0018,96,88,9,500|1000|2000|3000|4000|5000,100,1
SB0019,124,113,9,500|1000|2000|3000|4000|5000,100,1
SB0020,83,76,9,500|1000|2000|3000|4000|5000,100,1
SB0021,124,113,9,500|1000|2000|3000|4000|5000,0,1
SB0022,84,77,9,500|1000|2000|3000|4000|5000,100,1
SB0023,160,146,9,500|1000|2000|3000|4000|5000,100,1
SB0024,137,125,9,500|1000|2000|3000|4000|5000,0,1
SB0026,149,136,9,500|1000|2000|3000|4000|5000,0,1
SB0027,202,184,9,500|1000|2000|3000|4000|5000,0,1
SB0028,130,119,9,500|1000|2000|3000|4000|5000,100,1
SB0029,120,110,9,500|1000|2000|3000|4000|5000,100,1
SB0030,109,100,9,500|1000|2000|3000|4000|5000,100,1
SB0031,35,32,9,500|1000|2000|3000|4000|5000,100,1
SB0032,127,116,9,500|1000|2000|3000|4000|5000,100,1
SB0033,50,46,8,500|1000|2000|3000|4000|5000,100,1
SB0034,139,127,9,500|1000|2000|3000|4000|5000,100,1
SB0035,44,41,7,500|1000|2000|3000|4000|5000,100,1
SB0003,39,36,8,500|1000|2000|3000|4000|5000,100,1
SB0025,43,40,7,500|1000|2000|3000|4000|5000,100,1
SB0036,117,107,9,500|1000|2000|3000|4000|5000,100,1
SB0071,48,44,9,1000|2000|3000|4000|5000,100,1
SB0072,85,78,9,1000|2000|3000|4000|5000,0,1
SB0073,273,249,9,500|1000|2000|3000|4000,0,1
SB0074,44,41,7,500|1000|2000|3000|4000,0,1
SB0075,103,94,9,500|1000|2000|3000|4000,100,1
358846,160,146,9,500|1000|2000|3000|4000,0,1
289973,1044,951,9,250|500|1000|2000|3000,100,1
410561,989,900,9,250|500|1000|2000|3000,100,1
410563,127,116,9,250|500|1000|2000|3000,100,1
410564,2419,2202,9,250|500|1000|2000|3000,0,1
410571,435,396,9,250|500|1000|2000|3000,100,1
410572,137,125,9,250|500|1000|2000|3000,0,1
410574,274,250,9,250|500|1000|2000|3000,100,1
410576,204,186,9,250|500|1000|2000|3000,0,1
410577,142,130,9,250|500|1000|2000|3000,100,1
410583,879,800,9,250|500|1000|2000|3000,100,1
410585,248,226,9,250|500|1000|2000|3000,0,1
410567,957,871,9,250|500|1000|2000|3000,100,1
422452,1518,1382,9,250|500|1000|2000|3000,100,1
410400,206,188,9,250|500|1000|2000|3000,0,1
336901,813,740,9,250|500|1000|2000,0,1
410569,203,185,9,250|500|1000|2000,100,1
316384,1924,1751,9,250|500|1000|2000,100,1
335697,1319,1201,9,250|500|1000|2000,0,1
285296,347,316,9,250|500|1000|2000,0,1
308034,344,314,9,250|500|1000|2000,0,1
335695,1304,1187,9,250|500|1000|2000,100,1
285273,1099,1001,9,250|500|1000|2000,100,1
285280,934,850,9,250|500|1000|2000,100,1
285283,659,600,9,250|500|1000|2000,0,1
285314,401,365,9,250|500|1000|2000,0,1
285284,857,780,9,250|500|1000|2000,100,1
346287,303,276,9,250|500|1000|2000,100,1
346286,303,276,9,250|500|1000|2000,100,1
346284,159,145,9,250|500|1000|2000,0,1
346288,235,214,9,250|500|1000|2000,100,1
346285,145,132,9,250|500|1000|2000,0,1
409905,120,110,9,[],0,0
409904,70,64,9,[],0,0
294904,119,109,9,[],0,0
271205,75,69,8,[],100,0
423838,120,110,9,[],0,0
423837,120,110,9,[],100,0
423839,80,73,9,[],100,0
423840,80,73,9,[],100,0
409906,70,64,9,[],0,0
409907,70,64,9,[],0,0
409909,40,37,8,[],0,0
409908,39,36,8,[],0,0
279587,362,344,5,[],100,0
379550,85,81,5,[],100,0
279588,78,75,4,[],100,0
366604,190,181,5,[],0,0
421398,75,74,2,[],0,0
421399,99,98,2,[],0,0
421400,85,84,2,[],0,0
345689,79,68,14,[],100,0
422857,399,280,30,[],0,0
422650,100,70,30,[],0,0
214022,400,364,9,[],0,0
423016,100,91,9,[],0,0
410617,70,64,9,[],0,0
428637,450,315,30,[],100,0
264679,105,96,9,[],100,0
137575,440,379,14,[],100,0
269370,250,228,9,[],100,0
374382,105,96,9,[],0,0
413533,95,82,14,[],0,0
270621,320,304,5,[],100,0
270620,80,73,9,[],100,0
316326,75,69,8,[],100,0
249944,308,280,10,1000|500|2000,100,1
249961,242,220,10,1000|500|2000,100,1
249963,231,210,10,1000|500|2000,100,1
252663,31,28,11,[],100,0
250468,121,110,10,1000|500|250,100,1
250122,66,60,10,1000|500|2000,100,1
102592,493,340,32,1000|2000|3000,100,1
250438,31,28,10,1000|500|2000,100,1
146624,1088,750,32,1000|2000|3000,100,1
