id,discount
371585,5
374069,5
374070,5
378954,9
379329,5
380232,5
380233,2
380757,9
380807,2
382004,0
382005,5
382023,5
382024,0
384322,5
384324,5
384923,0
385392,8
386514,5
387248,9
390307,9
390317,19
390318,19
390320,19
390706,43
391481,0
397541,7
398285,0
398287,0
398288,0
398289,0
398292,0
398293,0
398579,0
399049,5
399071,2
399624,5
400251,5
400794,4
401728,0
403285,4
403750,2
405272,5
405889,9
406709,5
406710,2
406711,5
406887,9
407120,4
407150,0
407176,4
407177,0
409180,5
409183,5
409184,5
409185,5
409824,9
409831,0
409832,2
410811,5
410833,4
410843,5
410846,4
410883,5
411553,5
412192,9
412195,8
412196,9
414352,0
414354,0
414357,0
414359,0
414360,0
415104,0
415107,9
415291,8
415292,8
416523,8
420978,5
421112,3
421113,3
421114,3
421120,9
422824,8
422837,8
423878,5
102083,5
102533,9
137623,5
153122,9
163810,9
163920,9
163921,9
175374,9
188077,9
188079,9
188080,9
188081,9
188082,9
206407,5
206416,9
216877,0
236520,9
236544,5
249362,5
249369,5
264589,5
267256,8
269606,0
270484,3
270616,8
270726,5
270729,5
270743,5
270891,5
270896,9
272753,9
273005,4
274921,9
274927,9
274928,9
274929,9
274930,9
274933,9
274934,9
274936,9
276384,43
276385,27
276388,43
277876,8
280474,5
286584,19
286586,19
292223,5
297579,5
297699,4
300279,4
300345,4
308291,43
308368,17
308370,17
308467,0
308575,4
308585,0
308597,8
308709,9
308710,9
308715,9
308720,9
312568,8
313967,0
314030,0
314040,0
320943,7
321685,7
321897,0
321928,2
322034,4
322794,4
322795,4
331383,4
331541,5
332350,9
332373,9
332399,5
332706,9
332738,9
333122,9
333184,8
333401,9
333586,5
334665,9
334778,9
335479,9
335555,8
335566,9
336509,9
338853,5
339195,19
340268,9
341174,2
341184,2
341200,0
341205,0
342912,7
343613,9
347742,14
353479,9
353917,13
353923,8
353928,8
353931,8
353933,8
353936,8
353937,8
355240,19
357748,0
357752,8
357753,8
357754,7
360473,0
362527,9
362528,9
362951,8
362953,8
362987,9
363006,5
363731,9
363732,9
364383,4
364390,5
365075,9
365076,9
365820,0
365969,9
365973,9
369091,2
369093,2
370188,7
