id,name
279427,Dragon Fruit Imported 2 Piece (Approx. : 600G-700G)
250222,Papaya 1 Piece (Approx.: 1.5KG - 1.6KG)
250095,Pineapple 1 Piece (Appox:1KG - 1.2KG) 
298938,Kiwi 1 Piece
250664,Zucchini - Green 2 Piece ( Approx. : 550G - 600G)
250665,Zucchini - Yellow 2 Piece ( Approx. 550G - 600G)
368136,Mushroom Button 200G
277860,Garlic Peeled 200G
252663,Coconut 1 Piece
250679,Coriander Leaves 1 Bunch (Approx.: 250g-300 g)
250680,Curry Leaves 1 Bunch (Appox:200g-250 g)
SB0070,Dill Leaves 1 Bunch (Approx.: 350G - 400G )
250683,Methi leaves 1 Bunch (Approx.: 500G - 550G)
250685,Mint leaves 1 Bunch (Approx:200G - 250G)
250687,Palak Leaves 1 Bunch (Approx.: 300G - 350G )
250689,Spring Onion 1 Bunch (Approx.: 400G - 450G )
250569,Bottle Gourd 1 Piece (Approx. 600G - 700G) 
250931,Cauliflower 1 Piece
250443,Cucumber - Malabar 1 Piece (500G - 600G)
250549,Banana - Stem 1 Piece
250545,Banana Flower 1 Piece
