id,original_price,sell_price,discount,variations_types,stocks,size
SB0074,64,59,8,500|1000|2000|3000|4000,0,1
SB0075,163,149,9,500|1000|2000|3000|4000,0,1
358846,154,141,9,500|1000|2000|3000|4000,0,1
289973,1044,951,9,250|500|1000|2000|3000,100,1
410561,989,900,9,250|500|1000|2000|3000,100,1
410563,127,116,9,250|500|1000|2000|3000,100,1
410564,2490,2266,9,250|500|1000|2000|3000,0,1
410571,436,397,9,250|500|1000|2000|3000,0,1
410572,141,129,9,250|500|1000|2000|3000,0,1
410574,251,229,9,250|500|1000|2000|3000,0,1
410576,204,186,9,250|500|1000|2000|3000,100,1
410577,142,130,9,250|500|1000|2000|3000,100,1
410583,879,800,9,250|500|1000|2000|3000,100,1
410585,248,226,9,250|500|1000|2000|3000,100,1
410567,957,871,9,250|500|1000|2000|3000,100,1
422452,121,111,9,250|500|1000|2000|3000,0,1
410400,202,184,9,250|500|1000|2000|3000,100,1
422452,1479,1346,9,250|500|1000|2000,0,1
336901,818,745,9,250|500|1000|2000,0,1
410569,208,190,9,250|500|1000|2000,0,1
316384,1924,1751,9,250|500|1000|2000,100,1
335697,1319,1201,9,250|500|1000|2000,100,1
285296,329,300,9,250|500|1000|2000,100,1
308034,344,314,9,250|500|1000|2000,100,1
335695,1235,1124,9,250|500|1000|2000,0,1
285273,1018,927,9,250|500|1000|2000,100,1
285280,868,790,9,250|500|1000|2000,0,1
285283,597,544,9,250|500|1000|2000,100,1
285314,395,360,9,250|500|1000|2000,100,1
285284,857,780,9,250|500|1000|2000,100,1
410400,202,184,9,250|500|1000|2000,100,1
346287,303,276,9,250|500|1000|2000,100,1
346286,307,280,9,250|500|1000|2000,0,1
346284,159,145,9,250|500|1000|2000,100,1
346288,235,214,9,250|500|1000|2000,100,1
346285,145,132,9,250|500|1000|2000,100,1
270620,80,73,9,[],100,0
316326,75,69,8,[],100,0
270621,320,304,5,[],100,0
379550,85,84,2,[],0,0
269370,250,215,14,[],100,0
137575,440,357,19,[],100,0
366604,190,181,5,[],100,0
279588,78,75,4,[],100,0
409905,120,110,9,[],100,0
409904,70,64,9,[],100,0
421398,75,74,2,[],0,0
421399,99,98,2,[],0,0
421400,85,84,2,[],0,0
410617,70,64,9,[],100,0
271205,75,69,8,[],100,0
294904,119,109,9,[],100,0
423837,120,110,9,[],100,0
423840,80,73,9,[],100,0
423839,80,73,9,[],100,0
423838,120,110,9,[],100,0
409907,70,67,5,[],0,0
409909,40,38,5,[],0,0
409906,70,67,5,[],0,0
409908,39,38,3,[],0,0
423016,100,98,2,[],0,0
214022,400,364,9,[],100,0
422650,99,98,2,[],0,0
422857,399,392,2,[],0,0
428637,450,410,9,[],0,0
374382,105,86,19,[],100,0
413533,95,77,19,[],100,0
264679,105,96,9,[],100,0
345689,79,68,14,[],100,0
279587,362,344,5,[],100,0
