id,name,status,sub_cate_id
15685,monginis,1,30
15686,dutchie,1,30
15687,milk,1,30
15688,wingreens,1,30
15689,briyas,1,30
15690,burger,1,30
15691,diet foods,1,30
15692,sandwich,1,30
15693,whole wheat,1,30
15694,pav,1,30
15695,breads and bakes,1,30
15696,baskin robbins in dairy,1,30
15697,bauli moonfils ice creams,1,30
15698,cream pot ice cream,1,30
15699,dairy day ice creams ,1,30
15700,dairy tales yogurt,1,30
15701,dlecta cheese,1,30
15702,dlecta products in dairy,1,30
15703,dreamery products in dairy,1,30
15704,epigamic yogurt,1,30
15705,go cheese,1,30
15706,good life milk,1,30
15707,happy milk curd,1,30
15708,happy milk paneer,1,30
15709,havmor ice creams,1,30
15710,hersheys milk shake,1,30
15711,milky mist cheese in dairy,1,30
15712,milky mist panner in dairy,1,30
15713,milky mist curd in dairy,1,30
15714,milky mist yogurt in dairy,1,30
15715,milky mist milk shake in dairy,1,30
15716,modern cake and pastries,1,30
15717,namdhari paneer in dairy,1,30
15718,namdhari curd in dairy,1,30
15719,nandini milk shake  in dairy,1,30
15720,nandini cheese in dairy,1,30
15721,nandini good life milk in dairy,1,30
15722,nandini paneer  in dairy,1,30
15723,nic natural ice cream in dairy,1,30
15724,nutralite butter in dairy ,1,30
15725,parle cakes,1,30
15726,parle rusk ,1,30
15727,rich feast choco cake,1,30
15728,rich whip topping,1,30
15729,sofit milk shake in dairy,1,30
15730,sunfest cakes,1,30
15731,tendo milk shake in dairy,1,30
15732,the laughing cow cheese in dairy,1,30
15733,thirumala milk shake in dairy,1,30
15734,winkies cake ,1,30
15735,rusk in dairy,1,30
15736,milk bread in  dairy,1,30
15737,orange cake,1,30
15738,baker street center filled cake,1,30
15739,baker street center filled cake 37g pack,1,30
15740,mix fruit cake,1,30
15741,baker street mix fruit cake 30g pack,1,30
15742,baker street mix frruit cake,1,30
15743,choco cake,1,30
15744,strawberry cake,1,30
15745,sandwich cake,1,30
15746,vanilla cake,1,30
15747,banana cake,1,30
15748,butter cake,1,30
15749,fruit cake,1,30
15750,nuts and raisin cake,1,30
15751,tiffin cake,1,30
15752,milky bar cake,1,30
15753,coco cream cake,1,30
15754,duet cake,1,30
15755,mix berry cake,1,30
15756,english tea cake,1,30
15757,marble cake ,1,30
15758,marble slice cake,1,30
15759,spyroll cake,1,30
15760,britannia cakes in bakery,1,30
