id,store_id,cover,name,images,original_price,sell_price,discount,kind,cate_id,sub_cate_id,in_home,is_single,have_gram,gram,have_kg,kg,have_pcs,pcs,have_liter,liter,have_ml,ml,descriptions,key_features,disclaimer,exp_date,type_of,in_stoke,rating,total_rating,status,in_offer,variations_types,size,tax_class,tags,hsn_code,brand_id
100554,49,100554.jpg,"Saffola Tasty, Pro Fitness Conscious Edible Oil, Jar, 1 L","[""100554.jpg"",""100554-1.jpg"",""100554-2.jpg"",""100554-3.jpg"","" "",]",200,196,2,1,10,61,0,0,0,0,0,0,0,0,1,1,0,0,,,,20/12/2050,0,1,5,4,1,0,[],0,5,12653|6003|356|416,1512,665
102131,49,102131.jpg,Morton Mushrooms In Brine 800g,"[""102131.jpg"",""102131-1.jpg"",""102131-2.jpg"",""102131-3.jpg"","" "",]",175,171,3,1,10,62,0,0,1,800,0,0,0,0,0,0,0,0,,,,20/12/2050,0,0,5,4,1,0,[],0,18,6019|1185|1189,0,501
102139,49,102139.jpg,Morton Tomato Puree 850g,"[""102139.jpg"",""102139-1.jpg"",""102139-2.jpg"",""102139-3.jpg"","" "",]",95,92,4,1,10,62,0,0,1,850,0,0,0,0,0,0,0,0,,,,20/12/2050,0,0,5,4,1,0,[],0,18,6020|1172,2103,501
102145,49,102145.jpg,Morton Cherries 850g,"[""102145.jpg"",""102145-1.jpg"",""102145-2.jpg"",""102145-3.jpg"","" "",]",210,205,3,1,10,62,0,0,1,850,0,0,0,0,0,0,0,0,,,,20/12/2050,0,0,5,4,1,0,[],0,18,6021|1185|1187,0,501
102155,49,102155.jpg,Morton Peaches 850g,"[""102155.jpg"",""102155-1.jpg"",""102155-2.jpg"",""102155-3.jpg"","" "",]",175,166,6,1,10,62,0,0,1,850,0,0,0,0,0,0,0,0,,,,20/12/2050,0,1,5,4,1,0,[],0,18,6022|1185|1190,0,501
102159,49,102159.jpg,Morton Pineapple Slices 850g,"[""102159.jpg"",""102159-1.jpg"",""102159-2.jpg"",""102159-3.jpg"","" "",]",130,124,5,1,10,62,0,0,1,850,0,0,0,0,0,0,0,0,,,,20/12/2050,0,1,5,4,1,0,[],0,18,6023|1185|1191,0,501
102162,49,102162.jpg,Morton Litchies 800g,"[""102162.jpg"",""102162-1.jpg"",""102162-2.jpg"",""102162-3.jpg"","" "",]",225,220,3,1,10,62,0,0,1,800,0,0,0,0,0,0,0,0,,,,20/12/2050,0,0,5,4,1,0,[],0,18,6024|1185|1188,0,501
112292,49,112292.jpg,"Sundrop Heart Oil Bottle, 5L ","[""112292.jpg"",""112292-1.jpg"",""112292-2.jpg"",""112292-3.jpg"","" "",]",1013,972,5,1,10,61,0,0,0,0,0,0,0,0,1,5,0,0,,,,20/12/2050,0,0,5,4,1,0,[],0,5,6091|356|408,1512,730
126153,49,126153.jpg,"Saffola Tasty, Pro Fitness Conscious Edible Oil, Jar, 5 L","[""126153.jpg"",""126153-1.jpg"",""126153-2.jpg"",""126153-3.jpg"","" "",]",1005,983,3,1,10,61,0,0,0,0,0,0,0,0,1,5,0,0,,,,20/12/2050,0,1,5,4,1,0,[],0,5,12653|6121|356|416,1512,665
126158,49,126158.jpg,"Saffola Total, Pro Heart Conscious Edible Oil, Jar, 5 L","[""126158.jpg"",""126158-1.jpg"",""126158-2.jpg"",""126158-3.jpg"","" "",]",1245,1218,3,1,10,61,0,0,0,0,0,0,0,0,1,5,0,0,,,,20/12/2050,0,1,5,4,1,0,[],0,5,12653|6122|356|416,1512,665
