id,store_id,cover,name,images,original_price,sell_price,discount,kind,cate_id,sub_cate_id,in_home,is_single,have_gram,gram,have_kg,kg,have_pcs,pcs,have_liter,liter,have_ml,ml,descriptions,key_features,disclaimer,exp_date,type_of,in_stoke,rating,total_rating,status,in_offer,variations,size,tax_class,tags,hsn_code
387098,49,387098.jpg,Amul Belgian Milk Chocolate 125 g,"[""387098.jpg"",""387098-1.jpg"",""387098-2.jpg"",""387098-3.jpg"","" "",]",150,150,0,1,5,40,0,0,1,125,0,0,0,0,0,0,0,0,,,,20/12/2050,0,0,5,4,1,0,[],0,18,1260|12555,1806
387100,49,387100.jpg,Amul Venezula Dark Chocolate 125 G,"[""387100.jpg"",""387100-1.jpg"",""387100-2.jpg"",""387100-3.jpg"","" "",]",150,150,0,1,5,40,0,0,1,125,0,0,0,0,0,0,0,0,,,,20/12/2050,0,0,5,4,1,0,[],0,18,1260|12555,1806
387106,49,387106.jpg,Amul Fruit N Nut Chocolate 150 g,"[""387106.jpg"",""387106-1.jpg"",""387106-2.jpg"",""387106-3.jpg"","" "",]",100,100,0,1,5,40,0,0,1,150,0,0,0,0,0,0,0,0,,,,20/12/2050,0,0,5,4,1,0,[],0,18,1260|12555,1905
401614,49,401614.jpg,Amul Milk Chocolate 150 g,"[""401614.jpg"",""401614-1.jpg"",""401614-2.jpg"",""401614-3.jpg"","" "",]",100,100,0,1,5,40,0,0,1,150,0,0,0,0,0,0,0,0,,,,20/12/2050,0,0,5,4,1,0,[],0,18,1260|12555,1905
401616,49,401616.jpg,"Amul Fruit N Nut Chocolate - I Love You, 150 g","[""401616.jpg"",""401616-1.jpg"",""401616-2.jpg"",""401616-3.jpg"","" "",]",100,100,0,1,5,40,0,0,1,150,0,0,0,0,0,0,0,0,,,,20/12/2050,0,0,5,4,1,0,[],0,18,1260|12555,1702
401617,49,401617.jpg,"Amul Choco Minis Chocolate Box, 250 g","[""401617.jpg"",""401617-1.jpg"",""401617-2.jpg"",""401617-3.jpg"","" "",]",120,120,0,1,5,40,0,0,1,250,0,0,0,0,0,0,0,0,,,,20/12/2050,0,0,5,4,1,0,[],0,18,1260|12555,1806
402063,49,402063.jpg,Elite Veg Milk Bar Cake 75 g,"[""402063.jpg"",""402063-1.jpg"",""402063-2.jpg"",""402063-3.jpg"","" "",]",20,20,0,1,3,30,0,0,0,0,1,1,0,0,0,0,0,0,,,,20/12/2050,0,0,5,4,1,0,[],0,18,204|243,1901
402084,49,402084.jpg,Elite Cookies Chocochips 75 g,"[""402084.jpg"",""402084-1.jpg"",""402084-2.jpg"",""402084-3.jpg"","" "",]",20,20,0,1,5,38,0,0,0,0,1,1,0,0,0,0,0,0,,,,20/12/2050,0,0,5,4,1,0,[],0,18,1260|12555|1334,1806
403074,49,403074.jpg,Elite Cookies Rich Butter 75 g,"[""403074.jpg"",""403074-1.jpg"",""403074-2.jpg"",""403074-3.jpg"","" "",]",20,20,0,1,5,38,0,0,0,0,1,1,0,0,0,0,0,0,,,,20/12/2050,0,0,5,4,1,0,[],0,18,1334,1905
403853,49,403853.jpg,"Amul Kool Drink - Kesar, 180ml","[""403853.jpg"",""403853-1.jpg"",""403853-2.jpg"",""403853-3.jpg"","" "",]",20,20,0,1,4,99,0,0,0,0,0,0,0,0,0,0,1,180,,,,20/12/2050,0,0,5,4,1,0,[],0,5,202|422|186,2202
408817,49,408817.jpg,Amul Milk Chocolate 125 G,"[""408817.jpg"",""408817-1.jpg"",""408817-2.jpg"",""408817-3.jpg"","" "",]",150,150,0,1,5,40,0,0,1,125,0,0,0,0,0,0,0,0,,,,20/12/2050,0,0,5,4,1,0,[],0,18,1260|12555,1905
408949,49,408949.jpg,Again Yogurt Alphonso Mango 200ml,"[""408949.jpg"",""408949-1.jpg"",""408949-2.jpg"",""408949-3.jpg"","" "",]",50,50,0,1,4,99,0,0,0,0,0,0,0,0,0,0,1,200,,,,20/12/2050,0,0,5,4,1,0,[],0,5,209|244,2202
408950,49,408950.jpg,"Again Milk Drink - Strawberry, Chocolate, Jaggery, 200 ml","[""408950.jpg"",""408950-1.jpg"",""408950-2.jpg"",""408950-3.jpg"","" "",]",50,50,0,1,4,99,0,0,0,0,0,0,0,0,0,0,1,200,,,,20/12/2050,0,0,5,4,1,0,[],0,5,1260|12555,1806
408965,49,367537.jpg,Again Healthy Milkshakes - 200ml,"[""408965.jpg"",""408965-1.jpg"",""408965-2.jpg"",""408965-3.jpg"","" "",]",50,50,0,1,4,99,0,0,0,0,0,0,0,0,0,0,1,200,,,,00/01/1900,0,0,5,4,1,0,[],0,18,207,2202
408984,49,408984.jpg,Dreamery Cheese Slice 480 g,"[""408984.jpg"",""408984-1.jpg"",""408984-2.jpg"",""408984-3.jpg"","" "",]",365,365,0,1,10,61,0,0,0,0,0,0,0,0,1,1,0,0,,,,20/12/2050,0,0,5,4,1,0,[],0,0,188,406
410917,49,410917.jpg,Elite Orangechoclote Cake 120 g,"[""410917.jpg"",""410917-1.jpg"",""410917-2.jpg"",""410917-3.jpg"","" "",]",30,30,0,1,3,30,0,0,1,500,0,0,0,0,0,0,0,0,,,,20/12/2050,0,0,5,4,1,0,[],0,18,204|243,1901
412044,49,412044.jpg,Amul Butter 50 g,"[""412044.jpg"",""412044-1.jpg"",""412044-2.jpg"",""412044-3.jpg"","" "",]",25,25,0,1,3,32,0,0,1,50,0,0,0,0,0,0,0,0,,,,20/12/2050,0,0,5,4,1,0,[],0,0,12402,403
412258,49,412258.jpg,Amul Lite Milk Fat Spread 100 g,"[""412258.jpg"",""412258-1.jpg"",""412258-2.jpg"",""412258-3.jpg"","" "",]",40,40,0,1,3,32,0,0,1,100,0,0,0,0,0,0,0,0,,,,20/12/2050,0,0,5,4,1,0,[],0,18,1176|422|186,2202
413922,49,413922.jpg,Asap Almond Oats & Dark Chocolate 35 G,"[""413922.jpg"",""413922-1.jpg"",""413922-2.jpg"",""413922-3.jpg"","" "",]",30,30,0,1,5,40,0,0,1,35,0,0,0,0,0,0,0,0,,,,20/12/2050,0,0,5,4,1,0,[],0,18,1260|12555,1806
413923,49,413923.jpg,"ASAP Energy Bars  with Cashew, Almond & Caramel 35 g","[""413923.jpg"",""413923-1.jpg"",""413923-2.jpg"",""413923-3.jpg"","" "",]",30,30,0,1,5,40,0,0,1,35,0,0,0,0,0,0,0,0,,,,20/12/2050,0,0,5,4,1,0,[],0,0,12404|12555,804
415296,49,415296.jpg,"Amul Tru Apple, 180 ml Tetra Pack","[""415296.jpg"",""415296-1.jpg"",""415296-2.jpg"",""415296-3.jpg"","" "",]",10,10,0,1,4,35,0,0,0,0,0,0,0,0,0,0,1,180,,,,20/12/2050,0,0,5,4,1,0,[],0,5,202|422|186,2202
416411,49,416411.jpg,Elite Banana Pudding Cake 150 g,"[""416411.jpg"",""416411-1.jpg"",""416411-2.jpg"",""416411-3.jpg"","" "",]",50,50,0,1,3,30,0,0,0,0,1,1,0,0,0,0,0,0,,,,20/12/2050,0,0,5,4,1,0,[],0,18,204|243,1901
418602,49,418602.jpg,Baker Street Vanilla Cake 30 g,"[""418602.jpg"",""418602-1.jpg"",""418602-2.jpg"",""418602-3.jpg"","" "",]",10,10,0,1,3,30,0,0,1,30,0,0,0,0,0,0,0,0,,,,20/12/2050,0,0,5,4,1,0,[],0,18,204|12403,1901
418605,49,418605.jpg,"Baker Street Center Filled Cake - Orange Fantasy, 37 g","[""418605.jpg"",""418605-1.jpg"",""418605-2.jpg"",""418605-3.jpg"","" "",]",15,15,0,1,3,30,0,0,1,37,0,0,0,0,0,0,0,0,,,,20/12/2050,0,0,5,4,1,0,[],0,12,204|12403,2106
422278,49,422278.jpg,Aquafina 250ml pet (Pack of 36),"["""","""","""","""",""""]",252,250,1,1,4,37,1,0,0,0,0,0,0,0,0,0,1,250,,,,20/12/2050,0,0,5,4,1,0,[],0,18,493,2201
8009,49,118009.jpg,Aro Toilet Roll 200 Pc (Pack of 6) ( Offering in Partnership with Metro Cash and Carry ),"[""118009.jpg"",""118009-1.jpg"",""118009-2.jpg"",""118009-3.jpg"","" "",]",399,399,0,1,7,114,1,0,0,0,0,0,1,200,0,0,0,0,,,,20/12/2050,0,0,1,1,1,0,[],0,10,6095|1045|1011,0
9819,49,279819.jpg,"24 Mantra Organic Mustard Seed whole, Small, 100 g","[""279819.jpg"",""279819-1.jpg"",""279819-2.jpg"",""279819-3.jpg"","" "",]",25,20,20,1,4,27,0,0,1,100,0,0,0,0,0,0,0,0,Used finest quality ingredients,,,20/12/2050,0,0,5,4,1,0,[],0,5,7589|292|284,1517
276759,49,276759.jpg,Ruchi Vanaspati Pouch (1L Pack of 16),"[""276759.jpg"",""276759-1.jpg"",""276759-2.jpg"",""276759-3.jpg"","" "",]",1600,1600,0,1,2,61,0,0,0,0,0,0,0,0,1,1,0,0,<ul>   <li>Hydrogenated vegetable cooking oil</li>  <li>Often used as a substitute for ghee</li>  <li>Country of Origin: India</li></ul>,,,20/12/2050,0,0,5,4,1,0,[],0,5,7499|266,0
403285,49,403285.jpg,Britannia Treat Dark White100 g,"[""403285.jpg"",""403285-1.jpg"",""403285-2.jpg"",""403285-3.jpg"","" "",]",30,30,0,1,2,24,0,0,0,0,1,1,0,0,0,0,0,0,,,,20/12/2050,0,0,5,4,1,0,[],0,18,1163,1905
403966,49,403966.jpg,Dlecta Cheese Spread 180 g,"[""403966.jpg"",""403966-1.jpg"",""403966-2.jpg"",""403966-3.jpg"","" "",]",115,115,0,1,2,27,0,0,1,100,0,0,0,0,0,0,0,0,,,,20/12/2050,0,0,5,4,1,0,[],0,0,188,406
404010,49,404010.jpg,Dlecta Cheese Slices 180 g,"[""404010.jpg"",""404010-1.jpg"",""404010-2.jpg"",""404010-3.jpg"","" "",]",145,145,0,1,2,24,0,0,1,500,0,0,0,0,0,0,0,0,,,,20/12/2050,0,0,5,4,1,0,[],0,0,188,406
404011,49,404011.jpg,Dlecta Cheese Slices 450 g,"[""404011.jpg"",""404011-1.jpg"",""404011-2.jpg"",""404011-3.jpg"","" "",]",360,360,0,1,2,24,0,0,1,500,0,0,0,0,0,0,0,0,,,,20/12/2050,0,0,5,4,1,0,[],0,0,188,406
409272,49,409272.jpg,Cadbury SilkÂ  Hazelnut 143G,"[""409272.jpg"",""409272-1.jpg"",""409272-2.jpg"",""409272-3.jpg"","" "",]",175,175,0,1,2,27,0,0,1,100,0,0,0,0,0,0,0,0,,,,20/12/2050,0,0,5,4,1,0,[],0,18,246|1322|1329,1905
410567,49,410567.jpg,Phool Makhana 1KG,"["""","""","""","""",""""]",799,799,0,1,2,24,1,0,1,200,0,0,0,0,0,0,0,0,,,,20/12/2051,0,0,5,4,1,0,"[{""title"":""size"",""type"":""radio"",""items"":[{""title"":""1 KG"",""price"":799,""discount"":799},{""title"":""500g"",""price"":399,""discount"":399},{""title"":""250g"",""price"":200,""discount"":200}]}]",1,18,12558,2106
411255,49,411255.jpg,Cadbury 5 Star Nutty 19G,"[""411255.jpg"",""411255-1.jpg"",""411255-2.jpg"",""411255-3.jpg"","" "",]",10,10,0,1,2,24,0,0,1,500,0,0,0,0,0,0,0,0,,,,20/12/2050,0,0,5,4,1,0,[],0,18,246|1322,1905
412579,49,412579.jpg,G'Life Uhtmilkfno M 500ml Pk20,"[""412579.jpg"",""412579-1.jpg"",""412579-2.jpg"",""412579-3.jpg"","" "",]",520,520,0,1,2,24,0,0,1,100,0,0,0,0,0,0,0,0,,,,20/12/2050,0,0,5,4,1,0,[],0,12,192|233,2202
413582,49,413582.jpg,Eti Popkek With Caramel 45 g,"[""413582.jpg"",""413582-1.jpg"",""413582-2.jpg"",""413582-3.jpg"","" "",]",25,25,0,1,2,27,0,0,1,100,0,0,0,0,0,0,0,0,,,,20/12/2050,0,0,5,4,1,0,[],0,18,12555|1260,1904
414427,49,414427.jpg,Bournville 70% Rich Cocoa 80 g,"[""414427.jpg"",""414427-1.jpg"",""414427-2.jpg"",""414427-3.jpg"","" "",]",100,100,0,1,2,28,0,0,1,250,0,0,0,0,0,0,0,0,,,,20/12/2050,0,0,5,4,1,0,[],0,12,1260|12555,2106
416908,49,416908.jpg,Cadbury Dairymilk Paan Jeer 36 g,"[""416908.jpg"",""416908-1.jpg"",""416908-2.jpg"",""416908-3.jpg"","" "",]",45,45,0,1,2,24,0,0,1,500,0,0,0,0,0,0,0,0,,,,20/12/2050,0,0,5,4,1,0,[],0,18,246|1322,1905
418694,49,418694.jpg,Eti Canga Coconut Bar 28G,"[""418694.jpg"",""418694-1.jpg"",""418694-2.jpg"",""418694-3.jpg"","" "",]",30,26,13,1,2,27,0,0,1,200,0,0,0,0,0,0,0,0,,,,20/12/2050,0,0,5,4,1,0,[],0,18,1260|12555,1905
418817,49,418817.jpg,Candyman Fantastik Mini 200 g,"[""418817.jpg"",""418817-1.jpg"",""418817-2.jpg"",""418817-3.jpg"","" "",]",100,92,8,1,2,27,0,0,1,100,0,0,0,0,0,0,0,0,,,,20/12/2050,0,0,5,4,1,0,[],0,18,1260|12555,1902
419419,49,419419.jpg,Dlecta Shded Mozrl Cheese 140 g,"[""419419.jpg"",""419419-1.jpg"",""419419-2.jpg"",""419419-3.jpg"","" "",]",100,100,0,1,2,24,0,0,1,500,0,0,0,0,0,0,0,0,,,,20/12/2050,0,0,5,4,1,0,[],0,0,188,406
419570,49,419570.jpg,Dreamery Cheeseslcjalpeno 200 g,"[""419570.jpg"",""419570-1.jpg"",""419570-2.jpg"",""419570-3.jpg"","" "",]",155,155,0,1,2,27,0,0,1,100,0,0,0,0,0,0,0,0,,,,20/12/2050,0,0,5,4,1,0,[],0,0,188,406
422139,49,422139.jpg,Cadbury 5 Star Oreo 42G,"[""422139.jpg"",""422139-1.jpg"",""422139-2.jpg"",""422139-3.jpg"","" "",]",35,35,0,1,2,28,0,0,1,500,0,0,0,0,0,0,0,0,,,,20/12/2050,0,0,5,4,1,0,[],0,18,246|1322,1905
422655,49,422655.jpg,Dodla Uht Toned Milk 500ml,"[""422655.jpg"",""422655-1.jpg"",""422655-2.jpg"",""422655-3.jpg"","" "",]",28,28,0,1,2,27,0,0,1,100,0,0,0,0,0,0,0,0,,,,20/12/2050,0,0,5,4,1,0,[],0,0,192,402
422859,49,422859.jpg,Dreamery Cheese Block 200 g,"[""422859.jpg"",""422859-1.jpg"",""422859-2.jpg"",""422859-3.jpg"","" "",]",155,155,0,1,2,24,0,0,1,500,0,0,0,0,0,0,0,0,,,,20/12/2050,0,0,5,4,1,0,[],0,0,188,406
