id,name,have_gram,gram,have_kg,kg,have_pcs,pcs,have_liter,liter,have_ml,ml
371585,Britannia Good Day Butter Cookies Buy 4 Get 1 Free 600G,1,600,0,0,0,0,0,0,0,0
374069,Unibic Choco Ripple Cookies 31.3G Pack Of 12,1,31.3,0,0,0,0,0,0,0,0
374070,Unibic Orange Splash Cookies 36G Pack Of 12,1,36,0,0,0,0,0,0,0,0
378954,Sunfeast Marie Light 120G Buy 4 Get 1 Free,1,120,0,0,0,0,0,0,0,0
384324,Sunfeast Moms Magic Fruit & Milk 200G,1,200,0,0,0,0,0,0,0,0
385392,Mc Vities Digestive 0% Added Sugar 150G,1,150,0,0,0,0,0,0,0,0
398285,Parle Nutricrunch Lite Cracker Sugar Free 100G,1,100,0,0,0,0,0,0,0,0
398288,Parle Nutricrunch Digestive Cookies 100G,1,100,0,0,0,0,0,0,0,0
398289,Parle Nutricrunch Honey & Oats Digestive Cookies 100G,1,100,0,0,0,0,0,0,0,0
398293,Parle Multi Vita Marie 300G,1,300,0,0,0,0,0,0,0,0
398579,Britannia Treat Brust Choco Cream Fills 60G,1,60,0,0,0,0,0,0,0,0
403285,Britannia Treat Stars Creame & White Choco Duo 100G,1,100,0,0,0,0,0,0,0,0
405889,Sunfeast Dark Fantasy Choco Fills 20G Pack Of 10,1,20,0,0,0,0,0,0,0,0
406711,Palre Hide & Seek Black Bourbon Vannila Creme Sandwich 300G,1,300,0,0,0,0,0,0,0,0
406887,Sunfeast Moms Magic Cashew & Almond 38.5G Pack Of 12,1,38.5,0,0,0,0,0,0,0,0
407177,Sunfeast Marie Light Vita Orange 120G,1,120,0,0,0,0,0,0,0,0
409184,Unibic Cashew Almond Cookies 35G Pack Of 12,1,35,0,0,0,0,0,0,0,0
409831,Parle Milano Mixed Berries Center Filled Cookies 75G,1,75,0,0,0,0,0,0,0,0
410843,Britannia Marie Gold 68G Pack Of 6,1,68,0,0,0,0,0,0,0,0
412192,Malkist Chocolate Flavored Crunchy Layered Crackers 20G Pack Of 30,1,20,0,0,0,0,0,0,0,0
412195,Malkist Chocolate Flavored Crunchy Layered Crackers 138G,1,138,0,0,0,0,0,0,0,0
414354,Dukes Creme 4 Fun Orange Flavored Sandwich 80G,1,80,0,0,0,0,0,0,0,0
414357,Dukes Creme 4 Fun Chocolate Flavored Sandwich Biscuits 80G,1,80,0,0,0,0,0,0,0,0
414359,Dukes Creme 4 Fun Elaichi Flavored Sandwich Biscuits 80G,1,80,0,0,0,0,0,0,0,0
414360,Dukes Creme 4 Fun Fun Milk 80G,1,80,0,0,0,0,0,0,0,0
415104,Parle Hide & Seek Chocolate Chip Cookies With Added Almonds 100G,1,100,0,0,0,0,0,0,0,0
415291,Dukes Creme 4 Fun Chocolate Flavoured Sandwich Biscuits 40G Pack Of 10,1,40,0,0,0,0,0,0,0,0
415292,Dukes Creme 4 Fun Elaichi Flavored Sandwich Biscuits 40G Pack Of 10,1,40,0,0,0,0,0,0,0,0
