id,name,have_gram,gram,have_kg,kg,have_pcs,pcs,have_liter,liter,have_ml,ml
376295,Parle Wafers Tangy Tomato 70G ,1,70,0,0,0,0,0,0,0,0
376765,Act Ii Cheese Nachoz Crispy N Crunchy 150 G,1,150,0,0,0,0,0,0,0,0
376766,Act Ii Cheese Nachoz Crispy N Crunchy 60 G,1,60,0,0,0,0,0,0,0,0
376769,Act Ii Tomato Nachoz Crispy N Crunchy 60 G,1,60,0,0,0,0,0,0,0,0
377226,Lay West Indies Hot N Sweet Chilli 10 G(Pack Of 15),1,10,0,0,0,0,0,0,0,0
379306,Act Ii Golden Sizzle Instant Popcorn 60G*3,1,60,0,0,0,0,0,0,0,0
379317,Bingo Cream And Onion Potato Chips 52 G,1,52,0,0,0,0,0,0,0,0
382507,Parle Wafers Piri Piri  70G ,1,70,0,0,0,0,0,0,0,0
383914,Too Yumm Chilli Chataka Veggie Stix (50G),1,50,0,0,0,0,0,0,0,0
383920,Too Yumm Sour Cream And Onion Veggie Stix (50G),1,50,0,0,0,0,0,0,0,0
383921,Act Ii Party Pack Movie Theater Butter Popcorn(450G),1,450,0,0,0,0,0,0,0,0
385829,Act Ii Caramel Bliss Classic Caramel Popcorn 70G,1,70,0,0,0,0,0,0,0,0
385830,Act Ii Diet Olive Oil Popcorn 70 G,1,70,0,0,0,0,0,0,0,0
385831,Act Ii Diet 60% Less Salt Popcorn 70 G,1,70,0,0,0,0,0,0,0,0
387195,Too Yumm Sour Cream And Onion Veggie Stix (25 G Pack Of 12),1,25,0,0,0,0,0,0,0,0
388258,Fine Life Aloo Bhujia 12Pc 18G,1,18,0,0,0,0,0,0,0,0
390024,Act Ii Salted  Popcorn 50 G,1,50,0,0,0,0,0,0,0,0
391893,Pringles South African Style Peri Peri 107 G,1,107,0,0,0,0,0,0,0,0
392418,Too Yumm Tangy Tomato Multigrain Chips (25G Pack Of 12),1,25,0,0,0,0,0,0,0,0
392419,Too Yumm Dahi Papdi Multigrain Chips  50 G,1,50,0,0,0,0,0,0,0,0
392420,Too Yumm Tangy Tomato Multigrain Chips  50G,1,50,0,0,0,0,0,0,0,0
396064,Spyke Mr Makhana Peri Peri Paradise 25G,1,25,0,0,0,0,0,0,0,0
396065,Spyke Mr Makhana Himalayan Salt & Pepper 25G,1,25,0,0,0,0,0,0,0,0
396066,Spyke Mr Makhana Lime And Chili25G,1,25,0,0,0,0,0,0,0,0
396070,Spyke Mr Makhana Butter Tomto 25G,1,25,0,0,0,0,0,0,0,0
396072,Spyke Mr Makhana Cream And Onion 25G,1,25,0,0,0,0,0,0,0,0
400887,Tooyumm Multigranin Chips Dahi Papdi 75G,1,75,0,0,0,0,0,0,0,0
400921,Tooyumm Karare Munchy Masala 43G Pk12,1,43,0,0,0,0,0,0,0,0
400922,Tooyumm Karare Noodle Masala 55G Pk12,1,55,0,0,0,0,0,0,0,0
400925,Tooyumm Veggie Stix Chili Chataka 75G,1,75,0,0,0,0,0,0,0,0
400926,Tooyumm Veggie Stix Sour Cream And Onion 75G,1,75,0,0,0,0,0,0,0,0
401714,Jabsons Crispy & Crunchy Cocktail Nuts120G,1,120,0,0,0,0,0,0,0,0
401715,Jabsons Chana Jor Chat Pata 160G,1,160,0,0,0,0,0,0,0,0
402426,Daadi'S Indian Wheat Cracker Bhakhri Methi 180G,1,180,0,0,0,0,0,0,0,0
402433,Daadi'S Panipuri Khakhra Golden Wheat Crisps 180G,1,180,0,0,0,0,0,0,0,0
402436,Daadi'S Jeera Khakhra Golden Wheat Crisps 180G,1,180,0,0,0,0,0,0,0,0
404741,Tong Garden Freshly Roasted Party Snacks 500G,1,500,0,0,0,0,0,0,0,0
404753,Tong Garden Roasted Pumpkin Kernels 200G,1,200,0,0,0,0,0,0,0,0
404759,Tong Garden Freshly Roasted Salted Peanut 400G,1,400,0,0,0,0,0,0,0,0
405433,Parle Wafers Pri Pri 11.7+2.34G (Pack Of 14),1,14.04,0,0,0,0,0,0,0,0
405505,Act Ii Cheese Burst 35+15G,1,50,0,0,0,0,0,0,0,0
406778,Makino Nacho Chips Salsa Tomato 60G,1,60,0,0,0,0,0,0,0,0
407232,Pringles Desi Masala Tadka 107G,1,107,0,0,0,0,0,0,0,0
409705,Frylo Hoysoy Classic Green Chilli 50G,1,50,0,0,0,0,0,0,0,0
409706,Frylo Hoysoy Manchurian Twist50G,1,50,0,0,0,0,0,0,0,0
413349,Bingo Mad Angles Masala Madns 15G (Pack Of 15),1,15,0,0,0,0,0,0,0,0
416162,Jabson Tandori Roasted Peanut 140G,1,140,0,0,0,0,0,0,0,0
419365,Sankethi Adukale Rice Kodubale Rings 180G,1,180,0,0,0,0,0,0,0,0
420844,Pipo Mixin Desi Cocktail Popcorn 60 G,1,60,0,0,0,0,0,0,0,0
185568,Safal Frozen Sweet Corn 1 Kg,0,0,1,1,0,0,0,0,0,0
