id,original_price,sell_price,variations_types,in_stoke
GFCDELTVC00000,3490,3490,[],1
Live 500BT,8518,8518,[],1
SHE2305BK,849,849,[],1
10726,1531,1531,[],1
2451,990,990,[],1
2452,990,990,[],1
509,540,540,[],1
516,460,460,[],1
BG-31031,7305,5372,[],1
6,540,497,[],0
SBFM02,269,267,[],0
V19_8+128,29990,25752,[],0
V19_8+256,34990,28806,[],0
V20_8+128,29990,25752,[],0
V20_SE,24990,21872,[],0
X50_8+128,39990,35930,[],0
X50_8+256,44990,38982,[],0
X50_Pro,54990,48983,[],0
