id,tags
339011,13170|13193|7669|8951|290|13629|14082|14307|14309|433|284|5996|14341|14340|14339
336322,13170|13193|7669|12584|8890|14386|14385|14398|14397|298|13275|14390|14392|284|14396|5996|14341|14340|14339
279830,13170|13193|7669|12584|7596|14386|14385|14398|14397|298|13275|14390|293|14391|14396|5996|14341|14340|14339
337892,13170|13193|7669|8927|14343|14386|14385|298|13275|14390|14392|284|14396|5996|14341|14340|14339
337892CB,13170|13193|7669|722|14177|14386|14385|298|13275|14390|14392|284|14396|5996|14341|14340|14339
279828,13170|13193|7669|14343|14386|14385|298|13275|14390|284|14391|14396|5996|14341|14340|14339
279824,13170|13193|7669|296|4888|14375|14374|13281|299|14382|284|5996|14341|14340|14339
306540,13170|13193|7669|296|14158|14375|14374|13281|299|8157|284|5996|14341|14340|14339
306540CB,13170|13193|7669|4888|4887|14375|14374|13281|299|8157|284|5996|14341|14340|14339
279823,13170|13193|7669|296|14159|14375|14374|13281|299|7592|284|5996|14341|14340|14339
279820,13170|13193|7669|297|14163|14386|14385|14394|298|13275|14390|284|14391|14396|5996|14341|14340|14339
336324,13170|13193|7669|297|14343|14386|14385|14394|298|13275|14390|14392|284|14396|5996|14341|14340|14339
336324CB,13170|13193|7669|297|1198|14386|14385|14394|298|13275|14390|14392|284|14396|5996|14341|14340|14339
279814,13170|13193|7669|299|14410|14415|14414|13307|300|433|284|14408|5996|14341|14340|14339
279818,13170|13193|7669|14410|14415|14414|13307|300|433|284|14408|5996|14341|14340|14339
306548,13170|13193|7669|14410|14415|14414|13307|300|433|284|14408|5996|14341|14340|14339
384247,13170|13193|7669|14409|14410|14415|14414|13307|300|433|284|14408|5996|14341|14340|14339
384240,13170|13193|7669|290|433|13629|14082|14307|14309|14165|284|5996|14341|14340|14339
306542,13170|13193|7669|14383|8158|14375|14374|13281|299|14382|433|284|5996|14341|14340|14339
306542CB,13170|13193|7669|14178|13281|14375|14374|13281|299|8158|433|284|5996|14341|14340|14339
384274,13170|13193|7669|10401|14375|14374|13281|299|14382|433|284|5996|14341|14340|14339
279812,13170|13193|7669|7583|284|433|12588|348|13315|5996|14341|14340|14339
279809,13170|13193|7669|7582|317|14439|14440|14441|940|284|433|5996|14341|14340|14339
384275,13170|13193|7669|10402|14367|14370|14371|14373|13274|14372|433|284|5996|14341|14340|14339
301974,13170|13193|7669|14139|14367|14370|14371|14373|13274|14372|433|284|5996|14341|14340|14339
301974CB,13170|13193|7669|14139|14367|14370|14371|14373|13274|14372|433|284|5996|14341|14340|14339
301968,13170|13193|7669|8026|13279|14366|14360|14349|13278|275|433|284|5996|14341|14340|14339
279800,13170|13193|7669|7575|13279|14366|14364|14349|13278|275|433|284|5996|14341|14340|14339
384276,13170|13193|7669|13279|13280|14366|14364|14349|13278|275|433|284|5996|14341|14340|14339
384276CB,13170|13193|7669|13279|722|14366|14364|14349|13278|275|433|284|5996|14341|14340|14339
384246,13170|13193|7669|10399|324|433|284|14451|5996|14341|14340|14339
392760,13170|13193|13201|13323|13634|14444|14447|381|158|4631|434|14341|14340|14339
392768,13170|13193|13201|14345|14383|14374|13281|299|14382|434|14341|14340|14339
392740,13170|13193|13201|10|14428|315|7985|1935|1193|966|274|434|14426|14427
392784,13170|13193|13201|10903|14430|315|7985|1935|1193|966|274|434|14426|14427
292767,13170|13193|13201|14127|10892|14371|14373|14138|14372|13274|302|434|14341|14340|14339
392863,13170|13193|13201|10923|14399|14401|14406|14407|14358|1949|14357|13318|322|434|14341|14340|14339
SB0026,13170|13193|4912|892|923|14366|14361|14349|13278|275|982|927|434|14341|14340|14339
SB0013,13170|13193|952|927|893|14393|14385|14397|298|293|13275|895|14396|434|14341|14340|14339
SB0018,13170|13193|952|927|14343|14385|298|13275|895|14396|434|14341|14340|14339
399517,13170|13193|5160|5160|14180|434|14341|14340|14339
SB0009,13170|13193|952|927|897|14456|14457|1009|434
377844,13170|13193|880|10073|14371|14373|14139|14372|13274|434|14341|14340|14339
340846,13170|13193|877|1533|14429|1193|1193|966|274|14426|14427
340854,13170|13193|877|1534|14428|1193|1193|966|274|434|14426|14427
392748,13170|13193|7749|10877|317|14439|14440|14441|940|434|14341|14340|14339
SB0030,13170|13193|952|898|317|14439|14440|14441|940|927|434|14341|14340|14339
392853,13170|13193|7749|296|10920|14383|14374|13281|299|14382|4888|434|14341|14340|14339
SB0004,13170|13193|952|899|14425|14421|14416|434|14341|14340|14339
393039,13170|13193|7749|556|10938|331|13097|16|9066|14448|434|14341|14340|14339
392831,13170|13193|7749|557|10911|331|13097|16|9066|14448|434|14341|14340|14339
392836,13170|13193|7749|558|10913|331|13097|16|9066|14448|434|14341|14340|14339
392826,13170|13193|7749|558|10913|331|13097|16|9066|14448|434|14341|14340|14339
392778,13170|13193|7749|10899|14350|14366|14361|14349|13278|275|982|13280|434|14341|14340|14339
392755,13170|13193|7749|293|14343|14393|14385|298|13275|14392|12584|10883|14396|434|14341|14340|14339
392751,13170|13193|7749|293|14343|14393|14385|298|13275|10880|14391|14396|434|14341|14340|14339
392821,13170|13193|7749|10909|14343|14385|298|13275|14392|14396|434|14341|14340|14339
392758,13170|13193|7749|10886|14343|14385|298|13275|14391|14396|434|14341|14340|14339
392764,13170|13193|7749|10890|14343|14385|298|13275|14396|434|14341|14340|14339
392756,13170|13193|7749|10884|14443|317|14439|14440|14441|940|434|14341|14340|14339
392845,13170|13193|7749|296|10916|14384|14374|13281|299|14382|4888|14342|434|14341|14340|14339
392762,13170|13193|7749|296|10888|14383|14374|13281|299|14382|4888|14342|434|14341|14340|14339
392739,13170|13193|7749|296|10873|14383|14374|13281|299|14382|4887|434|14341|14340|14339
392848,13170|13193|7749|296|10919|14374|13281|299|14382|4887|434|14341|14340|14339
392763,13170|13193|7749|296|10889|14384|14374|13281|299|14382|4887|434|14341|14340|14339
392804,13170|13193|7749|10905|280|14425|14421|14416|434|14341|14340|14339
392746,13170|13193|7749|13113|14425|14421|14416|434|14341|14340|14339
392765,13170|13193|7749|14444|10891|14446|14447|381|158|4631|434|14341|14340|14339
392759,13170|13193|7749|14444|10887|14445|14447|381|158|4631|434|14341|14340|14339
392769,13170|13193|7749|297|14343|14385|14394|298|13275|14396|434|14341|14340|14339
392774,13170|13193|7749|14346|14383|14374|13281|299|14382|434|14341|14340|14339
392749,13170|13193|7749|10878|14374|13281|299|14382|434|14341|14340|14339
392780,13170|13193|7749|14347|14384|14374|13281|299|14382|434|14341|14340|14339
392810,13170|13193|7749|10907|14384|14374|13281|299|14382|434|14341|14340|14339
392777,13170|13193|7749|14348|14374|13281|299|14382|434|14341|14340|14339
392833,13170|13193|7749|13630|13146|7319|7197|14458|434
321589,13170|13193|7749|13282|914|253|14282|13282|434|14341
392753,13170|13193|7749|14355|14400|14401|14406|14358|1949|14357|13318|322|434|14341|14340|14339
392773,13170|13193|7749|14356|14400|14401|14359|1949|14357|13318|322|434|14341|14340|14339
393046,13170|13193|7749|10917|14409|14415|13307|300|14408|434|14341|14340|14339
392846,13170|13193|7749|10917|300|14384|14374|13281|299|14382|4887|434|14341|14340|14339
392842,13170|13193|7749|10915|300|14383|14374|13281|299|14382|4887|434|14341|14340|14339
392771,13170|13193|7749|10894|14400|14401|14406|14359|1949|14357|13318|322|434|14341|14340|14339
392823,13170|13193|7749|10910|14400|14405|14401|14359|1949|14357|13318|322|434|14341|14340|14339
