nothing,id,store_id,cover,name,images,original_price,sell_price,discount,kind,cate_id,sub_cate_id,in_home,is_single,have_gram,gram,have_kg,kg,have_pcs,pcs,have_liter,liter,have_ml,ml,descriptions,key_features,disclaimer,exp_date,type_of,in_stoke,rating,total_rating,status,in_offer,variations_types,size,tax_class,tags,hsn_code
0,250438,49,250438.jpg,Cucumber - English,"[""250438.jpg"",""250438-1.jpg"",""250438-2.jpg"",""250438-3.jpg"","" "",]",33,30,10,1,1,139,0,0,0,0,0,0,0,0,0,0,0,0,"Long, thin and narrow, this variety of vegetable is a common type of cucumber grown for the digestive qualities it contains. Also referred to as a ""burpless"" cucumber due to its lack of seeds as well as smaller seeds, the English cucumber can grow to lengths of 2 feet, providing a cream to bright white colored flesh.",,,20-12-2050,0,1,5,4,1,0,1000|500|250,1,0,6539|69|70|71,0
0,250440,49,250440.jpg,Cucumber - Hybrid,"[""250440.jpg"",""250440-1.jpg"",""250440-2.jpg"",""250440-3.jpg"","" "",]",13,12,10,1,1,139,0,0,0,0,0,0,0,0,0,0,0,0,"Cucumbers (Cucumis sativus L.) are prostrate, branched, stiffly hairy vines possessing sharply five-cornered leaves and unbranched tendrils. They are placed botanically in the same genus as melons only because the Swedish botanist LinnÃƒÂ© had done so.",,,20-12-2050,0,1,5,4,1,0,1000|500|250,1,0,6540|69|70|71,0
0,250231,49,250231.jpg,Mango - Banganapalli,"[""250231.jpg"",""250231-1.jpg"",""250231-2.jpg"",""250231-3.jpg"","" "",]",76,69,10,1,1,139,0,0,0,0,0,0,0,0,0,0,0,0,Banaganapalli Mangoes is a mango variety produced in Banaganapalle of Kurnool district in the Indian state of Andhra Pradesh. It alone occupies 70% percent of total mango cultivable area of the state and was first introduced by the Farmers of Banaganapalli.,,,20-12-2050,0,1,5,4,1,0,1000|500,1,0,6534|111|110|109|108|107|12456|12457,0
0,250685,49,250685.jpg,Mint leaves Bunch (each)(Appox:300 g - 350 g),"[""250685.jpg"",""250685-1.jpg"",""250685-2.jpg"",""250685-3.jpg"","" "",]",14,13,10,1,1,139,0,0,0,0,0,0,1,1,0,0,0,0,"Mint plants are mainly aromatic perennials and they possess erect, branching stems and oblong to ovate or lanceolate leaves arranged in opposing pairs on the stems. The leaves are often covered in tiny hairs and have a serrated margin. ... Mint plants are fast growing and can become very invasive.",,,20-12-2050,0,1,5,4,1,0,[],0,0,6604|115|116|117,0
