id,name,have_gram,gram,have_kg,kg,have_pcs,pcs,have_liter,liter,have_ml,ml
102610,Act Ii Popcorn Butter 99G,1,99,0,0,0,0,0,0,0,0
364925,Ambika Appalam No.2 (280 G),1,280,0,0,0,0,0,0,0,0
356648,Anil Appalam  Size 3 400G,1,400,0,0,0,0,0,0,0,0
293755,Bambino Souper Tomato Soup 50G,1,50,0,0,0,0,0,0,0,0
355451,Bambino Mixed Vegitable Soup Powder 45G,1,45,0,0,0,0,0,0,0,0
333176,Bambino Souper Mashroom Soup 45G,1,45,0,0,0,0,0,0,0,0
355448,Bambino Tomato Soup Powder 50G,1,50,0,0,0,0,0,0,0,0
369167,Hershey'S Syrup Genuine Chocolate Flavour 200G,1,200,0,0,0,0,0,0,0,0
295228,Iyers Panjabi Masala Papad 180G,1,180,0,0,0,0,0,0,0,0
372581,Keya Creamy Mixed Vegitable Soup 13G,1,13,0,0,0,0,0,0,0,0
266557,Knorr Classic Mixed Vegetable Soup Mix 42 G,1,42,0,0,0,0,0,0,0,0
316255,Knorr Chinese Chilli Gravy Mix 51G,1,51,0,0,0,0,0,0,0,0
354205,Knorr Mexican Tomato Corn Soup 52G,1,52,0,0,0,0,0,0,0,0
264980,Lijjat Plain Urad Papad 200G,1,200,0,0,0,0,0,0,0,0
264981,Lijjat Panjabi Masala Special Papad 200G,1,200,0,0,0,0,0,0,0,0
174549,Lijjat Panjabi Masala Special Papad Family Pack Big 1Kg,0,0,1,1,0,0,0,0,0,0
347696,Mother'S Recipe Appalam 100G,1,100,0,0,0,0,0,0,0,0
362024,Mtr Khatta Meetha Poha 3 Minute Breakfast  80G Cup,1,80,0,0,0,0,0,0,0,0
377427,Mtr 3 Minutes Breakfast Poha 60G,1,60,0,0,0,0,0,0,0,0
