id,discount
IT003227,2
IT002944,2
IT003072,2
IT002943,2
IT012602,2
IT013743,2
IT013745,2
IT012117,2
IT013744,2
IT013755,2
IT015358,2
IT012118,2
IT013742,2
IT012122,2
IT012124,2
IT012123,2
IT014658,2
IT012119,2
IT015359,2
IT012120,2
IT012121,2
IT013756,2
IT012125,2
IT012938,2
IT015357,2
IT013741,2
IT014657,2
IT014656,2
IT013746,2
IT012603,2
IT013747,2
IT003734,2
IT013039,2
IT002985,2
IT000563,2
IT000564,2
IT000558,2
IT000566,2
IT000565,2
IT002937,2
IT000977,2
IT000975,2
IT000452,2
IT000569,2
IT000784,2
IT011244,2
IT016411,2
IT006640,2
IT013912,2
IT013913,2
IT013969,2
IT010900,2
IT006344,2
IT014457,2
IT011110,2
IT000570,2
IT016016,2
IT016023,2
IT016014,2
IT016017,2
IT000979,2
IT007300,2
IT007306,2
IT000260,2
IT000287,2
IT000288,2
IT000285,2
IT007297,2
IT007298,2
IT007299,2
IT007321,2
IT007322,2
IT007327,2
IT007317,2
IT007318,2
IT007319,2
IT007308,2
IT007309,2
IT007304,2
IT007305,2
IT000261,2
IT013738,2
IT013739,2
IT003387,2
IT013344,2
IT013345,2
IT013346,2
IT003386,2
IT003414,2
IT000799,2
IT000800,2
IT006006,2
IT006004,2
IT000791,2
IT006005,2
IT013120,2
IT013126,2
IT006009,2
IT013130,2
IT013131,2
IT013127,2
IT013129,2
IT000789,2
IT000788,2
IT013119,2
IT013123,2
IT006002,2
IT006003,2
IT006000,2
IT006001,2
IT013124,2
IT013125,2
IT000454,2
IT000584,2
IT000582,2
IT000580,2
IT000579,2
IT000583,2
IT000585,2
IT000587,2
IT003075,2
IT000592,2
IT000591,2
IT000593,2
IT000572,2
IT000594,2
IT004067,2
IT000576,2
IT000601,2
IT003077,2
IT000293,2
IT004945,2
IT005591,2
IT014608,2
IT011684,2
IT010807,2
IT011977,2
IT011976,2
IT014403,2
IT010808,2
IT005028,2
IT6895,2
IT006894,2
IT013717,2
IT000185,2
IT006183,2
IT001691,2
IT007290,2
IT011564,2
IT012193,2
IT010788,2
IT000385,2
IT001035,2
IT003405,2
IT006203,2
IT000813,2
IT006212,2
IT000814,2
IT006204,2
IT006206,2
IT006211,2
IT000819,2
IT002955,2
IT000618,2
IT000619,2
IT013342,2
IT006199,2
IT006202,2
IT000621,2
IT000626,2
IT000630,2
IT006201,2
IT000616,2
IT000623,2
IT000627,2
IT010128,2
IT000631,2
IT014329,2
IT012219,2
IT011660,2
IT011661,2
IT011666,2
IT011667,2
IT012600,2
IT007457,2
IT007458,2
IT007459,2
IT007460,2
IT007461,2
IT007462,2
IT007463,2
IT007464,2
IT007465,2
IT014650,2
IT014652,2
IT014653,2
IT014654,2
IT015356,2
IT006155,2
IT000192,2
IT000189,2
IT000190,2
IT000191,2
IT000196,2
IT014985,2
IT000194,2
IT013396,2
IT007467,2
IT010680,2
IT010681,2
IT010685,2
IT010688,2
IT010689,2
IT013139,2
IT007468,2
IT011662,2
IT011663,2
IT011664,2
IT011665,2
IT007469,2
IT000193,2
IT007473,2
IT010682,2
IT010684,2
IT010686,2
IT004123,2
IT004124,2
IT000195,2
IT000197,2
IT004126,2
IT007478,2
IT015916,2
IT015917,2
IT012329,2
IT014277,2
IT012327,2
IT012328,2
IT015648,2
IT007474,2
IT007475,2
IT007476,2
IT007477,2
IT007481,2
IT007482,2
IT007483,2
IT004127,2
IT004128,2
IT004118,2
IT004119,2
IT004120,2
IT004129,2
IT004121,2
IT004122,2
IT004114,2
IT004115,2
IT004116,2
IT004117,2
IT016483,2
IT016484,2
IT014983,2
IT014980,2
IT014981,2
IT016485,2
IT016008,2
IT015995,2
IT003717,2
IT015903,2
IT003716,2
IT003718,2
IT013976,2
IT013977,2
IT005236,2
IT005237,2
IT000639,2
IT000641,2
IT000634,2
IT000637,2
IT003067,2
IT000640,2
IT000635,2
IT006647,2
IT006648,2
IT006649,2
IT006643,2
IT000645,2
IT000636,2
IT006644,2
IT006664,2
IT000638,2
IT006646,2
IT016011,2
IT005230,2
IT006650,2
IT006651,2
IT006653,2
IT006654,2
IT000983,2
IT000985,2
IT004277,2
IT004278,2
IT004279,2
IT004287,2
IT004286,2
IT013718,2
IT005077,2
IT010068,2
IT006398,2
IT016561,2
IT016562,2
IT016563,2
IT011448,2
IT006449,2
IT011689,2
IT000331,2
IT013135,2
IT014911,2
IT014467,2
IT013133,2
IT011895,2
IT014481,2
IT007240,2
IT000460,2
IT000838,2
IT000666,2
IT000665,2
IT013258,2
IT013801,2
IT014622,2
IT000841,2
IT000669,2
IT000668,2
IT000675,2
IT000671,2
IT000670,2
IT000672,2
IT000988,2
IT000998,2
IT004029,2
IT004030,2
IT015608,2
IT000996,2
IT010263,2
IT003087,2
IT010264,2
IT000473,2
IT015181,2
IT007360,2
IT001001,2
IT000476,2
IT010265,2
IT000475,2
IT000478,2
IT000681,2
IT015179,2
IT015180,2
IT000678,2
IT000685,2
IT004066,2
IT000684,2
IT000682,2
IT013602,2
IT001007,2
IT009979,2
IT000417,2
IT010153,2
IT006734,2
IT007084,2
IT007086,2
IT009973,2
IT009974,2
IT007066,2
IT006733,2
IT010183,2
IT000418,2
IT006731,2
IT010047,2
IT010048,2
IT010186,2
IT011919,2
IT015268,2
IT004148,2
IT015276,2
IT006342,2
IT015274,2
IT015271,2
IT015272,2
IT005240,2
IT015277,2
IT010160,2
IT005590,2
IT001070,2
IT001074,2
IT001073,2
IT001067,2
IT001072,2
IT001075,2
IT016621,2
IT000410,2
IT000403,2
IT010187,2
IT010190,2
IT003753,2
IT010196,2
IT010197,2
IT010199,2
IT010161,2
IT006738,2
IT014755,2
IT000495,2
IT000496,2
IT000515,2
IT010206,2
IT010211,2
IT010214,2
IT010217,2
IT010209,2
IT000485,2
IT000491,2
IT000497,2
IT010210,2
IT010239,2
IT000528,2
IT000522,2
IT000513,2
IT006729,2
IT016373,2
IT000405,2
IT010198,2
IT014109,2
IT009928,2
IT004100,2
IT004144,2
IT003308,2
IT014753,2
IT003232,2
IT005494,2
IT006737,2
IT010203,2
IT000506,2
IT006736,2
IT010213,2
IT010215,2
IT016032,2
IT000487,2
IT010200,2
IT004098,2
IT000703,2
IT014104,2
IT014820,2
IT014100,2
IT016341,2
IT000700,2
IT000689,2
IT000722,2
IT004132,2
IT004131,2
IT004133,2
IT000719,2
IT016308,2
IT011731,2
IT000699,2
IT014111,2
IT000687,2
IT014102,2
IT004138,2
IT003909,2
IT016305,2
IT001021,2
IT001013,2
IT001019,2
IT003382,2
IT003374,2
IT003381,2
IT014767,2
IT014768,2
IT013241,2
IT013242,2
IT013243,2
IT004905,2
IT003378,2
IT003379,2
IT003380,2
IT003375,2
IT003376,2
IT003377,2
IT015844,2
IT004273,2
IT016242,2
IT010649,2
IT011388,2
IT010571,2
IT010508,2
IT011713,2
IT010509,2
IT010510,2
IT000114,2
IT005015,2
IT001082,2
IT001081,2
IT003057,2
IT003053,2
IT003054,2
IT003055,2
IT003056,2
IT003081,2
IT000540,2
IT000533,2
IT003083,2
IT003085,2
IT003230,2
IT000546,2
IT000536,2
IT003086,2
IT001038,2
IT000441,2
IT000918,2
IT000912,2
IT000535,2
IT003080,2
IT000547,2
IT000538,2
IT003082,2
IT000552,2
IT000550,2
IT001027,2
IT000755,2
IT000752,2
IT000747,2
IT000735,2
IT000737,2
IT000754,2
IT000746,2
IT000764,2
IT000757,2
IT000742,2
IT000744,2
IT010288,2
IT010289,2
IT013556,2
IT010336,2
IT013558,2
IT003228,2
IT010334,2
IT010346,2
IT010345,2
IT010951,2
IT010947,2
IT006755,2
IT006754,2
IT010310,2
IT010382,2
IT010311,2
IT010300,2
IT010301,2
IT003360,2
IT003388,2
IT003389,2
IT010332,2
IT010286,2
IT010287,2
IT015221,2
IT010291,2
IT010343,2
IT015211,2
IT010331,2
IT016283,2
IT016282,2
IT016284,2
IT010451,2
IT016277,2
IT016285,2
IT016278,2
IT016281,2
IT010299,2
IT013561,2
IT010309,2
IT003842,2
IT015528,2
IT016279,2
IT016280,2
IT010496,2
IT010497,2
IT003848,2
IT007337,2
IT007236,2
IT007341,2
IT007339,2
IT016518,2
IT007338,2
IT007342,2
IT003844,2
IT007051,2
IT016517,2
IT011098,2
IT013826,2
IT007052,2
IT007138,2
IT007140,2
IT011081,2
IT015629,2
IT010854,2
IT004210,2
IT000324,2
IT016049,2
IT007039,2
IT012626,2
IT000325,2
IT014468,2
IT011078,2
IT014469,2
IT016209,2
IT012627,2
IT010821,2
IT004651,2
IT012958,2
IT012959,2
IT012960,2
IT012961,2
IT001466,2
IT014772,2
IT000348,2
IT014771,2
IT001471,2
IT006689,2
IT006690,2
IT000299,2
IT003020,2
IT000300,2
IT013387,2
IT012616,2
IT013154,2
IT013548,2
IT012910,2
IT012909,2
IT013156,2
IT010907,2
IT012908,2
IT015459,2
IT012615,2
IT013155,2
IT012866,2
IT013735,2
IT000003,2
IT010984,2
IT000243,2
IT011132,2
IT004859,2
IT000129,2
IT007365,2
IT005059,2
IT007537,2
IT005506,2
IT005656,2
IT005657,2
IT000224,2
IT000242,2
IT005658,2
IT010000,2
IT005814,2
