id,name
106220,Fresh Mackerel Fish
102587,Broiler Chicken Boneless Leg 1Kg
128069,Broiler Chicken Without Skin (Approx 1Kg - 1.2Kg)
128329,Boiler Chicken With Skin ( Approx 1Kg - 1.2Kg)
409905,Asal Idly & Dosa Batter 2Kg
409904,Asal Idly & Dosa Batter 1Kg
294904,Id Idly & Dosa Batter 2Kg
271205,Id Idly & Dosa Batter 1Kg
423838,Id Malabar Parota - Pack Of 10N
423837,Id Wheat Parota Pack Of 10N
423839,Id Malabar Parota Pack Of 5N
423840,Id Wheat Lachha Paratha Pack Of 5N
409906,Asal Malabar Parota Pack Of 5N / 450G
409907,Asal Whole Wheat Parota Pack Of 5N / 450G
409909,Asal Wheat Chapati Pack Of 6N / 200G
409908,Asal Coin Parota Pack Of 4N / 180G
