id,name,status,sub_cate_id
15218,ajvain,1,27
15219,ajwain 100g,1,27
15220,ajwain in loose,1,27
15221,24 mantra ajwain,1,27
15222,fine life ajwain whole,1,27
15223,ajavaayan,1,27
15224,chat masala,1,27
15225,chat masala 100g,1,27
15226,chat masala 50g,1,27
15227,catch chat masala,1,27
15228,everest chat masala,1,27
15229,fine life chat masala,1,27
15230,keya chat masala,1,27
15231,mdh chat masala,1,27
15232,catch sprinklers chat masala,1,27
15233,24 mantra tamarind,1,27
15234,eastern tamarind,1,27
15235,fine life tamarind,1,27
15236,hommade tamarind paste,1,27
15237,mothers tamarind paste 200g,1,27
15238,organic tattwa tamarind whole,1,27
15239,pro nature tamarind ,1,27
15240,pro nature tamarind 500g,1,27
15241,tamarind chapati,1,27
15242,tamarind seedless,1,27
15243,tamarind 500g,1,27
15244,tamarind 200g,1,27
15245,tamarind 10kg,1,27
15246,hunasehannu,1,27
15247,imalee,1,27
15248,catch rajma masala,1,27
15249,everest rajma masala,1,27
15250,fine life rajma masala,1,27
15251,kohinoor rajma masala,1,27
15252,rajma masala 100g,1,27
15253,rajma masala 50g,1,27
15254,rajma masala 15g,1,27
15255,rajma masala 1kg,1,27
15256,24 mantra flax seeds,1,27
15257,nutraj flax seeds,1,27
15258,pro nature flax seeds,1,27
15259,flax seed 200g,1,27
15260,organic flax seeds,1,27
15261,agase bijagalu,1,27
15262,patasan ke beej,1,27
15263,eastern chole masala,1,27
15264,everest chole masala,1,27
15265,keya chole masala,1,27
15266,kohinoor chole masala,1,27
15267,tata sampana chole masala,1,27
15268,chole masala 100g,1,27
15269,chole masala 50g,1,27
15270,chole masala 125g,1,27
15271,chole masala 15g,1,27
15272,tata sampan panjabi chole masala 100g,1,27
15273,fennel,1,27
15274,fennel 100g,1,27
15275,fennel in loose,1,27
15276,fennel 200g,1,27
15277,saunf ,1,27
15278,saunf 100g,1,27
15279,saunf in loose,1,27
15280,saunf 200g,1,27
15281,saunf whole,1,27
15282,organic saunf ,1,27
15283,24 mantra saunf,1,27
15284,fine life saunf,1,27
15285,pro nature saunf,1,27
15286,saunf big,1,27
15287,24 mantra fennel,1,27
15288,fine life fennel,1,27
15289,pro nature fennel,1,27
15290,organic fennel,1,27
15291,saundaph,1,27
15292,channa masala,1,27
15293,catch chana masala,1,27
15294,mdh chana masala,1,27
15295,channa masala 100g,1,27
15296,mdh kassori methi ,1,27
15297,poopy seeds,1,27
15298,khus khus 100g,1,27
15299,khus khus 200g,1,27
15300,khus khus in loose,1,27
15301,fine life poppy seeds,1,27
15302,poppy seeds 100g,1,27
15303,poppy seeds 200g,1,27
15304,poppy seeds in loose,1,27
15305,apheem ke beej,1,27
15306,gasagase bijagalu,1,27
15307,melon seeds 200g,1,27
15308,melon seeds 1kg,1,27
15309,kallangadi bijaghalu,1,27
15310,tarabooj ke beeja,1,27
15311,magazee,1,27
15312,fine life melon seeds ,1,27
