id,have_gram,gram,have_kg,kg,have_pcs,pcs,have_liter,liter,have_ml,ml
FT6048,0,0,0,0,1,1,0,0,0,0
A42115,0,0,0,0,1,1,0,0,0,0
AH9099,0,0,0,0,1,1,0,0,0,0
CG1533,0,0,0,0,1,1,0,0,0,0
DM7787,0,0,0,0,1,1,0,0,0,0
FT6049,0,0,0,0,1,1,0,0,0,0
Z19 (0) 01 012,0,0,0,0,1,1,0,0,0,0
Z19 (0) 41 067,0,0,0,0,1,1,0,0,0,0
27O (0) 08 001,0,0,0,0,1,1,0,0,0,0
39O (0) 80 002,0,0,0,0,1,1,0,0,0,0
40O (0) 01 001,0,0,0,0,1,1,0,0,0,0
40X (0) 01 008,0,0,0,0,1,1,0,0,0,0
41O (0) 11 001,0,0,0,0,1,1,0,0,0,0
41O (0) 30 003,0,0,0,0,1,1,0,0,0,0
49O (0) 81 002,0,0,0,0,1,1,0,0,0,0
50O (0) 83 002,0,0,0,0,1,1,0,0,0,0
50O (0) 84 002,0,0,0,0,1,1,0,0,0,0
54O (0) 09 001,0,0,0,0,1,1,0,0,0,0
56T (0) 09 006,0,0,0,0,1,1,0,0,0,0
AS4 (0) 09 004,0,0,0,0,1,1,0,0,0,0
AS4 (0) 41 001,0,0,0,0,1,1,0,0,0,0
AS5 (0) 41 007,0,0,0,0,1,1,0,0,0,0
DA1 (0) 00 005,0,0,0,0,1,1,0,0,0,0
DM1 (2) 71 001,0,0,0,0,1,1,0,0,0,0
DM1 (2) 78 001,0,0,0,0,1,1,0,0,0,0
DM2 (0) 00 002,0,0,0,0,1,1,0,0,0,0
DM2 (0) 01 003,0,0,0,0,1,1,0,0,0,0
DM2 (0) 00 003,0,0,0,0,1,1,0,0,0,0
DM2 (0) 09 001,0,0,0,0,1,1,0,0,0,0
DM3 (0) 00 001,0,0,0,0,1,1,0,0,0,0
DM3 (0) 08 003,0,0,0,0,1,1,0,0,0,0
DM4 (0) 78 001,0,0,0,0,1,1,0,0,0,0
DM4 (0) 80 001,0,0,0,0,1,1,0,0,0,0
DT5 (0) 00 001,0,0,0,0,1,1,0,0,0,0
DT5 (0) 01 001,0,0,0,0,1,1,0,0,0,0
DU8 (0) 04 001,0,0,0,0,1,1,0,0,0,0
DU8 (0) 25 001,0,0,0,0,1,1,0,0,0,0
FB2 (0) 00 003,0,0,0,0,1,1,0,0,0,0
FB2 (0) 01 001,0,0,0,0,1,1,0,0,0,0
FB7 (0) 11 001,0,0,0,0,1,1,0,0,0,0
FC1 (0) 08 003,0,0,0,0,1,1,0,0,0,0
FC5 (0) 09 001,0,0,0,0,1,1,0,0,0,0
FC5 (0) 09 002,0,0,0,0,1,1,0,0,0,0
FC5 (0) 09 003,0,0,0,0,1,1,0,0,0,0
FC6 (1) 00 001,0,0,0,0,1,1,0,0,0,0
FC6 (1) 21 001,0,0,0,0,1,1,0,0,0,0
FD7 (0) 09 001,0,0,0,0,1,1,0,0,0,0
FG6 (0) 09 001,0,0,0,0,1,1,0,0,0,0
FH0 (0) 05 001,0,0,0,0,1,1,0,0,0,0
FH0 (0) 06 001,0,0,0,0,1,1,0,0,0,0
FH0 (0) 96 001,0,0,0,0,1,1,0,0,0,0
FH7 (0) 09 001,0,0,0,0,1,1,0,0,0,0
FH7 (0) 09 002,0,0,0,0,1,1,0,0,0,0
FH7 (0) 09 003,0,0,0,0,1,1,0,0,0,0
FH7 (0) 41 001,0,0,0,0,1,1,0,0,0,0
FH7 (0) 41 002,0,0,0,0,1,1,0,0,0,0
FH7 (0) 41 003,0,0,0,0,1,1,0,0,0,0
FI0 (0) 04 001,0,0,0,0,1,1,0,0,0,0
FI0 (0) 08 001,0,0,0,0,1,1,0,0,0,0
FJ2 (0) 00 101,0,0,0,0,1,1,0,0,0,0
FJ2 (0) 01 101,0,0,0,0,1,1,0,0,0,0
FJ4 (0) 61 001,0,0,0,0,1,1,0,0,0,0
FJ6 (0) 12 101,0,0,0,0,1,1,0,0,0,0
FP8 (0) 09 001,0,0,0,0,1,1,0,0,0,0
FQ1 (0) 11 001,0,0,0,0,1,1,0,0,0,0
FQ1 (0) 11 002,0,0,0,0,1,1,0,0,0,0
