id,cate_id,sub_cate_id
394959,10,61
265969,10,61
100554,10,140
112292,10,140
126153,10,140
126158,10,140
134006,10,140
147491,10,140
147492,10,140
147493,10,140
148676,10,140
148681,10,140
148682,10,140
157419,10,140
204728,10,140
213253,10,140
213256,10,140
213273,10,140
214784,10,140
223298,10,140
223305,10,140
228589,10,140
249540,10,140
252420,10,140
252427,10,140
252429,10,140
253562,10,140
253566,10,140
255499,10,140
255502,10,140
255834,10,140
261373,10,140
261374,10,140
261815,10,140
267276,10,140
267277,10,140
267279,10,140
267281,10,140
271819,10,140
271820,10,140
274118,10,140
274120,10,140
274122,10,140
274123,10,140
274124,10,140
274125,10,140
274128,10,140
274129,10,140
274138,10,140
274139,10,140
274148,10,140
274151,10,140
274153,10,140
274160,10,140
274166,10,140
274169,10,140
274172,10,140
274184,10,140
274189,10,140
274190,10,140
274196,10,140
275491,10,140
276755,10,140
276756,10,140
276757,10,140
276758,10,140
276934,10,140
281757,10,140
296361,10,140
298198,10,140
298200,10,140
302774,10,140
303974,10,140
304557,10,140
319182,10,140
319184,10,140
319637,10,140
320471,10,140
326624,10,140
328881,10,140
329297,10,140
329568,10,140
330469,10,140
331563,10,140
332068,10,140
332069,10,140
339272,10,140
340334,10,140
340335,10,140
341425,10,140
345955,10,140
345956,10,140
345957,10,140
345959,10,140
348029,10,140
348033,10,140
348035,10,140
350253,10,140
350255,10,140
354650,10,140
357356,10,140
357362,10,140
361068,10,140
362370,10,140
363406,10,140
363407,10,140
363408,10,140
364248,10,140
364842,10,140
364845,10,140
364847,10,140
364920,10,140
364921,10,140
364922,10,140
364923,10,140
364939,10,140
372572,10,140
373073,10,140
374731,10,140
374732,10,140
375585,10,140
375586,10,140
378447,10,140
378448,10,140
378960,10,140
379616,10,140
382031,10,140
382588,10,140
387118,10,140
387888,10,140
387890,10,140
387892,10,140
387893,10,140
387894,10,140
390352,10,140
390353,10,140
393276,10,140
393278,10,140
393282,10,140
396258,10,140
399402,10,140
401245,10,140
401856,10,140
401857,10,140
401858,10,140
401933,10,140
402360,10,140
402361,10,140
402704,10,140
402728,10,140
402737,10,140
402739,10,140
405010,10,140
409838,10,140
409858,10,140
410511,10,140
410895,10,140
416250,10,140
416253,10,140
416254,10,140
422497,10,140
424839,10,140
263716,6,141
263721,6,141
263778,6,141
289210,6,141
289213,6,141
305908,6,141
305910,6,141
305913,6,141
305922,6,141
305924,6,141
305925,6,141
305926,6,141
305928,6,141
305933,6,141
305938,6,141
305940,6,141
357449,6,141
