id,name,status,sub_cate_id
15545,bazana salted pista,1,26
15546,fine life green pista,1,26
15547,fine life salted pista,1,26
15548,metro salted pista,1,26
15549,moli's salted pista,1,26
15550,nutraj daily pistachios inshell,1,26
15551,nutraj california pistachios,1,26
15552,nutraj signature roasted salted california pista,1,26
15553,nutty roasted pistachios salted 200g,1,26
15554,ru nutz pista kernel,1,26
15555,saffola kesar pista 420g,1,26
15556,tong garden salted pistachios 140g,1,26
15557,pista salted,1,26
15558,pista 200g,1,26
15559,pista 100g,1,26
15560,pista 500g,1,26
15561,onadraksi,1,26
15562,pista 250g,1,26
15563,pista loose,1,26
15564,kishamish,1,26
15565,grakshi,1,26
15566,fine life raisin,1,26
15567,nutraj dried munakka,1,26
15568,nutraj raisin,1,26
15569,rakesh raisin,1,26
15570,khajoor,1,26
15571,sookhe khajoor,1,26
15572,dates 500g pack,1,26
15573,dates 250g pack,1,26
15574,date crown buman dates,1,26
15575,date crown kheniji dates,1,26
15576,emperor peacock dates,1,26
15577,hapillo omani dates,1,26
15578,happilo queen kalmi dates,1,26
15579,lion dates arabian deseeded,1,26
15580,lion dates arabian seeded,1,26
15581,lion dates desert king,1,26
15582,lion delicacy dates,1,26
15583,lion deseeded dates,1,26
15584,lion seeded dates,1,26
15585,molasi zahidi dates,1,26
15586,muzafati dates 400 g,1,26
15587,nutraj lulu dates 500g pack,1,26
15588,nutraj arabian fard dates 500g,1,26
15589,nutraj arabian dates ,1,26
15590,dry dates 500g pack,1,26
15591,khubaanee,1,26
15592,jaladaru hanu,1,26
15593,nutraj apricorts,1,26
15594,regency apricorts,1,26
15595,regency apricorts 200g,1,26
15596,apricort 200g pack,1,26
15597,nutraj apricorts 200g pack,1,26
15598,kryanberigalu,1,26
15599,krainaberee,1,26
15600,cranberries,1,26
15601,cranbery,1,26
15602,cranberries 200g pack,1,26
15603,nutraj cranberries 180g,1,26
15604,nutraj cranberry 200g,1,26
15605,regency cranberry 200g sliced pack,1,26
15606,dry figs in loose,1,26
15607,nutraj dry figs 200g pack,1,26
15608,figs 200g ,1,26
15609,figs 400g ,1,26
15610,anjeer in loose,1,26
15611,anjuradha hannughalu,1,26
15612,chai seeds 200g,1,26
15613,chai seeds in loose,1,26
15614,nutraj chai seeds,1,26
15615,regency chai seeds,1,26
15616,chiya beeja,1,26
15617,chiya beejagalu,1,26
15618,chai seeds 200g pack,1,26
