id,name,have_gram,gram,have_kg,kg,have_pcs,pcs,have_liter,liter,have_ml,ml
119711,Maggi Rich Tomato Sauce No Onion No Garlic Glass Bottle 1 Kg,0,0,1,1,1,1,0,0,0,0
172206,Heinz Tomato Ketchup Plastic Bottle 900 G,1,900,0,0,0,0,0,0,0,0
240122,Dabur Honey Glass Bottle 500+100 G,1,600,0,0,0,0,0,0,0,0
240124,Dabur Honey Glass Bottle 250 + 50 G,1,300,0,0,0,0,0,0,0,0
258604,Del Monte Tomato Ketchup Plastic Bottle 500 G,1,500,0,0,0,0,0,0,0,0
265381,Del Monte Tomato Ketchup 8G Pk100,1,8,0,0,0,0,0,0,0,0
266057,Maggi Rich Tomato Sauce Glass Bottle 1 Kg,0,0,1,1,0,0,0,0,0,0
266555,Kissan Squeezo Fresh Tomato Ketchup Plastic Bottle  450 G,1,450,0,0,0,0,0,0,0,0
270509,Ching'S Dark Soy Sauce Glass Bottle  210 G,1,210,0,0,0,0,0,0,0,0
279022,Fun Foods Veg Mayonnaise Original Plastic Bottle 250 G,1,250,0,0,0,0,0,0,0,0
279023,Fun Foods  Mayonnaise Classic Plastic Bottle 245 G,1,245,0,0,0,0,0,0,0,0
279038,Fun Foods Veg Mayonnaise Rich & Creamy Pouch 1 Kg,0,0,1,1,0,0,0,0,0,0
279349,American Garden Mayonnaise Eggless Plastic Bottle 460G,1,460,0,0,0,0,0,0,0,0
280967,Woh Hup Thai Chilli Sauce (435 G),1,435,0,0,0,0,0,0,0,0
284247,Cremica Squeasy  Tomato Ketchup Rfl 950G,1,950,0,0,0,0,0,0,0,0
294981,Sundrop Honey Roast Creamy Peanut Spread Plastic Bottle(462G),1,462,0,0,0,0,0,0,0,0
294992,Sundrop Honey Roast Crunchy Peanut Spread Plastic Bottle(462G),1,462,0,0,0,0,0,0,0,0
314001,Nutralite Professional  Fat Spread 500G ,1,500,0,0,0,0,0,0,0,0
333820,Mrs Food Rite Tomato Ketchup 8G Pack 100,1,8,0,0,0,0,0,0,0,0
338401,Del Monte Tomato Ketchup Classic Blend Rfl 500 G,1,500,0,0,0,0,0,0,0,0
343556,Del Monte No Onion No Garlic Tomato Ketchup Rfl 950 G,1,950,0,0,0,0,0,0,0,0
354279,Fine Life Himalayan Honey Plastic Bottle 400 G Buy1 Get1 Free,1,400,0,0,0,0,0,0,0,0
358268,Fun Foods Peanut Butter Creamy Plastic Bottle 925 G,1,925,0,0,0,0,0,0,0,0
358381,Fun Foods Veg Mayonnaise Original Rfl 100 G,1,100,0,0,0,0,0,0,0,0
361353,Del Monte Eggless Mayo Rfl 500 G,1,500,0,0,0,0,0,0,0,0
361354,Del Monte Sweet And Spicy Tomato Ketchup Rfl 950G,1,950,0,0,0,0,0,0,0,0
361435,Mrs Food Rite Tomato Ketchup Pouch 950G,1,950,0,0,0,0,0,0,0,0
365813,Patanjali Honey Glass Bottle (1 Kg),0,0,1,1,0,0,0,0,0,0
369504,Fun Foods Veg Mayonnaise Original Rfl 875 G,1,875,0,0,0,0,0,0,0,0
381214,Wingreens Peri Peri Salsa Tub 150 G,1,150,0,0,0,0,0,0,0,0
382931,"Nutralite Spread - Garlic And Oregano, 200G Tub",1,200,0,0,0,0,0,0,0,0
383192,Wingreens Achaari Sauce 130 G,1,130,0,0,0,0,0,0,0,0
383199,Wingreens Peri Peri Ketchup 130 G,1,130,0,0,0,0,0,0,0,0
383200,Wingreens Sweet Chilli And Garlic Sauce  130 G,1,130,0,0,0,0,0,0,0,0
383201,Wingreens Tandoori Sauce  130 G,1,130,0,0,0,0,0,0,0,0
383202,Wingreens Cheesy Chipotle Sauce 130 G,1,130,0,0,0,0,0,0,0,0
383203,Wingreens Schezwan Chilli Garlic Sauce 130 G,1,130,0,0,0,0,0,0,0,0
384563,Fine Life Red Chili Sauce Plastic Bottle(650G),1,650,0,0,0,0,0,0,0,0
386228,Veeba Burger Mayonnaise Plastic Bottle 250 G,1,250,0,0,0,0,0,0,0,0
386230,Veeba Cheese And Jalapeno Dip 300 G,1,300,0,0,0,0,0,0,0,0
386232,Veeba Carrot And Cucumber Sandwich Spread Plastic Bottle 250 G,1,250,0,0,0,0,0,0,0,0
386246,Veeba Sriracha Chilli Garlic Sauce Plastic Bottle(320G),1,320,0,0,0,0,0,0,0,0
386291,Real Thai Sriracha Extra Hot Chili Sauce (430 Ml),0,0,0,0,0,0,0,0,1,430
387377,Fine Life Honey Glass Bottle(1 Kg),0,0,1,1,0,0,0,0,0,0
391391,Sundrop Peanut Butter Buy 2 Get 1 90 G,1,90,0,0,0,0,0,0,0,0
392449,Wingreens Mint Mayo 130 G,1,130,0,0,0,0,0,0,0,0
392452,Wingreens Italian Herbs Mayo 130 G,1,130,0,0,0,0,0,0,0,0
392532,Wingreens Wasabi Mayo 130 G,1,130,0,0,0,0,0,0,0,0
392567,Wingreens Premium Veg Mayo 130 G,1,130,0,0,0,0,0,0,0,0
392604,Wingreens Peri Peri Ketchup Rfl 450 G,1,450,0,0,0,0,0,0,0,0
408732,Kissan Fresh Tomato Ketchup 2 Kg,1,2,0,0,0,0,0,0,0,0
