id,name,status,sub_cate_id
15313,bisibelabath 100g,1,27
15314,bisibelabath 200g,1,27
15315,mtr bisibelabath ,1,27
15316,mtr bisibelabath masala,1,27
15317,mtr bisibelabath powder,1,27
15318,mtr puliyogare powder,1,27
15319,ravi puliyogare powder,1,27
15320,puliyogare paste,1,27
15321,puliyogare 200g,1,27
15322,mtr puliyogare 200g,1,27
15323,mtr puliyogare powder 200g,1,27
15324,paneer masala,1,27
15325,shahi paneer masala,1,27
15326,punjabi paneer butter masala,1,27
15327,biriyani powder,1,27
15328,palak paneer masala,1,27
15329,catch shahi paneer masala,1,27
15330,everest shahi paneer masala,1,27
15331,kohinoor punjabi paneer butter masala,1,27
15332,mdh shahi paneer masala,1,27
15333,smith and jones paneer mutter masala,1,27
15334,smith and jones shahi paneer,1,27
15335,suhana palak paneer,1,27
15336,tata sampana paneer masala,1,27
15337,paneer masala 50g,1,27
15338,paneer masala 100g,1,27
15339,paneer masala 60g,1,27
15340,biriyani masala,1,27
15341,everest biriyani masala,1,27
15342,mdh biriyani masala,1,27
15343,sakthi biriyani powder,1,27
15344,biryani masala 50g,1,27
15345,aachi idly chilly powder,1,27
15346,24 mantra chilly,1,27
15347,24 mantra chilly 100g,1,27
15348,mdh coriander powder ,1,27
15349,mdh coriander powder 100g,1,27
15350,mdh coriander powder 500g,1,27
15351,fine life chole masala,1,27
15352,fine life chole masala 1kg,1,27
15353,mdh lal mirchi,1,27
15354,mdh kashmiri mirchi powder,1,27
15355,kashmiri mirchi powder,1,27
15356,kashmiri mirichi powder 100g,1,27
15357,coconut powder 1kg,1,27
15358,dal makhani masala,1,27
15359,makhani masala,1,27
15360,makhani masala 100g,1,27
15361,sabji masala 100g,1,27
15362,catch sabji masala,1,27
15363,sonff 145g,1,27
15364,mounth freshner,1,27
15365,eastern amuchur,1,27
15366,eastern kabab masala ,1,27
15367,kabab masala 100g,1,27
15368,eastern vangi bath,1,27
15369,eastern brinjal bath,1,27
15370,eastern vangi bath 100g,1,27
15371,everest amchur powder,1,27
15372,sonph,1,27
15373,sonff ,1,27
15374,dry mango,1,27
15375,dry mango powder,1,27
15376,fine life cassia,1,27
15377,cassia bark,1,27
15378,cassia bark 50g,1,27
15379,jaavitree,1,27
15380,javitri whole ,1,27
15381,javitri 50g,1,27
15382,maccu,1,27
15383,kalonji whole ,1,27
15384,kalonji whole 100g,1,27
15385,kalaunjee,1,27
15386,jaiphal whole,1,27
15387,jaiphal whole 100g,1,27
15388,jaayaphal,1,27
15389,jayikayi,1,27
15390,fine life nutmeg,1,27
15391,nutmeg,1,27
15392,nutmeg 500g,1,27
15393,saffron whole 1kg,1,27
15394,kesar whole 1kg,1,27
15395,keya awadhi kadhai veg,1,27
15396,basil,1,27
15397,keya basil,1,27
15398,tulasi beja,1,27
15399,tulasee,1,27
15400,mixed herb seasoning ,1,27
15401,keya mixed hebs seasoning,1,27
15402,keya flakes,1,27
15403,keya seasoning flakes 20g,1,27
15404,keya bread seasoning flakes,1,27
15405,keya bread seasoning flakes 50g,1,27
15406,black slat,1,27
15407,kala namak,1,27
15408,kala namak 200g,1,27
15409,keya oregano herbs sprinkler ,1,27
15410,keya herb seasoning,1,27
15411,keya pasta seasoning,1,27
15412,keya pasta seasoning 45g,1,27
15413,keya peri peri,1,27
15414,peri peri spice mix,1,27
15415,keya pizza seasoning,1,27
15416,keya pizza seasoning 45g,1,27
15417,keya rosemary herbs,1,27
15418,keya seasoning powder,1,27
