id,name,status,sub_cate_id
15761,baker street strawberry cake 30 g,1,30
15762,baker street vanilla cake 30 g,1,30
15763,bauli moonfils orange 45g,1,30
15764,bauli sandwich cake 25 g,1,30
15765,bauli spyroll 33 g,1,30
15766,breads and bakes plum cake 225g,1,30
15767,britannia butter cake 55g pack,1,30
15768,britannia choco cake muffills 35g,1,30
15769,britannia nuts and raisin cake 60g pack,1,30
15770,britannia orange bites 55g pouch,1,30
15772,britannia fruity fun cake 55g pack,1,30
15773,britannia pineapple plunge cake 55g pack,1,30
15774,britannia choco chill cake 55g pack,1,30
15775,britannia cocoa cream roll cake 47g,1,30
15776,britannia milky masti bar cake 55g pack,1,30
15777,britannia choco swiss roll cake 28g pack,1,30
15778,britannia strawberry swiss roll cake 28g pack,1,30
15779,britannia tiffin cakes chunk cake 25g pack,1,30
15780,britannia vannila cream roll 47g pack,1,30
15781,britannia fun fruit bar cake 130g pack,1,30
15782,britannia nuts and raisin cake 160g pack,1,30
15783,elite banana pudding cake 150g pack,1,30
15784,elite strawberry cream filled cup cake 30g pack,1,30
15785,elite chcocolate cake 120g pack,1,30
15786,elite banana pudding cake 250g pack,1,30
15787,elite banana pudding cake 500 g pack,1,30
15788,elite carrot pudding cake 250 g pack,1,30
15789,elite dates pudding cake 500 g pack,1,30
15790,elite plum classic cake 680g pack,1,30
15791,elite plum delight cake 330 g pack,1,30
15792,elite plum delight cake 650 g pack,1,30
15793,elite butter cup cake 100g pack of 4,1,30
15794,elite cup cake choco 18 g pack,1,30
15795,elite dreams vannila cake 120g pack,1,30
15796,elite orange tooti frooti cake 100 g pack,1,30
15797,elite orangechoclote cake 120 g pack,1,30
15798,elite pineapple tooti frooti cake 100 g pack,1,30
15799,elite plum cake delight 330g pack,1,30
15800,elite plum delight cake 680g pack,1,30
15801,elite plum surprise cake 680 g pack,1,30
15802,elite premium plum cake 680 g pack,1,30
15803,elite rich plum cake 300 g pack,1,30
15804,elite veg milk bar cake 75 g pack,1,30
15805,modern fruit fusion cake 130g pack,1,30
15806,modern fruit fusion cake 55g pack,1,30
15807,modern pineapple pop cake 120g pack,1,30
15808,modern plum celebration cake 500 g pack,1,30
15809,modern ribbon duet cake 120 g pack,1,30
15810,modern royal plum cake 650 g pack,1,30
15811,modern wow vanilla cake 120g pack,1,30
15812,modern wow vanilla cake 60g pack,1,30
15813,parle happy happy cake tutti fruity 100g,1,30
15814,parle happy happy vannila flavoured cake 120g,1,30
15815,parle happy happy egg vanilla cake 40g pouch,1,30
15816,rich feast center filled cup cake with choco 20g pk 20,1,30
15817,rich feast choco vanilla cake 20g pk 10,1,30
15818,rich feast yum mix berry cake 20g pk10,1,30
15819,sunfeast bounce choco cake 17 g,1,30
15820,sunfeast bounce butterscotch cake 25 g,1,30
15821,winkies chocolate cake slice 130g,1,30
15822,winkies english cake tea 250g,1,30
15823,winkies cake marble 140g pouch,1,30
15824,winkies cake finger chocolate 25g,1,30
15825,winkies vanilla cream cake 35g pack,1,30
15826,winkies chocolate cake with vanilla cream 35g,1,30
15827,winkies cake chocolate 15g,1,30
15828,winkies cake orange 15g,1,30
15829,winkies marble slice cake 120g,1,30
15830,winkies swiss roll chocolate 28g,1,30
15831,winkies swiss roll strawberry cake 28g,1,30
15832,winkies rich butter cake 275g,1,30
15833,winkies rich butter fruit cake 250g,1,30
15834,winkies swiss roll strawberry 175g,1,30
15835,britannia bar choco chill cake 120g pack,1,30
15836,cadbury chocobakes layered cake,1,30
15837,cadbury choc layered cakes 126g pack 6,1,30
15838,karachi rich plum cake veg 300g,1,30
15839,lotte choco pie cake 336g pack of 12pc,1,30
15840,monginis swiss roll cake 100g pack,1,30
15841,duet cake 120 g,1,30
15842,modern ribbon duet cake,1,30
15843,baker street strawberry cake,1,30
15844,baker street vanilla cake,1,30
15845,elite banana pudding cake,1,30
15846,elite chcocolate cake,1,30
15847,elite dreams vannila cake,1,30
15848,elite orange tooti frooti cake,1,30
15849,elite orangechoclote cake,1,30
15850,elite pineapple tooti frooti cake,1,30
15851,elite veg milk bar cake,1,30
15852,lotte choco pie 12pc,1,30
15853,modern pineapple pop cake,1,30
15854,monginis swiss roll strawberry cake,1,30
15855,cup cake in bakery,1,30
15856,delicious cake in bakery,1,30
15857,delicious cool icecream,1,33
15858,vanilla ice cream,1,33
15859,butterscotch ice cream,1,33
15860,chocolate ice cream,1,33
15861,choco ice cream,1,33
15862,strawberry ice cream,1,33
15863,almond ice cream,1,33
15864,mango ice cream,1,33
15865,alphonso ice cream,1,33
15866,neapolitan ice cream,1,33
15867,cookies cream ice cream,1,33
15868,dry fruits ice cream,1,33
15869,fruit and nut ice cream,1,33
15870,rajbhog ice cream,1,33
15871,honey nut crunch ice cream,1,33
15872,gold medal ice cream,1,33
15873,black current ice cream,1,33
15874,kulfi ice cream,1,33
15875,magic cone ice cream,1,33
15876,kaju kis mis ice cream,1,33
15877,pista ice cream,1,33
15878,tutty fruity ice cream,1,33
15879,kesar multi ice cream,1,33
15880,pann ice cream,1,33
15881,amul ice creams,1,33
15882,baskin robbins ice cream,1,33
15883,amul cookies ice cream 750ml,1,33
15884,amul butterscotch 750ml pack buy-1 get-1 free,1,33
15885,amul chocolate ice cream 750ml pack,1,33
15886,amul rajbhog ice cream 1ltr,1,33
15887,baskin robbins strawberry ice cream 450ml,1,33
15888,dairy day black current icecream tub 900 ml,1,33
15889,dairy day butter scotch ice-cream tub 900 ml,1,33
15890,dairy day butterscotch combo 750ml+750ml,1,33
15891,dairy day choco mocha ice cream 500ml,1,33
15892,dairy day choco mocha ice-cream 500ml,1,33
15893,dairy day cookie magic cone 120 ml pack of 4,1,33
15894,dairy day kaju kismis tub ice-cream 1.5l,1,33
15895,dairy day mango tub ice-cream 1.5l,1,33
15896,dairy day plain pista tub ice-cream 1.5l,1,33
15897,dairy day badam cone ice cream 120ml,1,33
15898,dairy day tutty fruity tub ice-cream 1.5l,1,33
15899,dairy day vanilla choco chips ice-cream 900 ml,1,33
15900,dairy day vannila icecream tub 900 ml,1,33
15901,kulfi,1,33
15902,kulfi stick,1,33
15903,cookies and cream ice cream 500ml tub,1,33
15904,strawberry ice cream 500ml tub,1,33
15905,ice cream family pack,1,33
15906,vanilla ice cream 500ml tub,1,33
15907,ice cream jar 500ml,1,33
15908,mango sorbet ice cream ,1,33
15909,praline cream ice cream 500ml jar,1,33
15910,milk rusk,1,29
15911,bake rusk,1,29
15912,britannia premium milk rusk 182g pack,1,29
15913,elaichi rusk,1,29
15914,britannia premium bake rusk 200g pack,1,29
15915,premium rusk,1,29
15916,fine life elachi rusk,1,29
15917,elite crunchy milk rusk 200g pack,1,29
15918,elite crunchy milk rusk 63g pack,1,29
15919,elite premium elachi rusk 200g pack,1,29
15920,elite premium elaichi rusk 63g pack,1,29
15921,sugar free bread toast,1,29
15922,pista milk shake,1,29
15923,fine life premium bake rusk 200g pack,1,29
15924,modern cake pineapple pop 120g pack,1,32
15925,amul camel milk 200ml pet,1,32
15926,amul homogenised standardised milk 1l carton,1,32
15927,elachi milk shake,1,32
15928,amul kool elaichi flavoured 180ml bottel,1,32
15929,amul kool rose milk 180ml bottel,1,32
15930,amul kool strawberry milk shake 200ml can,1,32
15931,amul lactose free milk 250ml,1,32
15932,amul lite milk bread 100g,1,32
15933,amul masti butter milk 200ml,1,32
15934,amul slim n trim skimmed milk 1l,1,32
15935,amul homogenised toned milk 1l tetra pack,1,32
15936,amul homogenized milk toned 200ml,1,32
15937,cavins rabdi milkshake 180ml can,1,32
15938,dodla badam flavou milk 200ml,1,32
15939,dodla uht toned milk 500ml,1,32
15940,dreamry bscotch milk 200ml,1,32
15941,dreamry elaichi flv milk 200ml,1,32
15942,dreamry gulphi flv milk 200ml,1,32
15943,godrej butter milk spicy 180ml,1,32
15944,happy milk  organic curd 150g,1,32
15945,happy milk organic curd 400g,1,32
15946,hersheys bar milk 100g,1,32
15947,hersheys milk shake cookies cream 180ml,1,32
15948,hersheys milk shake chocolate 180ml,1,32
15949,hersheys milk shake gift pack 1.2l,1,32
15950,hersheys milkshake vanilla180ml,1,32
15951,lactel toned milk 1l,1,32
15952,milk lane paneer 1kg,1,32
15953,milk lane toned milk 500ml,1,32
15954,milky mist cheese cubes 600g,1,32
15955,milky mist cheese cubes 600g pack,1,32
15956,milky mist cheese spread garlic 200g pack,1,32
15957,milky mist cheese spread pepper 200g pack,1,32
15958,milky mist cream cheese 180g pack,1,32
15959,milky mist cream cheese 400g pack,1,32
15960,milky mist cheese pizza 300g pack,1,32
15961,milky mist fruit yoghurt pine apple 100 ml,1,32
15962,milky mist indian farmers pizza 325g,1,32
15963,milky mist lassi  green apple 150ml,1,32
15964,milky mist lassi mango 200ml box,1,32
15965,milky mist malai paneer cube 200g,1,32
15966,milky mist malai paneer cubes 1kg,1,32
15967,milky mist margherita pizza 275g,1,32
15968,milky mist milk shake strawberry 180ml,1,32
15969,milky mist mishti doi 100g,1,32
15970,milky mist mishti doi 200g,1,32
15971,milky mist mozzarella pizza cheese 200g,1,32
15972,milky mist paneer makhani pizza 300g,1,32
15973,milky mist set curd 400g,1,32
15974,milky mist uht lassi blueberry 200ml,1,32
15975,nandini butter milk 200ml ,1,32
15976,nandini milk pista flavored 200ml,1,32
15977,nandini good life gold milk 1l,1,32
15978,nandini good life milk 1l,1,32
15979,sofit soya milk vanilla 200ml,1,32
15980,sofit soya milk chocolate 1l,1,32
15981,staeta soy milky drink chocolate 200ml,1,32
15982,staeta soy milky natural 200ml,1,32
15983,sunfeast strawberry milk shake 180ml,1,32
15984,sunfeast milk shake mango 200ml,1,32
15985,sunfeast milk shakes vanilla 180ml,1,32
15986,tendo almond milk 1ltr,1,32
15987,tendo coconut choco milk drink 180ml,1,32
15988,tendo coconut milk 180ml,1,32
15989,tendo coconut pineapple milk shake 180ml,1,32
15990,tendo walnut milk 180ml,1,32
15991,thirumala badam milk drink 180ml bottle,1,32
15992,thirumala milk pista flavoured 180ml bottle,1,32
15993,thirumala strawberry flavoured milk 180ml pet,1,32
15994,thirumala vanilla flavoured milk 180ml pet,1,32
15995,butter milk,1,32
15996,strawberry milk shake,1,32
15997,vanilla milk shake,1,32
15998,chocolate milk drink,1,32
15999,chocolate milk shake,1,32
16000,dhai,1,32
16001,mosaru,1,32
16002,butterscotch milk shake,1,32
16003,hersheys vanilla milkshake 180ml,1,32
16004,elaichi milkshake,1,32
16005,kesar pista milk shake,1,32
16006,badam milk shake,1,32
16007,gulkand milk shake,1,32
16008,rajbhog milkshake,1,32
16009,toned milk,1,32
16010,amul homogenised toned milk,1,32
16011,amul toned milk 1lt,1,32
16012,nandini milk 500ml pack,1,32
16013,fresh milk 500ml pack,1,32
