id,name,original_price,sell_price,variations_types,stocks,size
250122,Banana - Yelakki,72,65,1000|500|2000,0,1
403952,Blueberry 125 g (Packed),286,260,[],0,0
250462,Capsicum - Green,77,70,1000|500|2000,0,1
250468,Chilli - Green,39,35,1000|500|250,100,1
250615,Drumstick (Per piece),10,9,[],100,0
250505,Onion(2kg Packed),135,123,[],100,0
250528,Potato (1 kg Packed),62,56,500|1000|2000|3000,100,1
250608,Snake Gourd,22,20,1000|500|2000,100,1
