id,name,status,sub_cate_id
16848,lizol disinfectant cleaner floral,1,20
16849,lizol disinfectant cleaner floral 2ltr pet,1,20
16850,lizol disinfectant cleaner floral 5ltr can,1,20
16851,citrus disinfectant in lizol,1,20
16852,floral disinfectant in lizol,1,20
16853,jasmin disinfectant in lizol,1,20
16854,lavender disinfectant in lizol,1,20
16855,pine cleaner disinfectant in lizol,1,20
16856,disinfectant spray,1,20
16857,dishwash liquid in pril,1,20
16858,lime disinfectant in aro,1,20
16859,disinfectant surface cleaner 500ml bt,1,20
16860,disinfectant surface cleaner 975ml bt,1,20
16861,disinfectant surface cleaner 200ml bt,1,20
16862,disinfectant surface cleaner 1ltr bt,1,20
16863,disinfectant surface cleaner 2ltr bt,1,20
16864,jasmine surface cleaner in aro 5l can,1,20
16865,lime surface cleaner in aro 5l can,1,20
16866,pine surface cleaner in aro 5l can,1,20
16867,glass cleaner spary in colin,1,20
16868,disinfectant cleaner in uts,1,20
16869,colin glass cleaner,1,20
16870,colin glass cleaner spray 250ml,1,20
16871,colin glass cleaner spray 500ml,1,20
16872,glass cleaner,1,20
16873,glass cleaner in aro,1,20
16874,glass cleaner in stop o,1,20
16875,glass cleaner in luxor,1,20
16876,glass cleaner 500ml,1,20
16877,glass cleaner 2ltr pet bt,1,20
16878,glass cleaner 5ltr can ,1,20
