id,store_id,cover,name,images,original_price,sell_price,discount,kind,cate_id,sub_cate_id,in_home,is_single,have_gram,gram,have_kg,kg,have_pcs,pcs,have_liter,liter,have_ml,ml,descriptions,key_features,disclaimer,exp_date,type_of,in_stoke,rating,total_rating,status,in_offer,variations_types,size,tax_class,tags,hsn_code,brand_id
425713,49,425713.jpeg,Breathe Ez N95 Respirator Mask 10 N,"[""425713.jpeg""]",1000,125,88,-1,6,107,1,1,0,0,0,0,1,1,0,0,0,0,,,,20-12-2050,0,0,5,4,1,0,[],0,12,4797|5419|4963|5420|5421,0,997
425712,49,425712.jpeg,Breathe EZ 50 3PLP Face Mask 50 Pieces,"[""425712.jpeg""]",500,125,75,-1,6,107,1,1,0,0,0,0,1,1,0,0,0,0,,,,20-12-2050,0,0,5,4,1,0,[],0,12,4797|5419|4963|5420|5421,0,997
