id,original_price,sell_price,stocks,variations_types,size
387347,149,105,100,[],0
403966,115,81,100,[],0
404010,145,124,100,[],0
404011,360,306,100,[],0
422858,290,261,100,[],0
415542,80,68,100,[],0
364842,399,340,100,[],0
415544,75,64,100,[],0
