id,brand_id
101030,272
101165,762
101584,561
101735,611
103551,267
106599,468
106600,468
107800,327
107803,327
118009,46
134149,292
140873,652
149353,327
149354,327
151059,320
152329,272
167976,46
181118,616
189221,508
198934,508
199522,292
200327,616
204442,780
206182,467
212128,741
212130,741
215595,741
221234,480
224591,327
228408,267
228623,741
229156,652
230745,161
232729,660
245525,662
246794,46
249154,438
249155,438
254193,762
255176,681
255179,681
255210,255
259099,287
260936,438
261308,272
261328,272
263716,134
263721,134
263727,438
263737,311
263740,438
263753,438
263760,311
263762,438
263778,134
263805,311
263813,44
263819,160
263838,762
263939,506
263958,160
263973,311
263975,311
263985,784
263987,784
264009,762
264019,456
264677,645
264720,656
264746,16
264786,656
264971,456
264972,456
265178,664
265611,438
266942,652
266945,741
266951,741
266952,161
266953,741
266954,161
266962,797
266967,797
266969,797
266981,652
266984,16
266988,652
267006,202
267011,741
267012,652
267525,616
267533,616
267540,320
267639,561
267642,237
267698,44
268688,292
268759,551
268761,551
268762,286
269256,616
270222,311
270223,311
271379,183
273561,784
273562,784
274068,664
274183,662
274769,16
274775,438
275236,46
275243,46
275244,46
275246,46
275247,46
275253,46
275802,287
276653,46
277101,19
277136,46
277138,46
277139,46
277140,46
277141,46
277142,46
277143,46
277144,46
277148,46
277149,46
277151,46
277152,46
277153,46
277154,46
277157,46
277159,46
277463,320
277853,616
280085,779
280173,311
281366,652
281394,438
281395,438
281397,202
281497,652
283851,762
284699,46
285250,161
285704,161
286393,508
286499,480
286560,779
287732,867
288139,741
289210,134
289213,134
290381,741
290383,741
290394,202
290707,557
290719,557
290727,557
290729,557
290730,557
291038,170
291044,170
291046,170
292645,561
293693,598
293694,598
293695,598
293700,598
294222,561
294445,46
294446,46
298221,599
298258,797
298290,311
299009,46
299167,561
299464,741
299468,652
299469,652
301306,561
302601,320
305539,161
305831,267
305908,394
305909,277
305910,394
305913,394
305920,277
305921,277
305922,394
305924,394
305925,394
305926,506
305927,277
305928,394
305931,277
305933,394
305938,394
305940,394
306001,797
306039,24
306042,24
306135,741
306703,652
307170,19
307195,797
308847,44
310356,551
310362,551
310363,551
310365,551
310366,551
310367,551
310368,551
312184,272
316401,506
316403,506
319604,751
320254,286
320255,286
320256,286
320261,292
320262,327
320263,292
321323,46
321324,46
321325,46
321808,24
321951,46
322761,255
322772,255
322773,255
322774,255
322775,255
322776,255
322777,255
322778,255
322779,255
323096,46
323794,19
323812,551
324047,46
324300,561
324304CB,561
324307,561
324403,868
326305,762
326636,161
327909,272
329001,438
329310,681
331904,272
331905,272
331910,784
332984,311
332985,311
333157,480
333182,277
334312,161
334321,869
337330,320
337331,320
337399,311
337452,311
337790,237
337951,267
338004,762
339007,673
339051,616
340099,456
340825,319
341381,797
341423,34
341424,34
342258,561
342652,59
344511,171
344512,170
344513,170
344515,170
344712,664
346188,46
347773,493
347777,493
347779,493
351401,616
351403,616
351583,750
352493,267
352983,320
353478,681
353874,681
354090,319
354096,319
354241,506
356608,46
356612,46
356613,46
357449,394
359360,719
359410,311
359478,286
359479,286
359481,286
359484,292
360074,46
360076,46
360764,19
362389,46
363553,741
364098,19
364385,870
364387,870
364389,870
365445,46
365690,681
365691,311
365693,311
366355,24
366507,267
369928,311
371046,161
371885,741
372404,493
372405,493
372406,493
373471,161
373518,762
374352,44
374805,255
375107,480
375110,19
375260,561
376779,762
377184,709
377186,709
377551,286
377800,584
377802,584
377828,691
377829,691
377838,44
377839,44
378243,320
378244,616
378407,327
378408,327
378781,255
379195,255
379196,255
379197,255
379198,255
379199,255
380023,292
380024,292
381164,292
381420,681
381421,286
381422,286
381423,286
381739,691
382406,393
383074,551
383076,551
383246,19
383251,187
383979,808
384429,19
385320,255
385321,255
386116,493
386117,493
386221,46
386222,46
386223,46
386797,751
388131,46
388204,405
388206,741
388856,741
388857,741
389489,681
389996,762
389997,762
390110,44
390198,292
390199,292
391031,808
391033,161
393204,277
393574,438
393575,438
393576,438
393583,438
393714,680
393715,680
393716,681
393724,680
393726,680
397073,286
397379,161
397380,741
397382,741
397661,584
397662,584
397664,584
398909,44
398911,551
399059,506
399060,71
399061,71
399357,762
399709,311
400006,652
400008,645
400458,71
400461,71
401090,19
401454,681
402096,741
402097,741
402098,703
402187,703
402461,681
402987,719
402989,719
402990,719
402991,719
402992,719
402996,719
404109,673
404482,741
404483,741
404486,202
404795,271
404840,311
404844,311
404846,311
405232,762
405307,255
405873,762
406004,202
408176,311
408701,292
408702,292
408704,273
408705,273
409639,480
409649,277
409710,536
409715,536
410298,438
410300,438
410315,327
410851,684
411019,24
411628,438
411629,438
411965,549
411969,549
412272,632
412318,762
413228,678
413314,500
413731,652
413732,652
413910,44
413911,44
413912,44
413913,44
413914,44
413915,44
413926,202
413967,237
413970,616
414045,783
414112,145
414847,721
414848,721
415114,493
415138,175
415311,168
415316,374
415317,374
415569,500
415749,523
415752,57
415760,438
415761,202
415762,664
415764,774
416447,57
416645,44
417965,311
418073,311
422302,838
423585,311
118009,46
