id,brand_id
HC000007-HDM,329
HC000007-LAP,329
HC000008-HDM,329
HC000008-LAP,329
HC000009-HDM,329
HC000010-CHG-WHT,329
HC000010-HDM,329
HC000012-CBL,329
HC000012-HDM,329
HC000022-CBL,329
HC000023-CBL,329
HC000024-CBL,329
HC000025-CBL,329
HC000032-CBL,329
HC000033-CBL,329
HC000034-CBL,329
HC000035-CBL,329
HC000036-CBL,329
HC00004-PBK-BLK,329
HD1134/28,593
HD1182/28,593
HD205II,685
HD2393/99,593
HD2582/00,593
HD2583/90,593
HD280PRO,685
HD450BT-BK,685
HD4920/00,593
HD4929/01,593
HD4938/01,593
HD9218,593
HEV-001,313
HEV-002,313
HEV-003,313
HEV-005,313
HEV-006,313
HEV-007,313
HEV-008,313
HEV-009,313
HEV-012,313
HEV-013,313
HEV-014,313
HEV-015,313
HEV-016,313
HEV-018,313
HEV-021,313
HEV-022,313
HI108/01,593
HI113/28,593
HI114/28,593
HL1606/03,593
HL1631/00,593
HL1631/02,593
HL1632/00,593
HL1643/04,593
HL1643/06,593
HL1655/00,593
HL1661/00,593
HL1663/00,593
HL7555/00,593
HL7576/00,593
HL7577,593
HL7578,593
HL7579,593
HL7581,593
HL7699/00,593
HL7701/00,593
HL7707,593
HL7715/00,593
HL7756-02,593
HL7756/00,593
HL7760,593
HL7763,593
HN-01,593
HR1350/90,593
HR1351/90,593
HR1363/04,593
HR1887,593
HR2771/28,593
HR2774/28,593
HR2775/28,593
HR3705/10,593
HTL1045,593
HX3212-61,593
HX3214-11,593
JBLENDURJUMPBLK,355
JBLT110BLK,355
JBLT110BTBLK,355
JBLT210BLK,355
JBLT290BLK,355
JBLT500BTBLU,355
JBLT600BTNCBLK,355
KDN30UL30I,99
KDN30UV30I,99
KDN42UL30I,99
KGSFRE06GP8VGNDSE,377
KGSFRE10GP8HGNDSE,377
KGSFRE10GP8VGNDAG,377
KGSFRE15GP8HGNDSE,377
KGSFRE15GP8VGNDAG,377
KGSFRE15GP8VGNDSE,377
KGSFRE25GP8VGNDAG,377
KGSFRE25GP8VGNDSE,377
KGSSPL25MP8VGNDSE,377
KGSSPR10BP8VGNDSE,377
KGSSPR25BP8VGNDSE,377
KGSSTA15WM8VGNDSE,377
KGSSTA25WM8VGNDSE,377
KGTATP03WP8V3KDSE,377
KGTJAN03NP8V3KDSE,377
KHS20W1PDBH,377
KJNUP45W2PDJS,377
KKB10C3PDBH,377
KKEST18C1SCID,377
KKKAL18C1PCID,377
KKOLL05C1SCLW,377
KKOLL10C1SCLW,377
KMMAX55W3SDJS,377
KMMIC50N3SDBB,377
KMMIX50N3SDBB,377
KMSPA50K3SDJS,377
KMSPI50Y3SDES,377
KMSTA60V3PDBF,377
KNACX75O1PDBM,377
KNALL10G1PDBM,377
KNARD10V1PDRG,377
KNBIG10W1PDBM,377
KNFER10W1PDBM,377
KNGLP10W1MDBM,377
KNGRA12B2PDBM,377
KNSAT10P1PDBM,377
KNSTI14W2PDBM,377
KNZES10B1PDBM,377
KNZES10R1PDBM,377
KNZES10T1PDBM,377
KTG02KGPDBH,377
KTY02KSSDBH,377
LIVE 200BT,355
Live 400BT,355
Live 500BT,355
Live 650BT,355
LTG-1,93
LTG-2,93
MAR-002,464
MAR-003,464
MAR-004,464
MAR-005,464
MAR-006,464
MDR-AS210,705
MDR-AS210AP,705
MDR-AS410AP,705
MDR-EX15AP,705
MDR-EX255AP,705
MDR-XB450,705
MDR-XB450AP,705
MDR-XB510AS,705
MDR-XB550AP,705
MDR-XB55AP,705
MDR-XB75AP,705
MDR-ZX110,705
MDR-ZX110AP,705
MESM500W,99
MESM731M,99
MG - 149,609
MG - 218,609
MG2853,782
MGM4341RIN,99
MGM6642WIN,99
MGM8842MIN,99
MMS2200B,593
MMS2220B,593
MMS2580B,593
MMS2625B,593
MMS6080B,593
MMS8085B,593
MOKM20GSCNMGZ,377
MR-1,93
MSM67190,99
NATLOXY,627
Party-Pal-20,93
PC3Chat,685
PC8USB,685
PGN031,595
PGN047,595
PGN049,595
PGN065,595
PGN067,595
PGN078,595
PGN084,595
PGN086,595
PGN104,595
PGN106,595
PGN107,595
PGN114,595
PGN124,595
PGN126,595
PIG12136,595
PIG12331,595
PIG12333,595
PIG12382,595
PIG12424,595
PIG12425,595
PIG12453,595
PIG12584,595
PIG298,595
PRO6105BK,593
PSM-1,20
PW-18,26
QC3-2,93
QC3-3,93
Rockerz 610,93
RUG-1,93
RUN BT,355
S1 Pro,801
SBFM02,362
SCF870,593
SDCFE-064G-GN4IN,672
SDCFE-128G-GN4IN,672
SDCFSP-064G-G46D,672
SDCFSP-128G-G46D,672
SDCFSP-256G-G46D,672
SDCFSP-512G-G46D,672
SDCFXPS-032G-X46,672
SDCFXPS-064G-X46,672
SDCFXPS-128G-X46,672
SDCFXPS-256G-X46,672
SDCFXSB-032G-G46,672
SDCFXSB-064G-G46,672
SDCFXSB-128G-G46,672
SDCZ48-016G-I35,672
SDCZ48-064G-I35,672
SDCZ48-128G-I35,672
SDCZ48-256G-U46,672
SDCZ50-016G-I35,672
SDCZ50-032G-I35,672
SDCZ50-064G-I35,672
SDCZ50-128G-I35,672
SDCZ71-016G-I35,672
SDCZ71-032G-I35,672
SDCZ73-032G-I35,672
SDCZ73-064G-I35,672
SDCZ73-128G-I35,672
SDCZ73-256G-I35,672
SDDD3-016G-I35,672
SDDD3-032G-I35,672
SDDD3-064G-I35,672
SDDD3-128G-I35,672
SDDD3-256G-G46,672
SDDDC3-032G-I35,672
SDDDC3-064G-I35,672
SDDDC3-128G-I35,672
SDDDC3-256G-I35,672
SDDDC4-032G-I35,672
SDDDC4-064G-I35,672
SDDDC4-128G-I35,672
SDDDC4-1T00-I35,672
SDDDC4-256G-I35,672
SDDDC4-512G-I35,672
SDIX30N-032G-PN6NN,672
SDIX30N-064G-PN6NN,672
SDIX40N-032G-GN6NN,672
SDIX40N-064G-GN6NN,672
SDIX40N-128G-GN6NN,672
SDIX60N-128G-GN6NE,672
SDIX60N-256G-GN6NE,672
SDSDQM-016G-B35,672
SDSDQM-032G-B35,672
SDSDUNB-016G-GN3IN,672
SDSDUNB-032G-GN3IN,672
SDSDUNB-064G-GN3IN,672
SDSDUNR-032G-GN6IN,672
SDSDUNR-064G-GN6IN,672
SDSDUNR-128G-GN6IN,672
SDSDXPK-032G-GN4IN,672
SDSDXPK-064G-GN4IN,672
SDSDXPK-128G-GN4IN,672
SDSDXV5-128G-GNCIN,672
SDSDXV5-256G-GNCIN,672
SDSDXV6-064G-GNCIN,672
SDSDXXG-032G-GN4IN,672
SDSDXXY-064G-GN4IN,672
SDSDXXY-128G-GN4IN,672
SDSDXXY-1T00-GN4IN,672
SDSDXXY-256G-GN4IN,672
SDSDXXY-512G-GN4IN,672
SDSQQNR-128G-GN6MA,672
SDSQUAR-016G-GN6MN,672
SDSQUAR-032G-GN6MN,672
SDSQUAR-064G-GN6MN,672
SDSQUAR-128G-GN6MN,672
SDSQUAR-256G-GN6MN,672
SDSQUAR-400G-GN6MN,672
SDSQXA1-128G-GN6MN,672
SDSQXA1-1T00-GN6MN,672
SDSQXA1-256G-GN6MN,672
SDSQXA1-400G-GN6MN,672
SDSQXA1-512G-GN6MN,672
SDSQXA2-064G-GN6MN,672
SDSQXCY-064G-GN6MN,672
SDSQXCY-128G-GN6MN,672
SDSSDE60-1T00-G25,672
SDSSDE60-250G-G25,672
SDSSDE60-2T00-G25,672
SDSSDE60-500G-G25,672
SDSSDE80-1T00-G25,672
SDSSDE80-2T00-G25,672
SDSSDE80-500G-G25,672
SHB1008,593
SHB1603,593
SHB1805BK,593
SHB2505,593
SHB3595BK,593
SHB4305BK,593
SHB4405BK,593
SHE1505,593
SHE2305BK,593
SHE2405BK,593
SHE3555BK,593
SHE3555BL,593
SHE4305BK,593
SHM1900,593
SMS66GI01I,99
SN95,683
SPA4040B,593
SPA5128B,593
SPA5162B,593
SPA5190B,593
SPA8000B,593
SPA9080B,593
SPK7404,593
SRS-XB01,705
SRS-XB12,705
SRS-XB23,705
SRS-XB32,705
SRS-XB33,705
SRS-XB43,705
Stone 1401,93
Stone 210,93
SUJ001,727
SUJ002,727
SUJ003,727
SUJ004,727
SUJ005,727
SUJ006,727
SUJ007,727
SUJ009,727
SUJ010,727
SWV1438BN,593
SWV9442A,593
SWV9443A,593
SWV9446A,593
SYS001,746
SYS002,746
SYS003,746
SYS004,746
SYS005,746
SYS006,746
SYS007,746
SYS008,746
SYS009,746
SYS010,746
SYS011,746
SYS012,746
SYS013,746
SYS014,746
SYS015,746
SYS019,746
SYS020,746
SYS023,746
SYS027,746
SYS028,746
SYS029,746
SYS032,746
SYS033,746
SYS034,746
SYS035,746
SYS047,746
SYS048,746
SYS049,746
SYS050,746
SYS051,746
SYS052,746
SYS053,746
SYS060,746
SYS061,746
SYS071,746
SYS072,746
SYS073,746
SYS074,746
SYS076,746
SYS080,746
SYS081,746
SYS191,746
T-140,771
T205BT,355
T50HI,355
TAPB603,593
TAPH805BK,593
TAPN402BK,593
TAPN505BK,593
TASH402BK,593
TAUH202BK,593
TAUT102BK,593
Ujjwal Plus,593
UVC_box-15l,593
UVC_box-30l,593
V19_8+128,801
V19_8+256,801
V20_8+128,801
V20_SE,801
VPD-18,389
WAK2006HIN,99
WAK2006WIN,99
WAK20166IN,99
WAK2016DIN,99
WAK20265IN,99
WAK20267IN,99
WAK2416SIN,99
WAT2846WIN,99
WDBKVX0010PSLWESN,807
WDBKVX0020PSLWESN,807
WDBKVX2560PSLWESN,807
WDBKVX5120PSLWESN,807
WDBMCG0020BBTWESN,807
WDBMCG5000ABTWESN,807
WF-1000XM3,705
WF-SP800N,705
WF-XB700,705
WG-905,609
WH - 21220,809
WH - 21249,809
WH - 21355,809
WH - 30132,809
WH - 30133,809
WH - 30160,809
WH - 30174,809
WH - 30197,809
WH - 30199,809
WH - 30200,809
WH - 30206,809
WH - 30211,809
WH - 30212,809
WH - 30235,809
WH - 31281,809
WH - 31322,809
WH - 31373,809
WH - 31375,809
WH - 71592,809
WH - 71595,809
WH - 71596,809
WH - 71610,809
WH - 71625,809
WH - 71628,809
WH - 71629,809
WH - 71631,809
WH - 71635,809
WH - 71651,809
WH - 71765,809
WH - 71771,809
WH - 71828,809
WH - 71845,809
WH - 71862,809
WH - 71865,809
WH - 71866,809
WH - 71900,809
WH-21197,809
WH-21198,809
WH-21204,809
WH-21206,809
WH-21207,809
WH-30199,809
WH-30200,809
WH-30211,809
WH-31373,809
WH-31375,809
WH-41219,809
WH-41220,809
WH-50046,809
WH-50047,809
WH-61017,809
WH-61018,809
WH-61019,809
WH-61021,809
WH-71592,809
WH-71596,809
WH-71597,809
WH-CH400,705
WH-CH510,705
WH-CH710N,705
WH-H910N,705
WH-XB700,705
WHCH510,705
WHXB900N,705
WI-1000XM2,705
WI-C310,705
WI-C400,705
WI-C600N,705
WI-SP510,705
WI-XB400,705
WIC200,705
WIC310,705
WIC600N,705
WIXB400,705
WI_SP510,705
WM10K161IN,99
WM14T461IN,99
WOA126X0IN,99
WOE654W0IN,99
WOE654Y0IN,99
WOE704W0IN,99
WOE704Y1IN,99
X50_8+128,801
X50_8+256,801
X50_Pro,801
Y11,801
Y50,801
