id,brand_id
0601072HF2,99
0601072RK0,99
06011A15F3,99
06011A95F1,99
06012161F4,99
06012161F8,99
06012161FD,99
06012161FK,99
06012161FL,99
06012171F6,99
06012171F8,99
06012240F0,99
06012980F0,99
06012A70F1,99
060137505F,99
06013875F2,99
06013930F1,99
06013931F1,99
06013940F0,99
06013940F2,99
06013960F0,99
06013A02F0,99
06014775F0,99
06015A80F0,99
06016B30F0,99
06018242F1,99
06018B70F0,99
060194D0F0,99
06019804F5,99
06019805F0,99
06019G80F0,99
06019G80F1,99
06019G81K2,99
06019H20F0,99
06019H21L1,99
10W Smart Bulb,593
11001,60
122105_113,552
122106_113,552
122107_113,552
12W Inverter bulb,593
32PHT4233S,593
32PHT5505,593
32PHT5813S,593
40011375338N,782
40011377126N,782
40011377332N,782
40011LX600N,782
40015374026N,782
40015377233N,782
40562,615
40563,615
40565,615
408001080052N,782
41202,615
41213,615
41215,615
4122116020NS,782
41221370234N,782
41221371034N,782
41221380246N,782
41221381051N,782
4122533021N,782
4122533022N,782
4122545700N,782
4123134025N,782
41245381642N,782
41303,615
41319,615
41320,615
41331,615
41337,615
41343,615
41353,615
41356,615
41360,615
41363,615
41366,615
41371,615
41372,615
41380,615
41388,615
41394,615
41407,615
41598,615
41633,615
41634,615
41767,615
41911,615
41915,615
41935,615
41944,615
41949,615
41950,615
41953,615
41959,615
41960,615
41963,615
41966,615
41969,615
41970,615
41971,615
42307,615
42308,615
42310,615
42502,615
42610,615
42652,615
42655,615
42656,615
42701,615
42702,615
42705,615
42795,615
42796,615
42797,615
440216,60
49002,615
49003,615
49008,615
49022,615
50PUT6604,593
58PUT6604,593
601169055,99
611250755,99
611251755,99
611253755,99
70PUT6704,593
99496,615
99497,615
9W Inverter Bulb,593
A3902J21,707
A4-1,93
Aavante Bar 1280,93
AC0817,593
AC1217,593
AC2958-63,593
AC3059-65,593
ACGIH-IHL101,169
ACGIH-IHL102,169
ACGIH-IHL104,169
ACGIH-IHL151,169
ACGIH-IHL152,169
ACGIH-IHL154,169
ACGIH-IHL201,169
ACGIH-IHL251,169
ACPUWP,232
AERUM,232
AGO,232
Airdopes-443,93
Airdops-203,93
AIWH-3LRPIDJT3KW5Y,169
AIWH-3LSOLNEO3KW5Y,169
AMUWP,232
ASSU,232
ASWH-1810,169
ASWH-1815,169
ASWH-1825,169
ASWH-1910SHz,169
ASWH-1915SHz,169
ASWH-1925SHz,169
ASWH-2010,169
ASWH-2015,169
ASWH-2025,169
ASWH-2415,169
ASWH-2425,169
ASWH-2735,169
ASWH-2750,169
ASWH-3006,169
ASWH-3010,169
ASWH-3015,169
ASWH-3025,169
ASWH1310-WHT/BLU,169
ASWH1315-WHT/BLU,169
ASWH1325-WHT/BLU,169
ASWH1606,169
ASWH1610,169
ASWH1615,169
ASWH1625,169
AUX-1,93
Bassheads 110,93
BN-003,93
BN-004,93
BN-006,93
BN-009,93
BN-026,93
BN-033,93
BRE235,593
BRE245,593
BT2505A,593
BT3901A,593
BT3901B,593
BT51B,593
BT60BK,593
BT6620,593
BZ-R6,86
CCI-1,20
CX150BT-WT,685
CX180,685
CX3RED,685
CX80S,685
DLC2508B,593
DLC2508F,593
DLC2508G,593
DLC2518B,593
DLC2528N,593
DLP1710,593
DLP1710CB/97,593
DLP1720,593
DLP6006,593
DLP6006B,593
DLP6006N,593
DLP8006U,593
ECO-1,217
ECO-2,217
EN-01,593
FC9352,593
FCVC,232
FESCVC,232
FHCNISTBCU48,313
FHSSWSTOWH16,313
FHTSWLXCHR16,313
FLV,232
FNKCATPB3B90SDAG,377
FNKCATPB3BV01DAG,377
FNKCATPI3B12SDAG,377
FNKCATPI3B90SDAG,377
FNKCATPW3B90SDAG,377
FNKCATPW3BV01DAG,377
FNKCCOAB3B12ADAG,377
FNKCGLAB3B12SDAG,377
FNKCGLAB3B90SDAG,377
FNKCGLAB4B60SDAG,377
FNKCGLAI3B12SDAG,377
FNKCGLAI3B90SDAG,377
FNKCGLAW3B12SDAG,377
FNKCGLAW3B90SDAG,377
FNKCKLAB3D12SDST,377
FNKCSPAW3S12SDST,377
FNKEFREW5B20SDST,377
FNKEFREW5B25SDST,377
FNKEFREW5H20SDST,377
FNKEFREW6B15SDST,377
FNKEFREW6H15SDST,377
FNKEFRJW6H15SDST,377
FNKEFUMG3B30SDST,377
FNKEFUMG3H22SDST,377
FNKPARDL3H40SDST,377
FNKTTAVG3B40SDST,377
FNKTTAVL3H40SDST,377
FNKWSTIG3B40SDST,377
FNKWSTIL3H40SDST,377
FQCDX,232
FTNVC,232
FTWD,232
FVVC,232
GC101/02,593
GC1015,593
GC1022/40,593
GC1028/20,593
GC157/02,593
GC158/02,593
GC181/80,593
GC1905/21,593
GC1920/28,593
GC2996,593
GC300,593
GC3920,593
GC523,593
GFCDELTVC00000,436
GFCDFCARC00000,232
GFCDFVOGUE0000,803
GFCDSUPLIT0000,738
GFCDTNDZIP0000,836
GHFJMBXK050,722
GHFMGBNV075,313
GNM001,294
GNM002,294
GNM003,294
GWPDAMRIT00003,232
GWPDASAOT00000,232
GWPDPITCH00002,51
GWPDPPFMCBLK00,43
GWPDXTUFF00000,819
HC000001-ADP-BLK,329
HC000001-HDM,329
HC000002-ADP-WHT,329
HC000003-ADP-WHT,329
HC000003-HDM,329
HC000004-ADP-BLK,329
HC000005-ADP-WHT,329
HC000005-SRG,329
HC000006-ADP-BLK,329
HC000006-HDM,329
HC000006-LAP,329
