id,name,status,sub_cate_id
16661,airwick in household,1,51
16662,alfa in household,1,51
16663,all out in household,1,51
16664,ambi pur in household,1,51
16665,bacto in household,1,51
16666,bambi cleaner in household,1,51
16667,baygon in household,1,51
16668,clean mate in household,1,51
16669,ciphands in household,1,51
16670,colin in household,1,51
16671,comfort in household,1,51
16672,crew in household,1,51
16673,dheepam in household,1,51
16674,domex in household,1,51
16675,exo in household,1,51
16676,gangajal in household,1,51
16677,garnier in household,1,51
16678,giffy in household,1,51
16679,glade in household,1,51
16680,good knight in household,1,51
16681,harpic in household,1,51
16682,haldi in household,1,51
16683,hem in household,1,51
16684,henko in household,1,51
16685,hit in household,1,51
16686,keepsafe in household,1,51
16687,kite in household,1,51
16688,knock in household,1,51
16689,kylo in household,1,51
16690,lizol in household,1,51
16691,luxor in household,1,51
16692,mangaldeep in household,1,51
16693,maxo in household,1,51
16694,maya in household,1,51
16695,minda in household,1,51
16696,moksh in household,1,51
16697,mortein in household,1,51
16698,mr muscle  in household,1,51
16699,mr.white in household,1,51
16700,neko in household,1,51
16701,nimyle in household,1,51
16702,oath in household,1,51
16703,omkar in household,1,51
16704,paper in household,1,51
16705,pitambari in household,1,51
16706,pril in household,1,51
16707,rangeela in household,1,51
16708,revive in household,1,51
16709,rin in household,1,51
16710,robin in household,1,51
16711,royal in household,1,51
16712,sabena in household,1,51
16713,safe wash in household,1,51
16714,sani fresh in household,1,51
16715,savlon in household,1,51
16716,scotch brite in household,1,51
16717,shubh in household,1,51
16718,shubhkart in household,1,51
16719,soft in household,1,51
16720,softouch in household,1,51
16721,spontex in household,1,51
16722,sterinol in household,1,51
16723,stop o in household,1,51
16724,surf excel in household,1,51
16725,taski r6 in household,1,51
16726,tri active in household,1,51
16727,ula in household,1,51
16728,uts in household,1,51
16729,vanish in household,1,51
16730,vim in household,1,51
16731,wheel active in household,1,51
16732,wipro in household,1,51
