id,name
144395,"Colgate Strong Teeth Toothpaste (44 g, Pack Of 12)"
252874,"Colgate Zig Zag Medium Toothbrush (1Pc, Pack Of 6) 2 Free"
285681,"Colgate Strong Teeth Toothpaste (17g, Pack Of 12)"
304493,Lux Best Ever Velvet Touch Bathing Soap 150 g (Pack Of 3)
306184,Liril Lemon and Tea Tree Oil Bathing Soap 125 g
320315,Colgate Kids 6+ Strawberry Toothpaste 18 g
320350,Nivea Waterlily and Oil Shower gel 44g
327758,Colgate Active Salt Healthy White Toothpaste 120g+120g
375176,Patanjali Saundarya Aloe Vera gel 180 ml Pk 24
378177,Vivel Aloe Vera Bathing Soap(150 g x 5)
382114,Colgate Gentle Sensitive Ultrasoft Toothbrush 4 Pc
398188,Oral-B Charcoal Sensitive Toothbrush Buy2 Get1 Free
399021,Oral-B Anti-Plaque Toothbrush Buy2 Get2 Free
399219,Patanjali Dant Kanti Regular Toothpaste 200g+200g+100g
399220,Oral-B 123 Cvty Defense Soft 6S Toothbrush
400822,Colgate Total Advance Health Toothpaste 120+65g
402622,Oral-B Anti-Plaque with Neem Toothbrush Buy2 Get2 Free
404907,Chandrika Hand Wash 215Ml Buy1 Get1 Free
408737,Fiama Hand Wash Happy 350 ml Pouch
412266,Axe Shower Gel Pease 250 ml
417411,Savalon Body Wash Hexa Adv Milk Protin 200 Ml
