id,store_id,cover,name,images,original_price,sell_price,discount,kind,cate_id,sub_cate_id,in_home,is_single,have_gram,gram,have_kg,kg,have_pcs,pcs,have_liter,liter,have_ml,ml,descriptions,key_features,disclaimer,exp_date,type_of,in_stoke,rating,total_rating,status,in_offer,variations_types,size,tax_class,tags,hsn_code,brand_id
427075,49,427075.jpeg,Alfa Aluminium Foil 72M*300Mm,"[""427075.jpeg""]",599,529,12,-1,7,114,1,1,0,0,0,0,1,1,0,0,0,0,,,,20-12-2050,0,1,5,4,1,0,[],0,18,13927|5313|5314|5325,0,18
408750,49,408750.jpeg,Amul Camel Milk 200Ml Pet,"[""408750.jpeg""]",25,24,4,1,3,32,1,1,0,0,0,0,0,0,0,0,1,200,,,,20-12-2050,0,1,5,4,1,0,[],0,5,13244|13245|13371|5326|186|185,0,31
417554,49,417554.jpeg,Amul Cheese Sauce Green Chutney 200G,"[""417554.jpeg""]",80,78,3,1,3,32,1,1,1,200,0,0,0,0,0,0,0,0,,,,20-12-2050,0,1,5,4,1,0,[],0,12,13244|13245|13371|188|186|185,0,31
417555,49,417555.jpeg,Amul Cheese Sauce Jalapeno 200G,"[""417555.jpeg""]",80,78,3,1,3,32,1,1,1,200,0,0,0,0,0,0,0,0,,,,20-12-2050,0,1,5,4,1,0,[],0,12,13244|13245|13371|188|186|185,0,31
417557,49,417557.jpeg,Amul Cheese Sauce Pizza 200G,"[""417557.jpeg""]",80,78,3,1,3,32,1,1,1,200,0,0,0,0,0,0,0,0,,,,20-12-2050,0,1,5,4,1,0,[],0,12,13244|13245|13371|188|186|185,0,31
417014,49,417014.jpeg,Amul Cheese Spread Creami 180G,"[""417014.jpeg""]",90,88,3,1,3,32,1,1,1,180,0,0,0,0,0,0,0,0,,,,20-12-2050,0,1,5,4,1,0,[],0,12,13244|13245|13371|188|186|185,0,31
398543,49,398543.jpeg,Amul Diced Cheese Blend 1Kg,"[""398543.jpeg""]",470,446,6,1,3,32,1,1,0,0,1,1,0,0,0,0,0,0,,,,20-12-2050,0,1,5,4,1,0,[],0,12,13244|13245|13371|188|186|185,0,31
412259,49,412259.jpeg,Amul Lite Bread Spread 500G,"[""412259.jpeg""]",195,185,6,1,3,32,1,1,1,500,0,0,0,0,0,0,0,0,,,,20-12-2050,0,1,5,4,1,0,[],0,12,13244|13245|13371|5327|186|185,0,31
128462,49,128462.jpeg,Amul Mozzarella Pizza Cheese 200G,"[""128462.jpeg""]",104,101,3,1,3,32,1,1,1,200,0,0,0,0,0,0,0,0,,,,20-12-2050,0,1,5,4,1,0,[],0,12,13244|13245|13371|188|186|185,0,31
415538,49,415538.jpeg,Amul Pizza Garlic 170G,"[""415538.jpeg""]",110,97,12,1,3,32,1,1,1,170,0,0,0,0,0,0,0,0,,,,20-12-2050,0,1,5,4,1,0,[],0,12,13244|13245|13371|5328|186|185,0,31
415539,49,415539.jpeg,Amul Pizza Margherita 170G,"[""415539.jpeg""]",110,97,12,1,3,32,1,1,1,170,0,0,0,0,0,0,0,0,,,,20-12-2050,0,1,5,4,1,0,[],0,12,13244|13245|13371|5329|186|185,0,31
417560,49,417560.jpeg,Amul Safed Makkan 500G,"[""417560.jpeg""]",245,240,3,1,3,32,1,1,1,500,0,0,0,0,0,0,0,0,,,,20-12-2050,0,1,5,4,1,0,[],0,12,13244|13245|13371|5330|186|185,0,31
338146,49,338146.jpeg,Aro Aluminium Foil 72M* 300Mm 11 Micron,"[""338146.jpeg""]",499,454,10,-1,7,114,1,1,0,0,0,0,1,1,0,0,0,0,,,,20-12-2050,0,1,5,4,1,0,[],0,18,13927|5313|13201|5325,0,46
369187,49,369187.jpeg,Aro Aluminium Foil 9M* 300Mm 11 Micron,"[""369187.jpeg""]",70,61,13,-1,7,114,1,1,0,0,0,0,1,1,0,0,0,0,,,,20-12-2050,0,1,5,4,1,0,[],0,18,13927|5313|13201|5325,0,46
402578,49,402578.jpeg,Aro Napkin 1Ply 100 N 30*30Cm,"[""402578.jpeg""]",60,40,34,-1,7,114,1,1,0,0,0,0,1,1,0,0,0,0,,,,20-12-2050,0,1,5,4,1,0,[],0,18,13927|5313|13201|5331|1007,0,46
402577,49,402577.jpeg,Aro Napkin 1Ply 50 N 32*32Cm,"[""402577.jpeg""]",40,32,20,-1,7,114,1,1,0,0,0,0,1,1,0,0,0,0,,,,20-12-2050,0,1,5,4,1,0,[],0,18,13927|5313|13201|5331|1007,0,46
402579,49,402579.jpeg,Aro Napkin 1Ply 80 N 27*30Cm,"[""402579.jpeg""]",60,48,20,-1,7,114,1,1,0,0,0,0,1,1,0,0,0,0,,,,20-12-2050,0,1,5,4,1,0,[],0,18,13927|5313|13201|5331|1007,0,46
402580,49,402580.jpeg,Aro Napkin 2Ply 50 N 30*30Cm (Pack Of 4),"[""402580.jpeg""]",247,200,20,-1,7,114,1,1,0,0,0,0,1,1,0,0,0,0,,,,20-12-2050,0,1,5,4,1,0,[],0,18,13927|5313|13201|5331|1007,0,46
284709,49,284709.jpeg,Aro Printed Tissue Napkin Institutional Pack 100 N 1Ply(Pack of 12),"[""284709.jpeg""]",599,437,28,-1,7,114,1,1,0,0,0,0,1,1,0,0,0,0,,,,20-12-2050,0,1,5,4,1,0,[],0,18,13927|5313|13201|5332|1007,0,46
284711,49,284711.jpeg,Aro Printed Tissue Napkins Soft 1Ply 100 N,"[""284711.jpeg""]",149,64,58,-1,7,114,1,1,0,0,0,0,1,1,0,0,0,0,,,,20-12-2050,0,1,5,4,1,0,[],0,18,13927|5313|13201|5332|1007,0,46
298980,49,298980.jpeg,Aro Tissue N Fold 200 N 1 Ply (Pack Of 5),"[""298980.jpeg""]",499,404,20,-1,7,114,1,1,0,0,0,0,1,1,0,0,0,0,,,,20-12-2050,0,1,5,4,1,0,[],0,18,13927|5313|13201|5333|1007,0,46
118382,49,118382.jpeg,Aro Tissue Napkin Institutional Pack 100 N (Pack of 12) 1Ply,"[""118382.jpeg""]",499,364,28,-1,7,114,1,1,0,0,0,0,1,1,0,0,0,0,,,,20-12-2050,0,1,5,4,1,0,[],0,18,13927|5313|13201|5333|1007,0,46
118156,49,118156.jpeg,Aro Tissue Napkin Soft 100 N (Pack of 12) 1Ply,"[""118156.jpeg""]",410,373,10,-1,7,114,1,1,0,0,0,0,1,1,0,0,0,0,,,,20-12-2050,0,1,5,4,1,0,[],0,18,13927|5313|13201|5333|1007,0,46
275241,49,275241.jpeg,Aro Tissue Napkins Institutional Pack 1Ply 100 N (Pack Of 6),"[""275241.jpeg""]",299,170,44,-1,7,114,1,1,0,0,0,0,1,1,0,0,0,0,,,,20-12-2050,0,1,5,4,1,0,[],0,18,13927|5313|13201|5333|1007,0,46
138461,49,138461.jpeg,Aro Tissue Rolls 350 N 2Ply (Pack of 6),"[""138461.jpeg""]",240,212,12,-1,7,114,1,1,0,0,0,0,1,1,0,0,0,0,,,,20-12-2050,0,1,5,4,1,0,[],0,18,13927|5313|13201|4992|1007,0,46
SB0099,49,SB0099.jpeg,Bat Fish,"[""SB0099.jpeg""]",843,581,32,0,9,57,1,1,0,0,0,0,0,0,0,0,0,0,,,,20-12-2050,0,1,5,4,1,0,[],0,0,4620|4624|5322|5184|4626|4627,0,851
300847,49,300847.jpeg,Bikaji All In One Kuch Kuch 1 Kg,"[""300847.jpeg""]",300,285,5,1,5,43,1,1,0,0,1,1,0,0,0,0,0,0,,,,20-12-2050,0,1,5,4,1,0,[],0,12,13150|13539|5299|12716,0,981
300791,49,300791.jpeg,Bikaji Bikaneri Bhujia 1 Kg,"[""300791.jpeg""]",300,243,19,1,5,43,1,1,0,0,1,1,0,0,0,0,0,0,,,,20-12-2050,0,1,5,4,1,0,[],0,12,13150|13539|5299|12716,0,981
369670,49,369670.jpeg,Biotique Bio Morning Nectar Visibly Flawless Wash 100Ml,"[""369670.jpeg""]",120,97,20,-1,6,49,1,1,0,0,0,0,0,0,0,0,1,100,,,,20-12-2050,0,1,5,4,1,0,[],0,18,13695|4859|5301|628,0,89
340483,49,340483.jpeg,Biotique Bio Neem Purifyingface Wash 100Ml,"[""340483.jpeg""]",120,97,20,-1,6,49,1,1,0,0,0,0,0,0,0,0,1,100,,,,20-12-2050,0,1,5,4,1,0,[],0,18,13695|4859|5301|628,0,89
340480,49,340480.jpeg,Biotique Bio Neem Purifyingface Wash 50Ml,"[""340480.jpeg""]",65,52,20,-1,6,49,1,1,0,0,0,0,0,0,0,0,1,50,,,,20-12-2050,0,1,5,4,1,0,[],0,18,13695|4859|5301|628,0,89
325570,49,325570.jpeg,Biotique Bio Wheat Germ Youthful Nourishing Night Cream 50Ml,"[""325570.jpeg""]",230,186,20,-1,6,49,1,1,0,0,0,0,0,0,0,0,1,50,,,,20-12-2050,0,1,5,4,1,0,[],0,18,13695|4859|5301|628,0,89
340482,49,340482.jpeg,Biotique Bio White Advanced Fairness Face Wash 100Ml,"[""340482.jpeg""]",120,97,20,-1,6,49,1,1,0,0,0,0,0,0,0,0,1,100,,,,20-12-2050,0,1,5,4,1,0,[],0,18,13695|4859|5301|628,0,89
340481,49,340481.jpeg,Biotique Bio White Advanced Fairness Face Wash 50Ml,"[""340481.jpeg""]",65,52,20,-1,6,49,1,1,0,0,0,0,0,0,0,0,1,50,,,,20-12-2050,0,1,5,4,1,0,[],0,18,13695|4859|5301|628,0,89
