id,have_gram,gram,have_kg,kg,have_pcs,pcs,have_liter,liter,have_ml,ml
SCF030-10,0,0,0,0,0,0,0,0,1,125
SCF030-20,0,0,0,0,0,0,0,0,1,125
SCF033-10,0,0,0,0,0,0,0,0,1,260
SCF033-20,0,0,0,0,0,0,0,0,1,260
SCF036-10,0,0,0,0,0,0,0,0,1,330
SCF036-20,0,0,0,0,0,0,0,0,1,330
SCF284,0,0,0,0,1,1,0,0,0,0
SCF330,0,0,0,0,1,1,0,0,0,0
SCF332,0,0,0,0,1,1,0,0,0,0
SCF355,0,0,0,0,1,1,0,0,0,0
SCF551,0,0,0,0,0,0,0,0,1,200
SCF553,0,0,0,0,0,0,0,0,1,260
SCF753,0,0,0,0,0,0,0,0,1,260
SCF755,0,0,0,0,0,0,0,0,1,340
SCF796,0,0,0,0,0,0,0,0,1,200
SCF798,0,0,0,0,0,0,0,0,1,260
SCF922,0,0,0,0,1,1,0,0,0,0
