nothing,id,store_id,cover,name,images,original_price,sell_price,discount,kind,cate_id,sub_cate_id,in_home,is_single,have_gram,gram,have_kg,kg,have_pcs,pcs,have_liter,liter,have_ml,ml,descriptions,key_features,disclaimer,exp_date,type_of,in_stoke,rating,total_rating,status,in_offer,variations_types,size,tax_class,tags,hsn_code
0,418720,49,418720.jpg,Marvel Premium tea 250g Pouch,"["""","""","""","""",""""]",150,150,0,1,4,36,0,0,1,250,0,0,0,0,0,0,0,0,,,,20/12/2050,0,1,5,4,1,0,[],0,18,12395|468,0
0,405891,49,405891.jpg,Marvel Yellow tea 500g,"["""","""","""","""",""""]",270,270,0,1,4,36,0,0,1,500,0,0,0,0,0,0,0,0,,,,20/12/2050,0,1,5,4,1,0,[],0,18,12395|468,0
0,385159,49,385159.jpg,Fine Life Black Pepper 500 g,"["""","""","""","""",""""]",555,315,43,1,2,27,0,0,1,100,0,0,0,0,0,0,0,0,,,,20/12/2050,0,1,5,4,1,0,[],0,5,10492|291,904
0,297720,49,297720.jpg,Aro Wheat Broken Daliya 1 kg,"["""","""","""","""",""""]",150,61,59,1,2,24,0,0,0,0,1,1,0,0,0,0,0,0,,,,20/12/2050,0,0,5,4,1,0,[],0,0,7958|247|256,1001
0,413833,49,413833.jpg,Lifebuoy Total Hand Santizer 5L,"["""","""","""","""",""""]",2000,1909,5,1,6,45,0,0,0,0,0,0,0,0,1,5,0,0,,,,20/12/2050,0,1,5,4,1,0,[],0,18,11779|769|591,3401
0,415403,49,415403.jpg,Himalaya pure Hands sanitizer 5l,"["""","""","""","""",""""]",2500,2500,0,1,6,45,0,0,0,0,0,0,0,0,1,5,0,0,,,,20/12/2051,0,1,5,4,1,0,[],0,18,12393|591,3402
0,413461,49,"413461,jpg",Aro Sanitizer 5l,"["""","""","""","""",""""]",2500,809,68,1,6,45,0,0,0,0,0,0,0,0,1,5,0,0,,,,20/12/2052,0,1,5,4,1,0,[],0,18,591|12394,3403
