id,name,status,sub_cate_id
16511,corn flour white,1,60
16512,corn flour in fresh,1,60
16513,corn flour in gourmet foods,1,60
16514,corn flour in bp,1,60
16515,corn flour in bp 1kg,1,60
16516,betty crocker vanilla cake mix 520g pack,1,60
16517,betty crocker pancake 250g,1,60
16518,vanilla cake mix 520g,1,60
16519,pancake mix 250g pack,1,60
16520,choco browin cake mix 425g pack,1,60
16521,conflour in blue bird 1kg pack,1,60
16522,choco browin cake mix in betty crocker,1,60
16523,custard powder 1kg pack in bp,1,60
16524,vanilla custard powder 1kg pack,1,60
16525,custard powder in vanilla flavour,1,60
16526,custard powder in gourment foods,1,60
16527,coconut milk in coco ,1,60
16528,coconut milk,1,60
16529,coconut milk 250ml tetra pack,1,60
16530,cocoa powder in hersheys,1,60
16531,unsweeted natural coco powder ,1,60
16532,hersheys syrup in gourment foods,1,60
16533,strawberry syrup in gourment foods,1,60
16534,chocolate syrup in gourment foods,1,60
16535,caramel syrup in gourment foods,1,60
16536,strawberry syrup in hersheys,1,60
16537,caramel syrup in hersheys,1,60
16538,syrup in gourment foods,1,60
16539,pillsbury cake mix,1,60
16540,choco cake mix in pillsbury,1,60
16541,vanilla cake mix in pillsbury,1,60
16542,choco cake mix 285g,1,60
16543,choco cooker cake mix  159g ,1,60
16544,vanilla cooker cake mix 159g,1,60
16545,choco cake mix 270g,1,60
16546,vanilla cake mix 159g,1,60
16547,tooty fruity green 100g pack,1,60
16548,tooty fruity mixed 100g pack,1,60
16549,tooty fruity orange 100g pack,1,60
16550,tooty fruity red 100g pack,1,60
16551,tooty fruity yellow 100g pack,1,60
16552,tooty fruity for cake,1,60
16553,tooty fruity for biscuit,1,60
16554,tooty fruity for cheery,1,60
16555,custard powder in mango flavour,1,60
16556,custard powder in strawberry flavour,1,60
16557,drinking chocolate 100g pack,1,60
16558,drinking chocolate 200g pack,1,60
16559,drinking chocolate in weikfield,1,60
16560,jelly crystals mango flavour ,1,60
16561,jelly crystals orange flavour ,1,60
16562,jelly crystals rasberry flavour ,1,60
16563,jelly crystals strawberry flavour ,1,60
16564,jelly crystals 90g refill pack,1,60
16565,jelly crystals powder ,1,60
16566,jelly crystals in gourment foods,1,60
16567,baking powder ,1,60
16568,baking powder in weikfield,1,60
16569,cocoa powder ,1,60
16570,cocoa powder 150g pack,1,60
16571,cocoa powder in weikfield,1,60
16572,strawberry custard powder,1,60
16573,mango custard powder,1,60
