id,name,have_gram,gram,have_kg,kg,have_pcs,pcs,have_liter,liter,have_ml,ml
410840,Britannia Bour Bon The Original 50G Pack Of 5 Units,1,50,0,0,0,0,0,0,0,0
410876,Britannia Milk Bikis Milky Sandwich Biscuits 100G Pack Of 5 Units,1,100,0,0,0,0,0,0,0,0
410811,Britannia Milk Bikis Biscuits 500G,1,500,0,0,0,0,0,0,0,0
264589,Britannia Nutri Choice Sugar Free Cracker 300G,1,300,0,0,0,0,0,0,0,0
416523,Coffee Joy Italian Moment Coffee Flavored Biscuits 90G,1,90,0,0,0,0,0,0,0,0
308368,Dukes Creme 4 Fun Chocolate Flavored Sandwich Biscuits 120G,1,120,0,0,0,0,0,0,0,0
369093,Dukes Nice Sugar Sprinkled Coconut Biscuits 150G Pack Of 3 ,1,150,0,0,0,0,0,0,0,0
415295,Dukes Creme 4 Fun Orange Flavored Sandwich Biscuits 33.33G Pack Of 10 Units,1,33.33,0,0,0,0,0,0,0,0
415293,Dukes Creme 4 Fun Milk Flavored Sandwich Biscuits 33.33G Pack Of 10 Units,1,33.33,0,0,0,0,0,0,0,0
347742,Dukes Dark Chocolate Premium Vannila Flavored Choco Wafers 150G,1,150,0,0,0,0,0,0,0,0
414347,Dukes Marie Break Biscuits 43G Pack Of 12 Packs,1,43,0,0,0,0,0,0,0,0
414349,Dukes Marie Break Biscuits 80G,1,80,0,0,0,0,0,0,0,0
390320,Dukes Nibbles Spicy Crackers Sour Cream & Onion 150G,1,150,0,0,0,0,0,0,0,0
390304,Dukes Waffy Chocolate Flavored Creamy & Crunchy Wafers 13G Pack Of 40 Units,1,13,0,0,0,0,0,0,0,0
276388,Dukes Waffy Chocolate Flavored Creamy & Crunchy Wafers 60G,1,60,0,0,0,0,0,0,0,0
276385,Dukes Waffy Orange Flavored Creamy & Crunchy Wafers 60G,1,60,0,0,0,0,0,0,0,0
276384,Dukes Waffy Strawberry Flavored Creamy & Crunchy Wafers 60G,1,60,0,0,0,0,0,0,0,0
343613,Gone Mad Choco Stick Wafer Roll With Choco Cream 12G Pack Of 24 Units (283G),1,12,0,0,0,0,0,0,0,0
387248,Gone Mad Grey Crackers Imported Sugar Cheese Crackers 18G Pack Of 20N (360G),1,18,0,0,0,0,0,0,0,0
412196,Malkist Cheese Flavored Crunchy Layered Crackers 23G Pack 30N (690G),1,23,0,0,0,0,0,0,0,0
308597,Mcvities Digestive High In Fiber 150G,1,150,0,0,0,0,0,0,0,0
362527,Mcvities Marie Biscuits 68G Pack Of 12 Packs,1,68,0,0,0,0,0,0,0,0
334665,Mcvities Digestive High In Fiber 400G,1,400,0,0,0,0,0,0,0,0
405402,Parle 20-20 Gold Butter Cookies 52.5G Pack Of 10N (525G),1,52.5,0,0,0,0,0,0,0,0
398292,Parle Multi Vita Marie Biscuit 150G,1,150,0,0,0,0,0,0,0,0
321929,Parle Monaco Cheeselings Classic 300G Pet Bottle,1,300,0,0,0,0,0,0,0,0
412575,Palre Fabio Vannila Creme Sandwich Biscuits 50G Pack Of 4,1,50,0,0,0,0,0,0,0,0
