nothing,id,store_id,cover,name,images,original_price,sell_price,discount,kind,cate_id,sub_cate_id,in_home,is_single,have_gram,gram,have_kg,kg,have_pcs,pcs,have_liter,liter,have_ml,ml,descriptions,key_features,disclaimer,exp_date,type_of,in_stoke,rating,total_rating,status,in_offer,variations_types,size,tax_class,tags,hsn_code
0,405217,49,405217.jpg,Alfalfa Sprouts 50 g,"[""405217.jpg"","""","""","""","""",]",36,33,10,1,1,23,0,0,1,50,0,0,0,0,0,0,0,0,,,,20-12-2050,0,0,5,4,1,0,[],0,0,11984,0
