nothing,id,store_id,cover,name,images,original_price,sell_price,discount,kind,cate_id,sub_cate_id,in_home,is_single,have_gram,gram,have_kg,kg,have_pcs,pcs,have_liter,liter,have_ml,ml,descriptions,key_features,disclaimer,exp_date,type_of,in_stoke,rating,total_rating,status,in_offer,variations_types,size,tax_class,tags,hsn_code
0,SB0052,49,SB0052.jpg,Mango - Raspuri,"[""SB0052.jpg"","""","""","""","""",]",220,200,10,1,1,22,0,0,0,0,0,0,0,0,0,0,0,0,"The Raspuri mango is an extremely popular variety of mango in South Indian state of Karnataka especially grown in and around Bengaluru, Ramanagara, Kolar, Chikkaballapura, Tumakuru. This fruit is also known as sweet mango. ",,,20-12-2050,0,1,5,4,1,0,1000|500,1,0,6534|111|110|109|108|107|12456|12457,0
