id,tax_class
100012,12
100223,18
100554,5
100968,18
101030,18
101165,18
101263,12
101306,12
101316,12
101360,12
101401,12
101489,12
101584,18
101735,18
101823,18
102083,18
102093,18
102102,18
102131,5
102139,12
102145,5
102155,5
102159,5
102162,5
102533,18
102569,18
102607,12
102609,12
102610,12
102745,12
102750,12
102753,12
102761,12
102764,12
102774,18
102830,18
102833,18
102871,5
102932,12
102997,5
103246,18
103551,18
103558,18
103683,0
103730,0
103909,12
104179,18
104269,12
104271,12
104582,12
104607,12
104615,12
104617,12
104707,5
104708,5
104726,0
104759,12
104808,12
104821,12
104823,12
104833,5
104837,5
104839,5
104840,5
104860,12
104862,12
104864,12
104956,12
104960,12
106103,18
106417,18
106599,5
106600,5
107800,18
107803,18
108249,5
112292,5
113710,18
113712,18
113817,5
118009,18
118156,18
118382,18
118412,5
118417,12
118419,12
118443,12
118518,18
118544,18
118572,18
118606,12
118774,5
118967,12
119665,18
119705,12
119709,12
119711,12
120018,18
122350,18
122620,18
122644,18
122650,18
123659,18
124656,5
124657,5
124870,12
124871,12
125546,5
126153,5
126158,5
126903,5
126906,5
127362,12
128462,12
128596,18
130138,12
130307,12
133571,18
134006,5
134149,18
135463,18
137385,18
137575,5
137623,18
137936,5
138461,18
140466,0
140873,18
140989,18
142156,18
144126,5
144395,18
145130,12
146378,12
146384,12
146514,18
146775,12
146778,12
147283,18
147491,5
147492,5
147493,5
147738,5
148392,12
148676,5
148681,5
148682,5
149353,18
149354,18
149829,18
150476,18
151059,18
152075,12
152329,18
152450,12
153122,18
154171,18
154902,18
156639,12
157375,18
157419,5
159705,18
159713,18
161622,12
161623,12
161826,5
161897,5
161898,5
161899,0
163055,12
163056,12
163064,5
163575,12
163578,12
163582,12
163584,12
163810,18
163920,18
163921,18
165939,12
167781,18
167782,18
167814,18
167976,18
168946,12
168949,12
168950,12
169000,0
169052,0
169053,0
169054,0
169055,0
169166,0
169309,5
169409,0
169426,5
169899,12
170693,5
170695,5
170777,12
171651,18
172206,12
172260,12
172917,18
174253,12
174549,0
174626,5
174631,5
174635,5
174636,5
175116,12
175118,12
175257,0
175374,18
176362,5
176364,5
177140,18
177150,12
177155,12
177181,12
177259,12
177307,12
179161,12
179650,18
179651,18
180199,0
180512,12
180537,18
180584,0
180961,40
180963,40
180981,5
180983,5
181118,18
181156,18
181594,18
181597,5
181598,5
182214,12
182398,5
182492,5
182665,12
182914,18
184353,18
184607,5
185568,0
186070,5
186077,5
186232,5
186815,0
188077,18
188078,18
188079,18
188080,18
188081,18
188082,18
189099,18
189100,18
189101,18
189103,18
189204,18
189221,18
189296,18
189311,18
189323,18
189326,18
189433,5
189439,5
189785,18
192941,18
196984,18
197348,18
197351,18
198934,18
199504,5
199522,18
199610,5
199785,5
200327,18
200952,0
201388,5
202239,18
202242,18
202243,18
202248,18
202277,5
204442,18
204629,5
204728,12
204772,0
204912,12
205184,18
205215,5
205660,18
205716,12
205717,12
205718,12
205775,12
205854,0
205988,18
205990,12
205991,12
206046,5
206047,5
206123,0
206182,18
206407,18
206408,18
206416,18
206429,12
206433,12
206702,0
206776,5
206778,5
206779,5
206980,18
206981,18
206982,18
206988,18
207986,18
208345,5
208578,18
208767,12
209412,12
210060,18
212128,18
212130,18
212701,18
213239,0
213240,0
213243,0
213244,0
213245,0
213246,0
213253,12
213256,12
213273,12
213576,12
214022,5
214216,5
214217,5
214431,5
214515,18
214784,12
215130,18
215578,18
215595,18
216747,18
216809,18
216871,18
216877,18
217464,12
218856,18
219138,5
220612,5
221234,18
221404,18
221409,18
221410,18
221412,18
221429,18
222085,5
222783,0
223298,5
223305,5
223536,12
223537,12
223660,12
223661,12
223662,12
223663,12
224591,18
224835,12
225582,5
225769,5
225770,5
226491,5
226990,12
227052,18
227173,12
228234,18
228237,18
228408,0
228522,5
228523,5
228526,5
228528,5
228529,12
228589,5
228623,18
228899,5
229136,12
229140,18
229144,18
229148,18
229156,18
229744,5
229762,5
229771,12
229789,12
229791,12
229793,12
229794,12
229853,0
229910,12
229912,12
229922,12
229926,12
229930,12
229936,12
229939,12
230634,18
230745,18
231187,18
231206,5
232729,18
233753,12
235168,5
235214,18
236283,18
236284,18
236520,18
236544,18
236834,0
237218,12
237445,12
237461,12
237467,12
238341,12
238380,12
239335,12
239524,5
240040,5
240057,5
240061,5
240065,5
240067,5
240122,5
240124,5
240147,18
240149,18
240155,18
240156,18
240158,18
240162,18
240163,18
240165,18
240168,18
240178,18
240179,18
240180,18
240182,18
240183,18
241132,18
241501,5
241538,5
241598,0
241600,0
241601,0
241695,18
242060,18
242596,12
242667,12
242668,12
242671,5
242672,12
242673,5
243051,18
243080,18
243335,5
243336,5
243990,5
243991,5
244092,5
244094,5
244096,5
244286,5
244815,12
244961,5
244997,12
244999,5
245001,0
245504,5
245509,12
245525,5
245724,12
246395,12
246700,18
246794,18
247115,18
247282,5
247986,5
248003,0
248215,5
248593,5
249061,12
249062,12
249154,18
249155,18
249162,12
249163,12
249362,18
249369,18
249449,12
249452,12
249540,5
249581,18
250520,18
250771,18
251011,18
251018,18
251020,18
251021,18
251026,18
251033,18
251042,40
251045,40
251149,18
251191,0
251218,18
251220,18
251224,18
251235,18
251249,18
251251,18
251259,18
252164,5
252171,5
252420,12
252427,12
252429,12
252847,18
252868,18
252874,18
252876,18
252943,5
252947,5
252948,5
252950,5
252982,5
253009,5
253063,5
253535,12
253562,5
253566,5
253860,18
254193,18
254677,18
254688,18
254690,18
254705,5
255176,18
255178,12
255179,18
255185,12
255207,18
255208,18
255210,18
255215,18
255243,18
255499,5
255502,5
255505,5
255516,5
255517,5
255609,5
255611,5
255834,12
255843,5
255848,5
255849,5
255850,5
255851,5
